"","fips","county","candidate","votes"
"18453","36089","St. Lawrence","Romney/Ryan (CON)",1595
"18460","36101","Steuben","Romney/Ryan (REP)",20163
"18461","36101","Steuben","Romney/Ryan (CON)",1791
"18468","36103","Suffolk","Romney/Ryan (REP)",246044
"18469","36103","Suffolk","Romney/Ryan (CON)",36087
"18476","36105","Sullivan","Romney/Ryan (REP)",11347
"18477","36105","Sullivan","Romney/Ryan (CON)",1358
"18484","36107","Tioga","Romney/Ryan (REP)",11160
"18485","36107","Tioga","Romney/Ryan (CON)",957
"18492","36109","Tompkins","Romney/Ryan (REP)",10191
"18493","36109","Tompkins","Romney/Ryan (CON)",916
"18500","36111","Ulster","Romney/Ryan (REP)",26123
"18501","36111","Ulster","Romney/Ryan (CON)",3636
"18508","36113","Warren","Romney/Ryan (REP)",12925
"18509","36113","Warren","Romney/Ryan (CON)",1194
"18516","36115","Washington","Romney/Ryan (REP)",9793
"18517","36115","Washington","Romney/Ryan (CON)",1292
"18524","36117","Wayne","Romney/Ryan (REP)",17248
"18525","36117","Wayne","Romney/Ryan (CON)",2812
"18532","36119","Westchester","Romney/Ryan (REP)",131139
"18533","36119","Westchester","Romney/Ryan (CON)",11983
"18540","36121","Wyoming","Romney/Ryan (REP)",9248
"18541","36121","Wyoming","Romney/Ryan (CON)",1100
"18548","36123","Yates","Romney/Ryan (REP)",4269
"18549","36123","Yates","Romney/Ryan (CON)",529
"18556","36005","Bronx","Romney/Ryan (REP)",26682
"18557","36005","Bronx","Romney/Ryan (CON)",3285
"18564","36047","Kings","Romney/Ryan (REP)",113752
"18565","36047","Kings","Romney/Ryan (CON)",10799
"18572","36061","New York","Romney/Ryan (REP)",85245
"18573","36061","New York","Romney/Ryan (CON)",4314
"18580","36081","Queens","Romney/Ryan (REP)",108881
"18581","36081","Queens","Romney/Ryan (CON)",9708
"18588","36085","Richmond","Romney/Ryan (REP)",66919
"18589","36085","Richmond","Romney/Ryan (CON)",7304
"18716","39001","Adams","Mitt Romney",6865
"18729","39003","Allen","Mitt Romney",29502
"18742","39005","Ashland","Mitt Romney",15519
"18755","39007","Ashtabula","Mitt Romney",18298
"18768","39009","Athens","Mitt Romney",8543
"18781","39011","Auglaize","Mitt Romney",17169
"18794","39013","Belmont","Mitt Romney",16758
"18807","39015","Brown","Mitt Romney",11916
"18820","39017","Butler","Mitt Romney",105176
"18833","39019","Carroll","Mitt Romney",7315
"18846","39021","Champaign","Mitt Romney",11045
"18859","39023","Clark","Mitt Romney",31816
"18872","39025","Clermont","Mitt Romney",64208
"18885","39027","Clinton","Mitt Romney",12009
"18898","39029","Columbiana","Mitt Romney",25251
"18911","39031","Coshocton","Mitt Romney",8390
"18924","39033","Crawford","Mitt Romney",11852
"18937","39035","Cuyahoga","Mitt Romney",190660
"18950","39037","Darke","Mitt Romney",18108
"18963","39039","Defiance","Mitt Romney",10176
"18976","39041","Delaware","Mitt Romney",60194
"18989","39043","Erie","Mitt Romney",16952
"19002","39045","Fairfield","Mitt Romney",41034
"19015","39047","Fayette","Mitt Romney",6620
"19028","39049","Franklin","Mitt Romney",215997
"19041","39051","Fulton","Mitt Romney",11738
"19054","39053","Gallia","Mitt Romney",7750
"19067","39055","Geauga","Mitt Romney",30589
"19080","39057","Greene","Mitt Romney",49819
"19093","39059","Guernsey","Mitt Romney",8993
"19106","39061","Hamilton","Mitt Romney",193326
"19119","39063","Hancock","Mitt Romney",22443
"19132","39065","Hardin","Mitt Romney",7489
"19145","39067","Harrison","Mitt Romney",4019
"19158","39069","Henry","Mitt Romney",8257
"19171","39071","Highland","Mitt Romney",11413
"19184","39073","Hocking","Mitt Romney",6285
"19197","39075","Holmes","Mitt Romney",8702
"19210","39077","Huron","Mitt Romney",13060
"19223","39079","Jackson","Mitt Romney",7904
"19236","39081","Jefferson","Mitt Romney",17034
"19249","39083","Knox","Mitt Romney",17266
"19262","39085","Lake","Mitt Romney",58744
"19275","39087","Lawrence","Mitt Romney",14651
"19288","39089","Licking","Mitt Romney",45503
"19301","39091","Logan","Mitt Romney",13633
"19314","39093","Lorain","Mitt Romney",59405
"19327","39095","Lucas","Mitt Romney",69940
"19340","39097","Madison","Mitt Romney",10342
"19353","39099","Mahoning","Mitt Romney",42641
"19366","39101","Marion","Mitt Romney",14265
"19379","39103","Medina","Mitt Romney",50418
"19392","39105","Meigs","Mitt Romney",5895
"19405","39107","Mercer","Mitt Romney",16561
"19418","39109","Miami","Mitt Romney",34606
"19431","39111","Monroe","Mitt Romney",3548
"19444","39113","Montgomery","Mitt Romney",124841
"19457","39115","Morgan","Mitt Romney",3179
"19470","39117","Morrow","Mitt Romney",9865
"19483","39119","Muskingum","Mitt Romney",19264
"19496","39121","Noble","Mitt Romney",3563
"19509","39123","Ottawa","Mitt Romney",10538
"19522","39125","Paulding","Mitt Romney",5354
"19535","39127","Perry","Mitt Romney",7627
"19548","39129","Pickaway","Mitt Romney",14037
"19561","39131","Pike","Mitt Romney",5685
"19574","39133","Portage","Mitt Romney",35242
"19587","39135","Preble","Mitt Romney",13535
"19600","39137","Putnam","Mitt Romney",13721
"19613","39139","Richland","Mitt Romney",33867
"19626","39141","Ross","Mitt Romney",15008
"19639","39143","Sandusky","Mitt Romney",13755
"19652","39145","Scioto","Mitt Romney",15492
"19665","39147","Seneca","Mitt Romney",13243
"19678","39149","Shelby","Mitt Romney",17142
"19691","39151","Stark","Mitt Romney",88581
"19704","39153","Summit","Mitt Romney",111001
"19717","39155","Trumbull","Mitt Romney",38279
"19730","39157","Tuscarawas","Mitt Romney",22242
"19743","39159","Union","Mitt Romney",16289
"19756","39161","Van Wert","Mitt Romney",9585
"19769","39163","Vinton","Mitt Romney",2856
"19782","39165","Warren","Mitt Romney",76564
"19795","39167","Washington","Mitt Romney",17284
"19808","39169","Wayne","Mitt Romney",30251
"19821","39171","Williams","Mitt Romney",10047
"19834","39173","Wood","Mitt Romney",29704
"19847","39175","Wyandot","Mitt Romney",6180
"19853","40001","ADAIR","MITT ROMNEY",4381
"19855","40003","ALFALFA","MITT ROMNEY",1761
"19857","40005","ATOKA","MITT ROMNEY",3538
"19859","40007","BEAVER","MITT ROMNEY",2062
"19861","40009","BECKHAM","MITT ROMNEY",5508
"19863","40011","BLAINE","MITT ROMNEY",2824
"19865","40013","BRYAN","MITT ROMNEY",9520
"19867","40015","CADDO","MITT ROMNEY",5687
"19869","40017","CANADIAN","MITT ROMNEY",35625
"19871","40019","CARTER","MITT ROMNEY",12214
"19873","40021","CHEROKEE","MITT ROMNEY",8162
"19875","40023","CHOCTAW","MITT ROMNEY",3572
"19877","40025","CIMARRON","MITT ROMNEY",1082
"19879","40027","CLEVELAND","MITT ROMNEY",59116
"19881","40029","COAL","MITT ROMNEY",1710
"19883","40031","COMANCHE","MITT ROMNEY",17664
"19885","40033","COTTON","MITT ROMNEY",1796
"19887","40035","CRAIG","MITT ROMNEY",3559
"19889","40037","CREEK","MITT ROMNEY",18986
"19891","40039","CUSTER","MITT ROMNEY",7446
"19893","40041","DELAWARE","MITT ROMNEY",10080
"19895","40043","DEWEY","MITT ROMNEY",1792
"19897","40045","ELLIS","MITT ROMNEY",1575
"19899","40047","GARFIELD","MITT ROMNEY",15177
"19901","40049","GARVIN","MITT ROMNEY",6925
"19903","40051","GRADY","MITT ROMNEY",14833
"19905","40053","GRANT","MITT ROMNEY",1675
"19907","40055","GREER","MITT ROMNEY",1344
"19909","40057","HARMON","MITT ROMNEY",659
"19911","40059","HARPER","MITT ROMNEY",1261
"19913","40061","HASKELL","MITT ROMNEY",3069
"19915","40063","HUGHES","MITT ROMNEY",2838
"19917","40065","JACKSON","MITT ROMNEY",5965
"19919","40067","JEFFERSON","MITT ROMNEY",1634
"19921","40069","JOHNSTON","MITT ROMNEY",2649
"19923","40071","KAY","MITT ROMNEY",11499
"19925","40073","KINGFISHER","MITT ROMNEY",4870
"19927","40075","KIOWA","MITT ROMNEY",2316
"19929","40077","LATIMER","MITT ROMNEY",2628
"19931","40079","LE FLORE","MITT ROMNEY",11177
"19933","40081","LINCOLN","MITT ROMNEY",9553
"19935","40083","LOGAN","MITT ROMNEY",12314
"19937","40085","LOVE","MITT ROMNEY",2436
"19939","40093","MAJOR","MITT ROMNEY",2700
"19941","40095","MARSHALL","MITT ROMNEY",3744
"19943","40097","MAYES","MITT ROMNEY",9637
"19945","40099","MURRAY","MITT ROMNEY",3606
"19947","40101","MUSKOGEE","MITT ROMNEY",13404
"19949","40087","McCLAIN","MITT ROMNEY",11112
"19951","40089","McCURTAIN","MITT ROMNEY",7635
"19953","40091","McINTOSH","MITT ROMNEY",4509
"19955","40103","NOBLE","MITT ROMNEY",3488
"19957","40105","NOWATA","MITT ROMNEY",2832
"19959","40107","OKFUSKEE","MITT ROMNEY",2335
"19961","40109","OKLAHOMA","MITT ROMNEY",149728
"19963","40111","OKMULGEE","MITT ROMNEY",7731
"19965","40113","OSAGE","MITT ROMNEY",11242
"19967","40115","OTTAWA","MITT ROMNEY",6466
"19969","40117","PAWNEE","MITT ROMNEY",4232
"19971","40119","PAYNE","MITT ROMNEY",16481
"19973","40121","PITTSBURG","MITT ROMNEY",10841
"19975","40123","PONTOTOC","MITT ROMNEY",8945
"19977","40125","POTTAWATOMIE","MITT ROMNEY",16250
"19979","40127","PUSHMATAHA","MITT ROMNEY",3087
"19981","40129","ROGER MILLS","MITT ROMNEY",1402
"19983","40131","ROGERS","MITT ROMNEY",27553
"19985","40133","SEMINOLE","MITT ROMNEY",4856
"19987","40135","SEQUOYAH","MITT ROMNEY",9578
"19989","40137","STEPHENS","MITT ROMNEY",12908
"19991","40139","TEXAS","MITT ROMNEY",4930
"19993","40141","TILLMAN","MITT ROMNEY",1815
"19995","40143","TULSA","MITT ROMNEY",145062
"19997","40145","WAGONER","MITT ROMNEY",20900
"19999","40147","WASHINGTON","MITT ROMNEY",15668
"20001","40149","WASHITA","MITT ROMNEY",3494
"20003","40151","WOODS","MITT ROMNEY",2727
"20005","40153","WOODWARD","MITT ROMNEY",5945
"20011","41001","Baker","Romney",5702
"20018","41003","Benton","Romney",14991
"20025","41005","Clackamas","Romney",88592
"20032","41007","Clatsop","Romney",7249
"20039","41009","Columbia","Romney",10772
"20046","41011","Coos","Romney",14673
"20053","41013","Crook","Romney",6790
"20060","41015","Curry","Romney",6598
"20067","41017","Deschutes","Romney",42463
"20074","41019","Douglas","Romney",30776
"20081","41021","Gilliam","Romney",639
"20088","41023","Grant","Romney",2926
"20095","41025","Harney","Romney",2607
"20102","41027","Hood River","Romney",3429
"20109","41029","Jackson","Romney",49020
"20116","41031","Jefferson","Romney",4642
"20123","41033","Josephine","Romney",23673
"20130","41035","Klamath","Romney",18898
"20137","41037","Lake","Romney",2808
"20144","41039","Lane","Romney",62509
"20151","41041","Lincoln","Romney",8686
"20158","41043","Linn","Romney",28944
"20165","41045","Malheur","Romney",6851
"20172","41047","Marion","Romney",60190
"20179","41049","Morrow","Romney",2532
"20186","41051","Multnomah","Romney",75302
"20193","41053","Polk","Romney",17819
"20200","41055","Sherman","Romney",678
"20207","41057","Tillamook","Romney",5684
"20214","41059","Umatilla","Romney",15499
"20221","41061","Union","Romney",7636
"20228","41063","Wallowa","Romney",2804
"20235","41065","Wasco","Romney",5229
"20242","41067","Washington","Romney",93974
"20249","41069","Wheeler","Romney",545
"20256","41071","Yamhill","Romney",22045
"20260","42001","Adams","ROMNEY, MITT",26767
"20265","42003","Allegheny","ROMNEY, MITT",262039
"20268","42005","Armstrong","ROMNEY, MITT",20142
"20272","42007","Beaver","ROMNEY, MITT",42344
"20276","42009","Bedford","ROMNEY, MITT",16702
"20280","42011","Berks","ROMNEY, MITT",84702
"20284","42013","Blair","ROMNEY, MITT",33319
"20288","42015","Bradford","ROMNEY, MITT",14410
"20293","42017","Bucks","ROMNEY, MITT",156579
"20296","42019","Butler","ROMNEY, MITT",59761
"20300","42021","Cambria","ROMNEY, MITT",35163
"20304","42023","Cameron","ROMNEY, MITT",1359
"20308","42025","Carbon","ROMNEY, MITT",13504
"20313","42027","Centre","ROMNEY, MITT",34001
"20316","42029","Chester","ROMNEY, MITT",124840
"20320","42031","Clarion","ROMNEY, MITT",10828
"20324","42033","Clearfield","ROMNEY, MITT",20347
"20328","42035","Clinton","ROMNEY, MITT",7303
"20332","42037","Columbia","ROMNEY, MITT",14236
"20336","42039","Crawford","ROMNEY, MITT",20901
"20340","42041","Cumberland","ROMNEY, MITT",64809
"20345","42043","Dauphin","ROMNEY, MITT",57450
"20349","42045","Delaware","ROMNEY, MITT",110853
"20352","42047","Elk","ROMNEY, MITT",7579
"20357","42049","Erie","ROMNEY, MITT",49025
"20360","42051","Fayette","ROMNEY, MITT",26018
"20364","42053","Forest","ROMNEY, MITT",1383
"20368","42055","Franklin","ROMNEY, MITT",43260
"20372","42057","Fulton","ROMNEY, MITT",4814
"20376","42059","Greene","ROMNEY, MITT",8428
"20380","42061","Huntingdon","ROMNEY, MITT",11979
"20384","42063","Indiana","ROMNEY, MITT",21257
"20388","42065","Jefferson","ROMNEY, MITT",13048
"20392","42067","Juniata","ROMNEY, MITT",6862
"20397","42069","Lackawanna","ROMNEY, MITT",35085
"20400","42071","Lancaster","ROMNEY, MITT",130669
"20404","42073","Lawrence","ROMNEY, MITT",21047
"20408","42075","Lebanon","ROMNEY, MITT",35872
"20413","42077","Lehigh","ROMNEY, MITT",66874
"20417","42079","Luzerne","ROMNEY, MITT",58325
"20420","42081","Lycoming","ROMNEY, MITT",30658
"20424","42083","McKean","ROMNEY, MITT",9545
"20428","42085","Mercer","ROMNEY, MITT",25925
"20432","42087","Mifflin","ROMNEY, MITT",11939
"20437","42089","Monroe","ROMNEY, MITT",26867
"20441","42091","Montgomery","ROMNEY, MITT",174381
"20444","42093","Montour","ROMNEY, MITT",4652
"20449","42095","Northampton","ROMNEY, MITT",61446
"20452","42097","Northumberland","ROMNEY, MITT",19518
"20456","42099","Perry","ROMNEY, MITT",13120
"20461","42101","Philadelphia","ROMNEY, MITT",96467
"20464","42103","Pike","ROMNEY, MITT",12786
"20468","42105","Potter","ROMNEY, MITT",5231
"20472","42107","Schuylkill","ROMNEY, MITT",32278
"20476","42109","Snyder","ROMNEY, MITT",10073
"20480","42111","Somerset","ROMNEY, MITT",23984
"20484","42113","Sullivan","ROMNEY, MITT",1868
"20488","42115","Susquehanna","ROMNEY, MITT",10800
"20492","42117","Tioga","ROMNEY, MITT",11342
"20496","42119","Union","ROMNEY, MITT",9896
"20500","42121","Venango","ROMNEY, MITT",13815
"20504","42123","Warren","ROMNEY, MITT",10010
"20508","42125","Washington","ROMNEY, MITT",53230
"20512","42127","Wayne","ROMNEY, MITT",12896
"20516","42129","Westmoreland","ROMNEY, MITT",103932
"20520","42131","Wyoming","ROMNEY, MITT",6587
"20524","42133","York","ROMNEY, MITT",113304
"20530","44001","Bristol","Mitt ROMNEY",9231
"20538","44003","Kent","Mitt ROMNEY",31567
"20546","44005","Newport","Mitt ROMNEY",15202
"20554","44007","Providence","Mitt ROMNEY",75785
"20562","44009","Washington","Mitt ROMNEY",25366
"20570","45001","Abbeville","Mitt Romney / Paul Ryan",5981
"20571","45003","Aiken","Mitt Romney / Paul Ryan",44042
"20572","45005","Allendale","Mitt Romney / Paul Ryan",838
"20573","45007","Anderson","Mitt Romney / Paul Ryan",48709
"20574","45009","Bamberg","Mitt Romney / Paul Ryan",2194
"20575","45011","Barnwell","Mitt Romney / Paul Ryan",4659
"20576","45013","Beaufort","Mitt Romney / Paul Ryan",42687
"20577","45015","Berkeley","Mitt Romney / Paul Ryan",38475
"20578","45017","Calhoun","Mitt Romney / Paul Ryan",3707
"20579","45019","Charleston","Mitt Romney / Paul Ryan",77629
"20580","45021","Cherokee","Mitt Romney / Paul Ryan",13314
"20581","45023","Chester","Mitt Romney / Paul Ryan",6367
"20582","45025","Chesterfield","Mitt Romney / Paul Ryan",8490
"20583","45027","Clarendon","Mitt Romney / Paul Ryan",7071
"20584","45029","Colleton","Mitt Romney / Paul Ryan",8443
"20585","45031","Darlington","Mitt Romney / Paul Ryan",14434
"20586","45033","Dillon","Mitt Romney / Paul Ryan",5427
"20587","45035","Dorchester","Mitt Romney / Paul Ryan",32531
"20588","45037","Edgefield","Mitt Romney / Paul Ryan",6512
"20589","45039","Fairfield","Mitt Romney / Paul Ryan",3999
"20590","45041","Florence","Mitt Romney / Paul Ryan",28961
"20591","45043","Georgetown","Mitt Romney / Paul Ryan",16526
"20592","45045","Greenville","Mitt Romney / Paul Ryan",121685
"20593","45047","Greenwood","Mitt Romney / Paul Ryan",16348
"20594","45049","Hampton","Mitt Romney / Paul Ryan",3312
"20595","45051","Horry","Mitt Romney / Paul Ryan",72127
"20596","45053","Jasper","Mitt Romney / Paul Ryan",4169
"20597","45055","Kershaw","Mitt Romney / Paul Ryan",16324
"20598","45057","Lancaster","Mitt Romney / Paul Ryan",19333
"20599","45059","Laurens","Mitt Romney / Paul Ryan",14746
"20600","45061","Lee","Mitt Romney / Paul Ryan",2832
"20601","45063","Lexington","Mitt Romney / Paul Ryan",76662
"20602","45067","Marion","Mitt Romney / Paul Ryan",5164
"20603","45069","Marlboro","Mitt Romney / Paul Ryan",3676
"20604","45065","McCormick","Mitt Romney / Paul Ryan",2467
"20605","45071","Newberry","Mitt Romney / Paul Ryan",9260
"20606","45073","Oconee","Mitt Romney / Paul Ryan",21611
"20607","45075","Orangeburg","Mitt Romney / Paul Ryan",12022
"20608","45077","Pickens","Mitt Romney / Paul Ryan",33474
"20609","45079","Richland","Mitt Romney / Paul Ryan",53105
"20610","45081","Saluda","Mitt Romney / Paul Ryan",5135
"20611","45083","Spartanburg","Mitt Romney / Paul Ryan",66969
"20612","45085","Sumter","Mitt Romney / Paul Ryan",19274
"20613","45087","Union","Mitt Romney / Paul Ryan",6584
"20614","45089","Williamsburg","Mitt Romney / Paul Ryan",4824
"20615","45091","York","Mitt Romney / Paul Ryan",59546
"20802","46003","Aurora","Romney",804
"20806","46005","Beadle","Romney",4230
"20810","46007","Bennett","Romney",626
"20814","46009","Bon Homme","Romney",1830
"20818","46011","Brookings","Romney",6220
"20822","46013","Brown","Romney",8321
"20826","46015","Brule","Romney",1499
"20830","46017","Buffalo","Romney",166
"20834","46019","Butte","Romney",3073
"20838","46021","Campbell","Romney",616
"20842","46023","Charles Mix","Romney",2230
"20846","46025","Clark","Romney",1067
"20850","46027","Clay","Romney",2147
"20854","46029","Codington","Romney",6696
"20858","46031","Corson","Romney",515
"20862","46033","Custer","Romney",3062
"20866","46035","Davison","Romney",4757
"20870","46037","Day","Romney",1320
"20874","46039","Deuel","Romney",1175
"20878","46041","Dewey","Romney",663
"20882","46043","Douglas","Romney",1334
"20886","46045","Edmunds","Romney",1264
"20890","46047","Fall River","Romney",2258
"20894","46049","Faulk","Romney",765
"20898","46051","Grant","Romney",2034
"20902","46053","Gregory","Romney",1507
"20906","46055","Haakon","Romney",940
"20910","46057","Hamlin","Romney",1803
"20914","46059","Hand","Romney",1242
"20918","46061","Hanson","Romney",1627
"20922","46063","Harding","Romney",638
"20926","46065","Hughes","Romney",5219
"20930","46067","Hutchinson","Romney",2451
"20934","46069","Hyde","Romney",531
"20938","46071","Jackson","Romney",661
"20942","46073","Jerauld","Romney",538
"20946","46075","Jones","Romney",490
"20950","46077","Kingsbury","Romney",1451
"20954","46079","Lake","Romney",3419
"20958","46081","Lawrence","Romney",7025
"20962","46083","Lincoln","Romney",13611
"20966","46085","Lyman","Romney",933
"20970","46091","Marshall","Romney",889
"20974","46087","McCook","Romney",1655
"20978","46089","McPherson","Romney",921
"20982","46093","Meade","Romney",7566
"20986","46095","Mellette","Romney",381
"20990","46097","Miner","Romney",636
"20994","46099","Minnehaha","Romney",40342
"20998","46101","Moody","Romney",1535
"21002","46103","Pennington","Romney",28232
"21006","46105","Perkins","Romney",1205
"21010","46107","Potter","Romney",1029
"21014","46109","Roberts","Romney",1883
"21018","46111","Sanborn","Romney",688
"21022","46113","Shannon","Romney",188
"21026","46115","Spink","Romney",1670
"21030","46117","Stanley","Romney",1063
"21034","46119","Sully","Romney",613
"21038","46121","Todd","Romney",498
"21042","46123","Tripp","Romney",1905
"21046","46125","Turner","Romney",2715
"21050","46127","Union","Romney",4698
"21054","46129","Walworth","Romney",1731
"21058","46135","Yankton","Romney",5495
"21062","46137","Ziebach","Romney",314
"21066","47001","ANDERSON","Mitt Romney",18968
"21073","47003","BEDFORD","Mitt Romney",10034
"21080","47005","BENTON","Mitt Romney",3850
"21087","47007","BLEDSOE","Mitt Romney",3022
"21094","47009","BLOUNT","Mitt Romney",35441
"21101","47011","BRADLEY","Mitt Romney",27422
"21108","47013","CAMPBELL","Mitt Romney",8604
"21115","47015","CANNON","Mitt Romney",3309
"21122","47017","CARROLL","Mitt Romney",7225
"21129","47019","CARTER","Mitt Romney",15503
"21136","47021","CHEATHAM","Mitt Romney",10268
"21143","47023","CHESTER","Mitt Romney",4684
"21150","47025","CLAIBORNE","Mitt Romney",7617
"21157","47027","CLAY","Mitt Romney",1747
"21164","47029","COCKE","Mitt Romney",8459
"21171","47031","COFFEE","Mitt Romney",13023
"21178","47033","CROCKETT","Mitt Romney",3783
"21185","47035","CUMBERLAND","Mitt Romney",18653
"21192","47037","DAVIDSON","Mitt Romney",97622
"21199","47039","DECATUR","Mitt Romney",2874
"21206","47041","DEKALB","Mitt Romney",4143
"21213","47043","DICKSON","Mitt Romney",11296
"21220","47045","DYER","Mitt Romney",9921
"21227","47047","FAYETTE","Mitt Romney",12689
"21234","47049","FENTRESS","Mitt Romney",5243
"21241","47051","FRANKLIN","Mitt Romney",10262
"21248","47053","GIBSON","Mitt Romney",12883
"21255","47055","GILES","Mitt Romney",6915
"21262","47057","GRAINGER","Mitt Romney",5470
"21269","47059","GREENE","Mitt Romney",17245
"21276","47061","GRUNDY","Mitt Romney",2516
"21283","47063","HAMBLEN","Mitt Romney",14522
"21290","47065","HAMILTON","Mitt Romney",79933
"21297","47067","HANCOCK","Mitt Romney",1527
"21304","47069","HARDEMAN","Mitt Romney",4865
"21311","47071","HARDIN","Mitt Romney",7886
"21318","47073","HAWKINS","Mitt Romney",14382
"21325","47075","HAYWOOD","Mitt Romney",2960
"21332","47077","HENDERSON","Mitt Romney",7421
"21339","47079","HENRY","Mitt Romney",8193
"21346","47081","HICKMAN","Mitt Romney",4758
"21353","47083","HOUSTON","Mitt Romney",1579
"21360","47085","HUMPHREYS","Mitt Romney",3833
"21367","47087","JACKSON","Mitt Romney",2383
"21374","47089","JEFFERSON","Mitt Romney",13038
"21381","47091","JOHNSON","Mitt Romney",4611
"21388","47093","KNOX","Mitt Romney",109707
"21395","47095","LAKE","Mitt Romney",1163
"21402","47097","LAUDERDALE","Mitt Romney",4616
"21409","47099","LAWRENCE","Mitt Romney",10770
"21416","47101","LEWIS","Mitt Romney",3117
"21423","47103","LINCOLN","Mitt Romney",9803
"21430","47105","LOUDON","Mitt Romney",16707
"21437","47111","MACON","Mitt Romney",5260
"21444","47113","MADISON","Mitt Romney",21993
"21451","47115","MARION","Mitt Romney",6272
"21458","47117","MARSHALL","Mitt Romney",6832
"21465","47119","MAURY","Mitt Romney",20708
"21472","47107","MCMINN","Mitt Romney",12967
"21479","47109","MCNAIRY","Mitt Romney",7015
"21486","47121","MEIGS","Mitt Romney",2734
"21493","47123","MONROE","Mitt Romney",11731
"21500","47125","MONTGOMERY","Mitt Romney",30245
"21507","47127","MOORE","Mitt Romney",2053
"21514","47129","MORGAN","Mitt Romney",4669
"21521","47131","OBION","Mitt Romney",8814
"21528","47133","OVERTON","Mitt Romney",4775
"21535","47135","PERRY","Mitt Romney",1578
"21542","47137","PICKETT","Mitt Romney",1712
"21549","47139","POLK","Mitt Romney",4108
"21556","47141","PUTNAM","Mitt Romney",17254
"21563","47143","RHEA","Mitt Romney",7802
"21570","47145","ROANE","Mitt Romney",14724
"21577","47147","ROBERTSON","Mitt Romney",17643
"21584","47149","RUTHERFORD","Mitt Romney",60846
"21591","47151","SCOTT","Mitt Romney",5117
"21598","47153","SEQUATCHIE","Mitt Romney",3541
"21605","47155","SEVIER","Mitt Romney",25984
"21612","47157","SHELBY","Mitt Romney",135649
"21619","47159","SMITH","Mitt Romney",4495
"21626","47161","STEWART","Mitt Romney",2963
"21633","47163","SULLIVAN","Mitt Romney",43562
"21640","47165","SUMNER","Mitt Romney",46003
"21647","47167","TIPTON","Mitt Romney",16672
"21654","47169","TROUSDALE","Mitt Romney",1612
"21661","47171","UNICOI","Mitt Romney",5032
"21668","47173","UNION","Mitt Romney",4282
"21675","47175","VAN BUREN","Mitt Romney",1386
"21682","47177","WARREN","Mitt Romney",8010
"21689","47179","WASHINGTON","Mitt Romney",32808
"21696","47181","WAYNE","Mitt Romney",4253
"21703","47183","WEAKLEY","Mitt Romney",8605
"21710","47185","WHITE","Mitt Romney",6197
"21717","47187","WILLIAMSON","Mitt Romney",69850
"21724","47189","WILSON","Mitt Romney",36109
"21732","48001","ANDERSON","Mitt Romney",12262
"21743","48003","ANDREWS","Mitt Romney",3639
"21754","48005","ANGELINA","Mitt Romney",20303
"21765","48007","ARANSAS","Mitt Romney",6830
"21776","48009","ARCHER","Mitt Romney",3600
"21787","48011","ARMSTRONG","Mitt Romney",828
"21798","48013","ATASCOSA","Mitt Romney",7461
"21809","48015","AUSTIN","Mitt Romney",9265
"21820","48017","BAILEY","Mitt Romney",1339
"21831","48019","BANDERA","Mitt Romney",7426
"21842","48021","BASTROP","Mitt Romney",14033
"21853","48023","BAYLOR","Mitt Romney",1297
"21864","48025","BEE","Mitt Romney",4356
"21875","48027","BELL","Mitt Romney",49574
"21886","48029","BEXAR","Mitt Romney",241617
"21897","48031","BLANCO","Mitt Romney",3638
"21908","48033","BORDEN","Mitt Romney",324
"21919","48035","BOSQUE","Mitt Romney",5885
"21930","48037","BOWIE","Mitt Romney",24869
"21941","48039","BRAZORIA","Mitt Romney",70862
"21952","48041","BRAZOS","Mitt Romney",37209
"21963","48043","BREWSTER","Mitt Romney",1976
"21974","48045","BRISCOE","Mitt Romney",578
"21985","48047","BROOKS","Mitt Romney",507
"21996","48049","BROWN","Mitt Romney",11895
"22007","48051","BURLESON","Mitt Romney",4671
"22018","48053","BURNET","Mitt Romney",12843
"22029","48055","CALDWELL","Mitt Romney",6021
"22040","48057","CALHOUN","Mitt Romney",4144
"22051","48059","CALLAHAN","Mitt Romney",4378
"22062","48061","CAMERON","Mitt Romney",26099
"22073","48063","CAMP","Mitt Romney",2881
"22084","48065","CARSON","Mitt Romney",2451
"22095","48067","CASS","Mitt Romney",8763
"22106","48069","CASTRO","Mitt Romney",1470
"22117","48071","CHAMBERS","Mitt Romney",11787
"22128","48073","CHEROKEE","Mitt Romney",12094
"22139","48075","CHILDRESS","Mitt Romney",1665
"22150","48077","CLAY","Mitt Romney",4266
"22161","48079","COCHRAN","Mitt Romney",649
"22172","48081","COKE","Mitt Romney",1218
"22183","48083","COLEMAN","Mitt Romney",3012
"22194","48085","COLLIN","Mitt Romney",196888
"22205","48087","COLLINGSWORTH","Mitt Romney",962
"22216","48089","COLORADO","Mitt Romney",6026
"22227","48091","COMAL","Mitt Romney",39318
"22238","48093","COMANCHE","Mitt Romney",3944
"22249","48095","CONCHO","Mitt Romney",793
"22260","48097","COOKE","Mitt Romney",11951
"22271","48099","CORYELL","Mitt Romney",11220
"22282","48101","COTTLE","Mitt Romney",555
"22293","48103","CRANE","Mitt Romney",985
"22304","48105","CROCKETT","Mitt Romney",957
"22315","48107","CROSBY","Mitt Romney",1132
"22326","48109","CULBERSON","Mitt Romney",295
"22337","48111","DALLAM","Mitt Romney",1248
"22348","48113","DALLAS","Mitt Romney",295813
"22359","48115","DAWSON","Mitt Romney",2591
