"","fips","county","candidate","votes"
"4244","13271","Telfair","BARACK OBAMA (I)D",1805
"4245","13273","Terrell","BARACK OBAMA (I)D",2544
"4246","13275","Thomas","BARACK OBAMA (I)D",7653
"4247","13277","Tift","BARACK OBAMA (I)D",4660
"4248","13279","Toombs","BARACK OBAMA (I)D",2746
"4249","13281","Towns","BARACK OBAMA (I)D",1273
"4250","13283","Treutlen","BARACK OBAMA (I)D",1074
"4251","13285","Troup","BARACK OBAMA (I)D",10547
"4252","13287","Turner","BARACK OBAMA (I)D",1510
"4253","13289","Twiggs","BARACK OBAMA (I)D",2270
"4254","13291","Union","BARACK OBAMA (I)D",2139
"4255","13293","Upson","BARACK OBAMA (I)D",3959
"4256","13295","Walker","BARACK OBAMA (I)D",5274
"4257","13297","Walton","BARACK OBAMA (I)D",8148
"4258","13299","Ware","BARACK OBAMA (I)D",3900
"4259","13301","Warren","BARACK OBAMA (I)D",1529
"4260","13303","Washington","BARACK OBAMA (I)D",4714
"4261","13305","Wayne","BARACK OBAMA (I)D",2596
"4262","13307","Webster","BARACK OBAMA (I)D",582
"4263","13309","Wheeler","BARACK OBAMA (I)D",772
"4264","13311","White","BARACK OBAMA (I)D",1671
"4265","13313","Whitfield","BARACK OBAMA (I)D",7210
"4266","13315","Wilcox","BARACK OBAMA (I)D",1060
"4267","13317","Wilkes","BARACK OBAMA (I)D",2087
"4268","13319","Wilkinson","BARACK OBAMA (I)D",2181
"4269","13321","Worth","BARACK OBAMA (I)D",2487
"4430","15003","Honolulu","Obama",204349
"4434","15001","Hawaii","Obama",47224
"4438","15009","Maui","Obama",36052
"4442","15007","Kauai","Obama",18641
"4446","","Overseas","Obama",392
"4452","19001","Adair","Barack Obama/Joe Biden",1790
"4461","19003","Adams","Barack Obama/Joe Biden",1028
"4470","19005","Allamakee","Barack Obama/Joe Biden",3553
"4479","19007","Appanoose","Barack Obama/Joe Biden",2951
"4488","19009","Audubon","Barack Obama/Joe Biden",1611
"4497","19011","Benton","Barack Obama/Joe Biden",6862
"4506","19013","Black Hawk","Barack Obama/Joe Biden",39821
"4515","19015","Boone","Barack Obama/Joe Biden",7512
"4524","19017","Bremer","Barack Obama/Joe Biden",6763
"4533","19019","Buchanan","Barack Obama/Joe Biden",5911
"4542","19021","Buena Vista","Barack Obama/Joe Biden",3700
"4551","19023","Butler","Barack Obama/Joe Biden",3329
"4560","19025","Calhoun","Barack Obama/Joe Biden",2238
"4569","19027","Carroll","Barack Obama/Joe Biden",4947
"4578","19029","Cass","Barack Obama/Joe Biden",2858
"4587","19031","Cedar","Barack Obama/Joe Biden",4972
"4596","19033","Cerro Gordo","Barack Obama/Joe Biden",13316
"4605","19035","Cherokee","Barack Obama/Joe Biden",2634
"4614","19037","Chickasaw","Barack Obama/Joe Biden",3554
"4623","19039","Clarke","Barack Obama/Joe Biden",2189
"4632","19041","Clay","Barack Obama/Joe Biden",3385
"4641","19043","Clayton","Barack Obama/Joe Biden",4806
"4650","19045","Clinton","Barack Obama/Joe Biden",15141
"4659","19047","Crawford","Barack Obama/Joe Biden",3066
"4668","19049","Dallas","Barack Obama/Joe Biden",16576
"4677","19051","Davis","Barack Obama/Joe Biden",1520
"4686","19053","Decatur","Barack Obama/Joe Biden",1791
"4695","19055","Delaware","Barack Obama/Joe Biden",4616
"4704","19057","Des Moines","Barack Obama/Joe Biden",11888
"4713","19059","Dickinson","Barack Obama/Joe Biden",4095
"4722","19061","Dubuque","Barack Obama/Joe Biden",28768
"4731","19063","Emmet","Barack Obama/Joe Biden",2099
"4740","19065","Fayette","Barack Obama/Joe Biden",5732
"4749","19067","Floyd","Barack Obama/Joe Biden",4680
"4758","19069","Franklin","Barack Obama/Joe Biden",2266
"4767","19071","Fremont","Barack Obama/Joe Biden",1637
"4776","19073","Greene","Barack Obama/Joe Biden",2375
"4785","19075","Grundy","Barack Obama/Joe Biden",2635
"4794","19077","Guthrie","Barack Obama/Joe Biden",2569
"4803","19079","Hamilton","Barack Obama/Joe Biden",3782
"4812","19081","Hancock","Barack Obama/Joe Biden",2521
"4821","19083","Hardin","Barack Obama/Joe Biden",4075
"4830","19085","Harrison","Barack Obama/Joe Biden",3136
"4839","19087","Henry","Barack Obama/Joe Biden",4460
"4848","19089","Howard","Barack Obama/Joe Biden",2768
"4857","19091","Humboldt","Barack Obama/Joe Biden",1972
"4866","19093","Ida","Barack Obama/Joe Biden",1321
"4875","19095","Iowa","Barack Obama/Joe Biden",4144
"4884","19097","Jackson","Barack Obama/Joe Biden",5907
"4893","19099","Jasper","Barack Obama/Joe Biden",10257
"4902","19101","Jefferson","Barack Obama/Joe Biden",4798
"4911","19103","Johnson","Barack Obama/Joe Biden",50666
"4920","19105","Jones","Barack Obama/Joe Biden",5534
"4929","19107","Keokuk","Barack Obama/Joe Biden",2303
"4938","19109","Kossuth","Barack Obama/Joe Biden",3850
"4947","19111","Lee","Barack Obama/Joe Biden",10714
"4956","19113","Linn","Barack Obama/Joe Biden",68581
"4965","19115","Louisa","Barack Obama/Joe Biden",2452
"4974","19117","Lucas","Barack Obama/Joe Biden",1987
"4983","19119","Lyon","Barack Obama/Joe Biden",1423
"4992","19121","Madison","Barack Obama/Joe Biden",3630
"5001","19123","Mahaska","Barack Obama/Joe Biden",4213
"5010","19125","Marion","Barack Obama/Joe Biden",7507
"5019","19127","Marshall","Barack Obama/Joe Biden",10257
"5028","19129","Mills","Barack Obama/Joe Biden",2848
"5037","19131","Mitchell","Barack Obama/Joe Biden",2831
"5046","19133","Monona","Barack Obama/Joe Biden",2101
"5055","19135","Monroe","Barack Obama/Joe Biden",1731
"5064","19137","Montgomery","Barack Obama/Joe Biden",1922
"5073","19139","Muscatine","Barack Obama/Joe Biden",11323
"5082","19141","O'Brien","Barack Obama/Joe Biden",1969
"5091","19143","Osceola","Barack Obama/Joe Biden",912
"5100","19145","Page","Barack Obama/Joe Biden",2613
"5109","19147","Palo Alto","Barack Obama/Joe Biden",2139
"5118","19149","Plymouth","Barack Obama/Joe Biden",4164
"5127","19151","Pocahontas","Barack Obama/Joe Biden",1523
"5136","19153","Polk","Barack Obama/Joe Biden",128465
"5145","19155","Pottawattamie","Barack Obama/Joe Biden",19644
"5154","19157","Poweshiek","Barack Obama/Joe Biden",5357
"5163","19159","Ringgold","Barack Obama/Joe Biden",1186
"5172","19161","Sac","Barack Obama/Joe Biden",2122
"5181","19163","Scott","Barack Obama/Joe Biden",50652
"5190","19165","Shelby","Barack Obama/Joe Biden",2469
"5199","19167","Sioux","Barack Obama/Joe Biden",2700
"5208","19169","Story","Barack Obama/Joe Biden",26192
"5217","19171","Tama","Barack Obama/Joe Biden",4768
"5226","19173","Taylor","Barack Obama/Joe Biden",1262
"5235","19175","Union","Barack Obama/Joe Biden",3043
"5244","19177","Van Buren","Barack Obama/Joe Biden",1402
"5253","19179","Wapello","Barack Obama/Joe Biden",8663
"5262","19181","Warren","Barack Obama/Joe Biden",12551
"5271","19183","Washington","Barack Obama/Joe Biden",5115
"5280","19185","Wayne","Barack Obama/Joe Biden",1251
"5289","19187","Webster","Barack Obama/Joe Biden",9537
"5298","19189","Winnebago","Barack Obama/Joe Biden",2903
"5307","19191","Winneshiek","Barack Obama/Joe Biden",6256
"5316","19193","Woodbury","Barack Obama/Joe Biden",22302
"5325","19195","Worth","Barack Obama/Joe Biden",2350
"5334","19197","Wright","Barack Obama/Joe Biden",2836
"5346","16001","Ada","Barack Obama",77137
"5352","16003","Adams","Barack Obama",577
"5358","16005","Bannock","Barack Obama",13214
"5364","16007","Bear Lake","Barack Obama",302
"5370","16009","Benewah","Barack Obama",1164
"5376","16011","Bingham","Barack Obama",3822
"5382","16013","Blaine","Barack Obama",5992
"5388","16015","Boise","Barack Obama",1053
"5394","16017","Bonner","Barack Obama",6500
"5400","16019","Bonneville","Barack Obama",9903
"5406","16021","Boundary","Barack Obama",1225
"5412","16023","Butte","Barack Obama",258
"5418","16025","Camas","Barack Obama",159
"5424","16027","Canyon","Barack Obama",19866
"5430","16029","Caribou","Barack Obama",386
"5436","16031","Cassia","Barack Obama",1098
"5442","16033","Clark","Barack Obama",66
"5448","16035","Clearwater","Barack Obama",1032
"5454","16037","Custer","Barack Obama",530
"5460","16039","Elmore","Barack Obama",2513
"5466","16041","Franklin","Barack Obama",325
"5472","16043","Fremont","Barack Obama",810
"5478","16045","Gem","Barack Obama",1957
"5484","16047","Gooding","Barack Obama",1287
"5490","16049","Idaho","Barack Obama",1708
"5496","16051","Jefferson","Barack Obama",1303
"5502","16053","Jerome","Barack Obama",1699
"5508","16055","Kootenai","Barack Obama",18851
"5514","16057","Latah","Barack Obama",8306
"5520","16059","Lemhi","Barack Obama",960
"5526","16061","Lewis","Barack Obama",396
"5532","16063","Lincoln","Barack Obama",469
"5538","16065","Madison","Barack Obama",832
"5544","16067","Minidoka","Barack Obama",1390
"5550","16069","Nez Perce","Barack Obama",6451
"5556","16071","Oneida","Barack Obama",217
"5562","16073","Owyhee","Barack Obama",833
"5568","16075","Payette","Barack Obama",2271
"5574","16077","Power","Barack Obama",982
"5580","16079","Shoshone","Barack Obama",2277
"5586","16081","Teton","Barack Obama",1926
"5592","16083","Twin Falls","Barack Obama",7541
"5598","16085","Valley","Barack Obama",2095
"5604","16087","Washington","Barack Obama",1104
"5914","17001","ADAMS","OBAMA",9648
"5915","17003","ALEXANDER","OBAMA",1965
"5916","17005","BOND","OBAMA",3020
"5917","17007","BOONE","OBAMA",9883
"5918","17009","BROWN","OBAMA",787
"5919","17011","BUREAU","OBAMA",8134
"5920","17013","CALHOUN","OBAMA",1080
"5921","17015","CARROLL","OBAMA",3665
"5922","17017","CASS","OBAMA",2053
"5923","17019","CHAMPAIGN","OBAMA",40831
"5924","17021","CHRISTIAN","OBAMA",5494
"5925","17023","CLARK","OBAMA",2591
"5926","17025","CLAY","OBAMA",1584
"5927","17027","CLINTON","OBAMA",5596
"5928","17029","COLES","OBAMA",9262
"5929","17031","COOK","OBAMA",1488537
"5930","17033","CRAWFORD","OBAMA",2858
"5931","17035","CUMBERLAND","OBAMA",1641
"5932","17037","DeKALB","OBAMA",21207
"5933","17039","DE WITT","OBAMA",2601
"5934","17041","DOUGLAS","OBAMA",2430
"5935","17043","DuPAGE","OBAMA",199460
"5936","17045","EDGAR","OBAMA",2565
"5937","17047","EDWARDS","OBAMA",754
"5938","17049","EFFINGHAM","OBAMA",3861
"5939","17051","FAYETTE","OBAMA",2853
"5940","17053","FORD","OBAMA",1656
"5941","17055","FRANKLIN","OBAMA",7254
"5942","17057","FULTON","OBAMA",8328
"5943","17059","GALLATIN","OBAMA",1029
"5944","17061","GREENE","OBAMA",2023
"5945","17063","GRUNDY","OBAMA",9451
"5946","17065","HAMILTON","OBAMA",1269
"5947","17067","HANCOCK","OBAMA",3650
"5948","17069","HARDIN","OBAMA",742
"5949","17071","HENDERSON","OBAMA",1978
"5950","17073","HENRY","OBAMA",12332
"5951","17075","IROQUOIS","OBAMA",3413
"5952","17077","JACKSON","OBAMA",13319
"5953","17079","JASPER","OBAMA",1436
"5954","17081","JEFFERSON","OBAMA",6089
"5955","17083","JERSEY","OBAMA",3667
"5956","17085","JO DAVIESS","OBAMA",5667
"5957","17087","JOHNSON","OBAMA",1572
"5958","17089","KANE","OBAMA",90332
"5959","17091","KANKAKEE","OBAMA",21595
"5960","17093","KENDALL","OBAMA",22471
"5961","17095","KNOX","OBAMA",13451
"5962","17097","LAKE","OBAMA",153757
"5963","17099","LaSALLE","OBAMA",23073
"5964","17101","LAWRENCE","OBAMA",2011
"5965","17103","LEE","OBAMA",6937
"5966","17105","LIVINGSTON","OBAMA",5020
"5967","17107","LOGAN","OBAMA",3978
"5968","17115","MACON","OBAMA",22780
"5969","17117","MACOUPIN","OBAMA",9464
"5970","17119","MADISON","OBAMA",58922
"5971","17121","MARION","OBAMA",6225
"5972","17123","MARSHALL","OBAMA",2455
"5973","17125","MASON","OBAMA",2867
"5974","17127","MASSAC","OBAMA",2092
"5975","17109","McDONOUGH","OBAMA",5967
"5976","17111","McHENRY","OBAMA",59797
"5977","17113","McLEAN","OBAMA",31883
"5978","17129","MENARD","OBAMA",2100
"5979","17131","MERCER","OBAMA",4507
"5980","17133","MONROE","OBAMA",6215
"5981","17135","MONTGOMERY","OBAMA",5058
"5982","17137","MORGAN","OBAMA",5806
"5983","17139","MOULTRIE","OBAMA",2144
"5984","17141","OGLE","OBAMA",9514
"5985","17143","PEORIA","OBAMA",40209
"5986","17145","PERRY","OBAMA",3819
"5987","17147","PIATT","OBAMA",3090
"5988","17149","PIKE","OBAMA",2278
"5989","17151","POPE","OBAMA",650
"5990","17153","PULASKI","OBAMA",1389
"5991","17155","PUTNAM","OBAMA",1559
"5992","17157","RANDOLPH","OBAMA",5759
"5993","17159","RICHLAND","OBAMA",2362
"5994","17161","ROCK ISLAND","OBAMA",39157
"5995","17165","SALINE","OBAMA",3701
"5996","17167","SANGAMON","OBAMA",42107
"5997","17169","SCHUYLER","OBAMA",1727
"5998","17171","SCOTT","OBAMA",910
"5999","17173","SHELBY","OBAMA",3342
"6000","17163","ST. CLAIR","OBAMA",67285
"6001","17175","STARK","OBAMA",1095
"6002","17177","STEPHENSON","OBAMA",10165
"6003","17179","TAZEWELL","OBAMA",24438
"6004","17181","UNION","OBAMA",3137
"6005","17183","VERMILION","OBAMA",12878
"6006","17185","WABASH","OBAMA",1590
"6007","17187","WARREN","OBAMA",4044
"6008","17189","WASHINGTON","OBAMA",2450
"6009","17191","WAYNE","OBAMA",1514
"6010","17193","WHITE","OBAMA",2188
"6011","17195","WHITESIDE","OBAMA",14833
"6012","17197","WILL","OBAMA",144229
"6013","17199","WILLIAMSON","OBAMA",10647
"6014","17201","WINNEBAGO","OBAMA",61732
"6015","17203","WOODFORD","OBAMA",5572
"7495","18001","Adams","Obama",3806
"7501","18003","Allen","Obama",60036
"7507","18005","Bartholomew","Obama",10625
"7513","18007","Benton","Obama",1159
"7519","18009","Blackford","Obama",1927
"7525","18011","Boone","Obama",8328
"7531","18013","Brown","Obama",3060
"7537","18015","Carroll","Obama",2635
"7543","18017","Cass","Obama",5371
"7549","18019","Clark","Obama",20807
"7555","18021","Clay","Obama",3460
"7561","18023","Clinton","Obama",3308
"7567","18025","Crawford","Obama",2041
"7573","18027","Daviess","Obama",2437
"7579","18029","Dearborn","Obama",6528
"7585","18031","Decatur","Obama",2941
"7591","18033","DeKalb","Obama",5419
"7597","18035","Delaware","Obama",22654
"7603","18037","Dubois","Obama",6522
"7609","18039","Elkhart","Obama",24399
"7615","18041","Fayette","Obama",3555
"7621","18043","Floyd","Obama",14812
"7627","18045","Fountain","Obama",2237
"7633","18047","Franklin","Obama",2909
"7639","18049","Fulton","Obama",2621
"7645","18051","Gibson","Obama",4928
"7651","18053","Grant","Obama",9589
"7657","18055","Greene","Obama",4350
"7663","18057","Hamilton","Obama",43796
"7669","18059","Hancock","Obama",9319
"7675","18061","Harrison","Obama",6607
"7681","18063","Hendricks","Obama",21112
"7687","18065","Henry","Obama",7613
"7693","18067","Howard","Obama",15135
"7699","18069","Huntington","Obama",4596
"7705","18071","Jackson","Obama",5838
"7711","18073","Jasper","Obama",4672
"7717","18075","Jay","Obama",3063
"7723","18077","Jefferson","Obama",5728
"7729","18079","Jennings","Obama",3821
"7735","18081","Johnson","Obama",17260
"7741","18083","Knox","Obama",5228
"7747","18085","Kosciusko","Obama",6862
"7753","18091","LaPorte","Obama",24107
"7759","18087","LaGrange","Obama",2898
"7765","18089","Lake","Obama",130897
"7771","18093","Lawrence","Obama",5779
"7777","18095","Madison","Obama",24407
"7783","18097","Marion","Obama",216336
"7789","18099","Marshall","Obama",6137
"7795","18101","Martin","Obama",1351
"7801","18103","Miami","Obama",4222
"7807","18105","Monroe","Obama",33436
"7813","18107","Montgomery","Obama",4271
"7819","18109","Morgan","Obama",7969
"7825","18111","Newton","Obama",2212
"7831","18113","Noble","Obama",5229
"7837","18115","Ohio","Obama",994
"7843","18117","Orange","Obama",2939
"7849","18119","Owen","Obama",2823
"7855","18121","Parke","Obama",2110
"7861","18123","Perry","Obama",4316
"7867","18125","Pike","Obama",2125
"7873","18127","Porter","Obama",37252
"7879","18129","Posey","Obama",4533
"7885","18131","Pulaski","Obama",1899
"7891","18133","Putnam","Obama",4507
"7897","18135","Randolph","Obama",3769
"7903","18137","Ripley","Obama",3241
"7909","18139","Rush","Obama",2221
"7915","18143","Scott","Obama",3998
"7921","18145","Shelby","Obama",5359
"7927","18147","Spencer","Obama",4026
"7933","18141","St. Joseph","Obama",56460
"7939","18149","Starke","Obama",3809
"7945","18151","Steuben","Obama",4853
"7951","18153","Sullivan","Obama",3191
"7957","18155","Switzerland","Obama",1437
"7963","18157","Tippecanoe","Obama",26711
"7969","18159","Tipton","Obama",2432
"7975","18161","Union","Obama",1018
"7981","18163","Vanderburgh","Obama",31725
"7987","18165","Vermillion","Obama",2979
"7993","18167","Vigo","Obama",19712
"7999","18169","Wabash","Obama",3973
"8005","18171","Warren","Obama",1324
"8011","18173","Warrick","Obama",8793
"8017","18175","Washington","Obama",3909
"8023","18177","Wayne","Obama",10591
"8029","18179","Wells","Obama",3436
"8035","18181","White","Obama",3637
"8041","18183","Whitley","Obama",4420
"9244","20001","ALLEN","OBAMA (DEMOCRATIC)",1869
"9252","20003","ANDERSON","OBAMA (DEMOCRATIC)",944
"9258","20005","ATCHISON","OBAMA (DEMOCRATIC)",2567
"9266","20007","BARBER","OBAMA (DEMOCRATIC)",482
"9271","20009","BARTON","OBAMA (DEMOCRATIC)",2297
"9276","20011","BOURBON","OBAMA (DEMOCRATIC)",1996
"9281","20013","BROWN","OBAMA (DEMOCRATIC)",1076
"9285","20015","BUTLER","OBAMA (DEMOCRATIC)",7282
"9296","20017","CHASE","OBAMA (DEMOCRATIC)",358
"9303","20019","CHAUTAUQUA","OBAMA (DEMOCRATIC)",280
"9307","20021","CHEROKEE","OBAMA (DEMOCRATIC)",2930
"9311","20023","CHEYENNE","OBAMA (DEMOCRATIC)",233
"9315","20025","CLARK","OBAMA (DEMOCRATIC)",174
"9319","20027","CLAY","OBAMA (DEMOCRATIC)",834
"9323","20029","CLOUD","OBAMA (DEMOCRATIC)",974
"9329","20031","COFFEY","OBAMA (DEMOCRATIC)",898
"9335","20033","COMANCHE","OBAMA (DEMOCRATIC)",143
"9339","20035","COWLEY","OBAMA (DEMOCRATIC)",4319
"9345","20037","CRAWFORD","OBAMA (DEMOCRATIC)",6826
"9353","20039","DECATUR","OBAMA (DEMOCRATIC)",266
"9357","20041","DICKINSON","OBAMA (DEMOCRATIC)",2020
"9362","20043","DONIPHAN","OBAMA (DEMOCRATIC)",902
"9366","20045","DOUGLAS","OBAMA (DEMOCRATIC)",29267
"9374","20047","EDWARDS","OBAMA (DEMOCRATIC)",298
"9378","20049","ELK","OBAMA (DEMOCRATIC)",281
"9382","20051","ELLIS","OBAMA (DEMOCRATIC)",3057
"9388","20053","ELLSWORTH","OBAMA (DEMOCRATIC)",702
"9394","20055","FINNEY","OBAMA (DEMOCRATIC)",2682
"9399","20057","FORD","OBAMA (DEMOCRATIC)",2600
"9403","20059","FRANKLIN","OBAMA (DEMOCRATIC)",3694
"9410","20061","GEARY","OBAMA (DEMOCRATIC)",3332
"9418","20063","GOVE","OBAMA (DEMOCRATIC)",176
"9422","20065","GRAHAM","OBAMA (DEMOCRATIC)",256
"9427","20067","GRANT","OBAMA (DEMOCRATIC)",456
"9433","20069","GRAY","OBAMA (DEMOCRATIC)",324
"9438","20071","GREELEY","OBAMA (DEMOCRATIC)",113
"9442","20073","GREENWOOD","OBAMA (DEMOCRATIC)",478
"9446","20075","HAMILTON","OBAMA (DEMOCRATIC)",163
"9450","20077","HARPER","OBAMA (DEMOCRATIC)",550
"9455","20079","HARVEY","OBAMA (DEMOCRATIC)",5373
"9462","20081","HASKELL","OBAMA (DEMOCRATIC)",215
"9466","20083","HODGEMAN","OBAMA (DEMOCRATIC)",179
"9470","20085","JACKSON","OBAMA (DEMOCRATIC)",1901
"9474","20087","JEFFERSON","OBAMA (DEMOCRATIC)",2977
"9481","20089","JEWELL","OBAMA (DEMOCRATIC)",229
"9485","20091","JOHNSON","OBAMA (DEMOCRATIC)",110526
"9496","20093","KEARNY","OBAMA (DEMOCRATIC)",268
"9500","20095","KINGMAN","OBAMA (DEMOCRATIC)",733
"9506","20097","KIOWA","OBAMA (DEMOCRATIC)",163
"9511","20099","LABETTE","OBAMA (DEMOCRATIC)",3117
"9519","20101","LANE","OBAMA (DEMOCRATIC)",172
"9523","20103","LEAVENWORTH","OBAMA (DEMOCRATIC)",11357
"9531","20105","LINCOLN","OBAMA (DEMOCRATIC)",289
"9535","20107","LINN","OBAMA (DEMOCRATIC)",1170
"9542","20109","LOGAN","OBAMA (DEMOCRATIC)",197
"9546","20111","LYON","OBAMA (DEMOCRATIC)",5111
"9551","20115","MARION","OBAMA (DEMOCRATIC)",1385
"9556","20117","MARSHALL","OBAMA (DEMOCRATIC)",1469
"9560","20113","MCPHERSON","OBAMA (DEMOCRATIC)",3449
"9568","20119","MEADE","OBAMA (DEMOCRATIC)",258
"9572","20121","MIAMI","OBAMA (DEMOCRATIC)",4712
"9577","20123","MITCHELL","OBAMA (DEMOCRATIC)",584
"9581","20125","MONTGOMERY","OBAMA (DEMOCRATIC)",3501
"9586","20127","MORRIS","OBAMA (DEMOCRATIC)",718
"9590","20129","MORTON","OBAMA (DEMOCRATIC)",189
"9594","20131","NEMAHA","OBAMA (DEMOCRATIC)",1000
"9599","20133","NEOSHO","OBAMA (DEMOCRATIC)",2050
"9604","20135","NESS","OBAMA (DEMOCRATIC)",218
"9608","20137","NORTON","OBAMA (DEMOCRATIC)",398
"9613","20139","OSAGE","OBAMA (DEMOCRATIC)",2268
"9617","20141","OSBORNE","OBAMA (DEMOCRATIC)",324
"9621","20143","OTTAWA","OBAMA (DEMOCRATIC)",558
"9625","20145","PAWNEE","OBAMA (DEMOCRATIC)",718
"9630","20147","PHILLIPS","OBAMA (DEMOCRATIC)",382
"9635","20149","POTTAWATOMIE","OBAMA (DEMOCRATIC)",2335
"9642","20151","PRATT","OBAMA (DEMOCRATIC)",980
"9647","20153","RAWLINS","OBAMA (DEMOCRATIC)",190
"9651","20155","RENO","OBAMA (DEMOCRATIC)",8085
"9659","20157","REPUBLIC","OBAMA (DEMOCRATIC)",477
"9663","20159","RICE","OBAMA (DEMOCRATIC)",911
"9667","20161","RILEY","OBAMA (DEMOCRATIC)",8977
"9675","20163","ROOKS","OBAMA (DEMOCRATIC)",361
"9680","20165","RUSH","OBAMA (DEMOCRATIC)",367
"9684","20167","RUSSELL","OBAMA (DEMOCRATIC)",593
"9688","20169","SALINE","OBAMA (DEMOCRATIC)",7040
"9695","20171","SCOTT","OBAMA (DEMOCRATIC)",277
"9699","20173","SEDGWICK","OBAMA (DEMOCRATIC)",71977
"9711","20175","SEWARD","OBAMA (DEMOCRATIC)",1490
"9715","20177","SHAWNEE","OBAMA (DEMOCRATIC)",36975
"9725","20179","SHERIDAN","OBAMA (DEMOCRATIC)",168
"9729","20181","SHERMAN","OBAMA (DEMOCRATIC)",577
"9735","20183","SMITH","OBAMA (DEMOCRATIC)",358
"9739","20185","STAFFORD","OBAMA (DEMOCRATIC)",404
"9745","20187","STANTON","OBAMA (DEMOCRATIC)",143
"9749","20189","STEVENS","OBAMA (DEMOCRATIC)",252
"9753","20191","SUMNER","OBAMA (DEMOCRATIC)",2658
"9759","20193","THOMAS","OBAMA (DEMOCRATIC)",598
"9763","20195","TREGO","OBAMA (DEMOCRATIC)",291
"9768","20197","WABAUNSEE","OBAMA (DEMOCRATIC)",918
"9772","20199","WALLACE","OBAMA (DEMOCRATIC)",68
"9776","20201","WASHINGTON","OBAMA (DEMOCRATIC)",524
"9780","20203","WICHITA","OBAMA (DEMOCRATIC)",157
"9784","20205","WILSON","OBAMA (DEMOCRATIC)",1636
"9788","20207","WOODSON","OBAMA (DEMOCRATIC)",380
"9794","20209","WYANDOTTE","OBAMA (DEMOCRATIC)",34302
"9806","21001","Adair","OBAMA",1660
"9822","21003","Allen","OBAMA",1808
"9838","21005","Anderson","OBAMA",3315
"9854","21007","Ballard","OBAMA",1189
"9870","21009","Barren","OBAMA",5400
"9886","21011","Bath","OBAMA",1770
"9902","21013","Bell","OBAMA",2224
"9918","21015","Boone","OBAMA",15629
"9934","21017","Bourbon","OBAMA",3075
"9950","21019","Boyd","OBAMA",7776
"9966","21021","Boyle","OBAMA",4471
"9982","21023","Bracken","OBAMA",1147
"9998","21025","Breathitt","OBAMA",1562
"10014","21027","Breckinridge","OBAMA",2825
"10030","21029","Bullitt","OBAMA",9971
"10046","21031","Butler","OBAMA",1293
"10062","21033","Caldwell","OBAMA",1852
"10078","21035","Calloway","OBAMA",5317
"10094","21037","Campbell","OBAMA",15080
"10110","21039","Carlisle","OBAMA",750
"10126","21041","Carroll","OBAMA",1629
"10142","21043","Carter","OBAMA",3383
"10158","21045","Casey","OBAMA",1086
"10174","21047","Christian","OBAMA",8252
"10190","21049","Clark","OBAMA",5228
"10206","21051","Clay","OBAMA",1111
"10222","21053","Clinton","OBAMA",752
"10238","21055","Crittenden","OBAMA",960
"10254","21057","Cumberland","OBAMA",599
"10270","21059","Daviess","OBAMA",16208
"10286","21061","Edmonson","OBAMA",1374
"10302","21063","Elliott","OBAMA",1186
"10318","21065","Estill","OBAMA",1356
"10334","21067","Fayette","OBAMA",62080
"10350","21069","Fleming","OBAMA",1911
"10366","21071","Floyd","OBAMA",4733
"10382","21073","Franklin","OBAMA",11535
"10398","21075","Fulton","OBAMA",1022
"10414","21077","Gallatin","OBAMA",1238
"10430","21079","Garrard","OBAMA",1661
"10446","21081","Grant","OBAMA",2810
"10462","21083","Graves","OBAMA",4547
"10478","21085","Grayson","OBAMA",2744
"10494","21087","Green","OBAMA",1165
"10510","21089","Greenup","OBAMA",6027
"10526","21091","Hancock","OBAMA",1833
"10542","21093","Hardin","OBAMA",15214
"10558","21095","Harlan","OBAMA",1830
"10574","21097","Harrison","OBAMA",2471
"10590","21099","Hart","OBAMA",2283
"10606","21101","Henderson","OBAMA",8091
"10622","21103","Henry","OBAMA",2530
"10638","21105","Hickman","OBAMA",686
"10654","21107","Hopkins","OBAMA",5789
"10670","21109","Jackson","OBAMA",612
"10686","21111","Jefferson","OBAMA",186181
"10702","21113","Jessamine","OBAMA",6001
"10718","21115","Johnson","OBAMA",1723
"10734","21117","Kenton","OBAMA",24920
"10750","21119","Knott","OBAMA",1420
"10766","21121","Knox","OBAMA",2484
"10782","21123","Larue","OBAMA",1733
"10798","21125","Laurel","OBAMA",3905
"10814","21127","Lawrence","OBAMA",1520
"10830","21129","Lee","OBAMA",595
"10846","21131","Leslie","OBAMA",433
"10862","21133","Letcher","OBAMA",1702
"10878","21135","Lewis","OBAMA",1342
"10894","21137","Lincoln","OBAMA",2582
"10910","21139","Livingston","OBAMA",1346
"10926","21141","Logan","OBAMA",3469
"10942","21143","Lyon","OBAMA",1373
"10958","21151","Madison","OBAMA",11512
"10974","21153","Magoffin","OBAMA",1433
"10990","21155","Marion","OBAMA",3418
"11006","21157","Marshall","OBAMA",5022
"11022","21159","Martin","OBAMA",574
"11038","21161","Mason","OBAMA",2592
"11054","21145","McCracken","OBAMA",10062
"11070","21147","McCreary","OBAMA",1069
"11086","21149","McLean","OBAMA",1432
"11102","21163","Meade","OBAMA",4122
"11118","21165","Menifee","OBAMA",1048
"11134","21167","Mercer","OBAMA",2966
"11150","21169","Metcalfe","OBAMA",1425
"11166","21171","Monroe","OBAMA",936
"11182","21173","Montgomery","OBAMA",3701
"11198","21175","Morgan","OBAMA",1369
"11214","21177","Muhlenberg","OBAMA",4771
