"","fips","cand","st","votes","total_votes","pct","lead"
"3882","44005","Donald Trump","RI",14975,39813,0.37613342375606,"Hillary Clinton"
"3886","39007","Donald Trump","OH",22755,39809,0.571604411062825,"Donald Trump"
"3891","18167","Donald Trump","IN",21924,39569,0.554070105385529,"Donald Trump"
"3894","48397","Donald Trump","TX",28396,39529,0.718358673379038,"Donald Trump"
"3898","37155","Donald Trump","NC",20294,39454,0.514371166421656,"Donald Trump"
"3901","37109","Donald Trump","NC",28653,39449,0.726330198484119,"Donald Trump"
"3904","1083","Donald Trump","AL",28824,39400,0.731573604060914,"Donald Trump"
"3908","13015","Donald Trump","GA",29879,39263,0.760996357894201,"Donald Trump"
"3912","37037","Donald Trump","NC",17012,39080,0.435312180143296,"Hillary Clinton"
"3915","45075","Donald Trump","SC",11909,38824,0.30674325159695,"Hillary Clinton"
"3921","1077","Donald Trump","AL",27735,38813,0.71458016643908,"Donald Trump"
"3925","24045","Donald Trump","MD",20832,38722,0.53798874025102,"Donald Trump"
"3929","45057","Donald Trump","SC",23598,38717,0.609499702972854,"Donald Trump"
"3936","47011","Donald Trump","TN",29761,38392,0.77518753907064,"Donald Trump"
"3943","36101","Donald Trump","NY",25091,38373,0.65387121152894,"Donald Trump"
"3948","55097","Donald Trump","WI",17310,38123,0.454056606248197,"Hillary Clinton"
"3954","53015","Donald Trump","WA",20216,38119,0.530339200923424,"Donald Trump"
"3961","48451","Donald Trump","TX",27376,38104,0.718454755406257,"Donald Trump"
"3966","25011","Donald Trump","MA",10327,37987,0.271856161318346,"Hillary Clinton"
"3969","1115","Donald Trump","AL",31579,37937,0.832406357909165,"Donald Trump"
"3973","48485","Donald Trump","TX",27609,37913,0.72821987181178,"Donald Trump"
"3977","47113","Donald Trump","TN",21321,37764,0.564585319351764,"Donald Trump"
"3985","36109","Donald Trump","NY",9647,37747,0.255569979071184,"Hillary Clinton"
"3988","42063","Donald Trump","PA",24920,37728,0.660517387616624,"Donald Trump"
"3993","55141","Donald Trump","WI",21502,37712,0.570163343232923,"Donald Trump"
"4000","37023","Donald Trump","NC",25741,37638,0.683909878314469,"Donald Trump"
"4003","19049","Donald Trump","IA",19288,37617,0.512746896350055,"Donald Trump"
"4014","37195","Donald Trump","NC",17410,37593,0.463118133695103,"Hillary Clinton"
"4017","13247","Donald Trump","GA",13463,37589,0.358163292452579,"Hillary Clinton"
"4020","8014","Donald Trump","CO",14272,37342,0.382196989984468,"Hillary Clinton"
"4041","21151","Donald Trump","KY",23431,37336,0.627571244911078,"Donald Trump"
"4047","1043","Donald Trump","AL",32734,37278,0.878105048554107,"Donald Trump"
"4051","29051","Donald Trump","MO",24610,37261,0.660476101017149,"Donald Trump"
"4056","18043","Donald Trump","IN",21427,37225,0.575607790463398,"Donald Trump"
"4059","51061","Donald Trump","VA",22110,37124,0.595571597888159,"Donald Trump"
"4064","41053","Donald Trump","OR",18333,37030,0.495085066162571,"Donald Trump"
"4068","37031","Donald Trump","NC",26228,36919,0.710420108887023,"Donald Trump"
"4071","1051","Donald Trump","AL",27619,36905,0.748380978187237,"Donald Trump"
"4075","29031","Donald Trump","MO",26939,36875,0.730549152542373,"Donald Trump"
"4080","13185","Donald Trump","GA",21308,36813,0.578817265639855,"Donald Trump"
"4083","18067","Donald Trump","IN",23675,36754,0.644147575774065,"Donald Trump"
"4086","39043","Donald Trump","OH",19301,36730,0.525483256193847,"Donald Trump"
"4091","51015","Donald Trump","VA",26152,36661,0.713346608112163,"Donald Trump"
"4096","36117","Donald Trump","NY",21935,36598,0.599349691239959,"Donald Trump"
"4100","51165","Donald Trump","VA",25269,36536,0.691619224874097,"Donald Trump"
"4105","48135","Donald Trump","TX",24976,36373,0.686663184230061,"Donald Trump"
"4109","39119","Donald Trump","OH",23588,36217,0.651296352541624,"Donald Trump"
"4114","47155","Donald Trump","TN",28610,36180,0.790768380320619,"Donald Trump"
"4121","21029","Donald Trump","KY",26210,36054,0.726965107893715,"Donald Trump"
"4127","18059","Donald Trump","IN",25050,36027,0.695311849446249,"Donald Trump"
"4130","37027","Donald Trump","NC",26499,35747,0.741292975634319,"Donald Trump"
"4133","54061","Donald Trump","WV",18278,35733,0.511515965634008,"Donald Trump"
"4138","42111","Donald Trump","PA",27347,35730,0.76537923313742,"Donald Trump"
"4144","53057","Donald Trump","WA",15541,35727,0.434993142441291,"Hillary Clinton"
"4150","27035","Donald Trump","MN",22287,35568,0.626602564102564,"Donald Trump"
"4159","29021","Donald Trump","MO",21315,35563,0.599358884233614,"Donald Trump"
"4164","42039","Donald Trump","PA",23912,35563,0.672384219554031,"Donald Trump"
"4169","4017","Donald Trump","AZ",18165,35409,0.513005168177582,"Donald Trump"
"4173","5031","Donald Trump","AR",22798,35404,0.643938538018303,"Donald Trump"
"4181","51680","Donald Trump","VA",17979,35349,0.508614105066621,"Donald Trump"
"4186","54107","Donald Trump","WV",25168,35256,0.713864306784661,"Donald Trump"
"4191","39063","Donald Trump","OH",23777,35216,0.675176056338028,"Donald Trump"
"4196","36089","Donald Trump","NY",18450,35154,0.524833589349718,"Donald Trump"
"4200","47119","Donald Trump","TN",23781,35068,0.678139614463328,"Donald Trump"
"4207","42097","Donald Trump","PA",24418,34971,0.698235680992823,"Donald Trump"
"4212","1095","Donald Trump","AL",29217,34965,0.835607035607036,"Donald Trump"
"4216","23003","Donald Trump","ME",19419,34963,0.555415725195206,"Donald Trump"
"4220","33001","Donald Trump","NH",19315,34497,0.559903759747224,"Donald Trump"
"4225","48037","Donald Trump","TX",24913,34470,0.72274441543371,"Donald Trump"
"4229","48373","Donald Trump","TX",26587,34444,0.771890605040065,"Donald Trump"
"4233","6039","Donald Trump","CA",19221,34263,0.560984152000701,"Donald Trump"
"4238","36045","Donald Trump","NY",19947,34263,0.582173189738202,"Donald Trump"
"4242","13115","Donald Trump","GA",24045,34250,0.702043795620438,"Donald Trump"
"4245","51199","Donald Trump","VA",18823,34062,0.552609946568023,"Donald Trump"
"4250","26155","Donald Trump","MI",19232,34044,0.564915991070379,"Donald Trump"
"4256","13127","Donald Trump","GA",21482,34041,0.631062542228489,"Donald Trump"
"4260","13095","Donald Trump","GA",10227,33925,0.301459100957996,"Hillary Clinton"
"4262","30013","Donald Trump","MT",19343,33923,0.570203107036524,"Donald Trump"
"4268","55111","Donald Trump","WI",15871,33848,0.46889033325455,"Hillary Clinton"
"4274","30049","Donald Trump","MT",16665,33800,0.493047337278107,"Donald Trump"
"4280","6023","Donald Trump","CA",10883,33636,0.323552146509692,"Hillary Clinton"
"4284","12131","Donald Trump","FL",25695,33559,0.765666438213296,"Donald Trump"
"4290","45073","Donald Trump","SC",24096,33530,0.718640023859231,"Donald Trump"
"4297","16005","Donald Trump","ID",17180,33405,0.514294267325251,"Donald Trump"
"4306","6057","Donald Trump","CA",14686,33258,0.44157796620362,"Hillary Clinton"
"4310","27013","Donald Trump","MN",15667,33256,0.471102958864566,"Donald Trump"
"4319","1121","Donald Trump","AL",20596,33218,0.620025287494732,"Donald Trump"
"4323","26159","Donald Trump","MI",17890,33213,0.538644506669075,"Donald Trump"
"4329","36015","Donald Trump","NY",19025,33195,0.573128483205302,"Donald Trump"
"4334","26103","Donald Trump","MI",14646,32897,0.445207769705444,"Hillary Clinton"
"4339","21185","Donald Trump","KY",20469,32853,0.623048123459045,"Donald Trump"
"4345","54011","Donald Trump","WV",19648,32701,0.6008378948656,"Donald Trump"
"4350","42033","Donald Trump","PA",23909,32692,0.731341000856479,"Donald Trump"
"4355","12107","Donald Trump","FL",21873,32652,0.669882396177876,"Donald Trump"
"4361","40031","Donald Trump","OK",19153,32504,0.589250553777997,"Donald Trump"
"4364","56025","Donald Trump","WY",23523,32493,0.723940541039608,"Donald Trump"
"4370","22045","Donald Trump","LA",20903,32454,0.644080852899488,"Donald Trump"
"4383","18005","Donald Trump","IN",20637,32389,0.637160764457069,"Donald Trump"
"4386","27111","Donald Trump","MN",20939,32284,0.64858753562136,"Donald Trump"
"4395","27131","Donald Trump","MN",15429,32217,0.478908650712357,"Donald Trump"
"4404","18011","Donald Trump","IN",19654,32061,0.613018932659618,"Donald Trump"
"4408","23009","Donald Trump","ME",13682,31983,0.427789763311759,"Hillary Clinton"
"4411","28081","Donald Trump","MS",21695,31974,0.678520047538625,"Donald Trump"
"4418","18085","Donald Trump","IN",23909,31907,0.749334001943147,"Donald Trump"
"4421","16083","Donald Trump","ID",21063,31893,0.660427052958329,"Donald Trump"
"4429","17001","Donald Trump","IL",22732,31770,0.715517784073025,"Donald Trump"
"4433","48361","Donald Trump","TX",25385,31761,0.799250653316961,"Donald Trump"
"4437","51143","Donald Trump","VA",21742,31687,0.686148893868148,"Donald Trump"
"4442","37171","Donald Trump","NC",23495,31663,0.742033288064934,"Donald Trump"
"4446","6055","Donald Trump","CA",9335,31534,0.296029682247733,"Hillary Clinton"
"4450","45043","Donald Trump","SC",17334,31519,0.549953996002411,"Donald Trump"
"4457","55017","Donald Trump","WI",17912,31471,0.569158908201201,"Donald Trump"
"4464","17199","Donald Trump","IL",21503,31422,0.684329450703329,"Donald Trump"
"4468","36051","Donald Trump","NY",19211,31363,0.612537065969454,"Donald Trump"
"4472","39081","Donald Trump","OH",20668,31346,0.659350475339756,"Donald Trump"
"4477","21145","Donald Trump","KY",20774,31294,0.663833322681664,"Donald Trump"
"4483","40145","Donald Trump","OK",22967,31246,0.735038084874864,"Donald Trump"
"4486","48231","Donald Trump","TX",23866,31185,0.765303831970499,"Donald Trump"
"4490","18109","Donald Trump","IN",23671,31180,0.759172546504169,"Donald Trump"
"4493","23017","Donald Trump","ME",16214,31094,0.521451083810381,"Donald Trump"
"4497","48469","Donald Trump","TX",21253,31032,0.684873678783191,"Donald Trump"
"4501","37193","Donald Trump","NC",23613,30844,0.76556218389314,"Donald Trump"
"4505","8067","Donald Trump","CO",12471,30722,0.405930603476336,"Hillary Clinton"
"4526","39013","Donald Trump","OH",20729,30537,0.678815862723909,"Donald Trump"
"4531","42005","Donald Trump","PA",22676,30446,0.74479406161729,"Donald Trump"
"4536","13313","Donald Trump","GA",21514,30362,0.708583097292668,"Donald Trump"
"4539","26015","Donald Trump","MI",19197,30265,0.6342970427887,"Donald Trump"
"4545","41011","Donald Trump","OR",17699,30181,0.586428547761837,"Donald Trump"
"4549","37087","Donald Trump","NC",18844,30156,0.624883936861653,"Donald Trump"
"4552","36011","Donald Trump","NY",16194,30124,0.537578010888328,"Donald Trump"
"4556","27025","Donald Trump","MN",18441,30009,0.614515645306408,"Donald Trump"
"4565","37069","Donald Trump","NC",16320,29902,0.545782890776537,"Donald Trump"
"4568","48005","Donald Trump","TX",21666,29870,0.725343153665886,"Donald Trump"
"4572","48213","Donald Trump","TX",23574,29855,0.78961647965165,"Donald Trump"
"4576","17183","Donald Trump","IL",18582,29799,0.623577972415182,"Donald Trump"
"4580","37161","Donald Trump","NC",21694,29764,0.728867087757022,"Donald Trump"
"4583","47001","Donald Trump","TN",19201,29723,0.645998048649194,"Donald Trump"
"4590","38035","Donald Trump","ND",16325,29711,0.549459796035139,"Donald Trump"
"4596","20103","Donald Trump","KS",17387,29676,0.585894325380779,"Donald Trump"
"4600","45031","Donald Trump","SC",14973,29636,0.505230125523013,"Donald Trump"
"4607","39145","Donald Trump","OH",19742,29618,0.666554122493079,"Donald Trump"
"4612","18173","Donald Trump","IN",19133,29609,0.646188658853727,"Donald Trump"
"4615","37167","Donald Trump","NC",21788,29451,0.739805099996604,"Donald Trump"
"4618","54081","Donald Trump","WV",21835,29311,0.744942171880864,"Donald Trump"
"4623","55021","Donald Trump","WI",14160,29287,0.48349096868918,"Donald Trump"
"4630","1127","Donald Trump","AL",24208,29243,0.827822042882057,"Donald Trump"
"4634","41035","Donald Trump","OR",20170,29240,0.689808481532148,"Donald Trump"
"4638","34033","Donald Trump","NJ",16256,29220,0.556331279945243,"Donald Trump"
"4647","53009","Donald Trump","WA",13741,29202,0.470549962331347,"Donald Trump"
"4654","27027","Donald Trump","MN",13549,29108,0.465473409371994,"Donald Trump"
"4663","33003","Donald Trump","NH",14635,29083,0.503214936560877,"Donald Trump"
"4668","39167","Donald Trump","OH",19901,28992,0.686430739514349,"Donald Trump"
"4673","28075","Donald Trump","MS",17574,28967,0.606690371802396,"Donald Trump"
"4680","36009","Donald Trump","NY",18668,28961,0.644591001691931,"Donald Trump"
"4684","39141","Donald Trump","OH",17833,28955,0.615886720773614,"Donald Trump"
"4689","45055","Donald Trump","SC",17464,28875,0.604813852813853,"Donald Trump"
"4696","13013","Donald Trump","GA",21105,28828,0.732100735396143,"Donald Trump"
"4699","40037","Donald Trump","OK",21539,28786,0.748245674980893,"Donald Trump"
"4703","37189","Donald Trump","NC",13521,28769,0.469985053356043,"Hillary Clinton"
"4705","42025","Donald Trump","PA",18714,28721,0.651578984018662,"Donald Trump"
"4710","12023","Donald Trump","FL",20359,28696,0.709471703373292,"Donald Trump"
"4717","50023","Donald Trump","VT",7993,28654,0.278948837858589,"Hillary Clinton"
"4722","45047","Donald Trump","SC",16881,28600,0.590244755244755,"Donald Trump"
"4730","36019","Donald Trump","NY",13181,28378,0.464479526393685,"Hillary Clinton"
"4733","48375","Donald Trump","TX",19499,28330,0.688280974232263,"Donald Trump"
"4737","28067","Donald Trump","MS",20076,28250,0.710654867256637,"Donald Trump"
"4744","48021","Donald Trump","TX",16314,28250,0.577486725663717,"Donald Trump"
"4748","21199","Donald Trump","KY",22900,28034,0.816865235071699,"Donald Trump"
"4754","5145","Donald Trump","AR",21038,27945,0.752835927715155,"Donald Trump"
"4763","39009","Donald Trump","OH",10816,27941,0.387101392219319,"Hillary Clinton"
"4767","32005","Donald Trump","NV",17406,27871,0.624520110509131,"Donald Trump"
"4773","54033","Donald Trump","WV",18687,27868,0.670554040476532,"Donald Trump"
"4779","50027","Donald Trump","VT",8604,27832,0.309140557631503,"Hillary Clinton"
"4784","24001","Donald Trump","MD",20025,27804,0.72022011221407,"Donald Trump"
"4788","39083","Donald Trump","OH",18563,27768,0.668503313166235,"Donald Trump"
"4793","40119","Donald Trump","OK",16644,27749,0.599805398392735,"Donald Trump"
"4797","50021","Donald Trump","VT",12471,27660,0.450867678958785,"Hillary Clinton"
"4802","36113","Donald Trump","NY",14284,27568,0.518136970400464,"Donald Trump"
"4806","35061","Donald Trump","NM",13175,27509,0.478934166999891,"Donald Trump"
"4814","39143","Donald Trump","OH",16045,27491,0.583645556727656,"Donald Trump"
"4819","36053","Donald Trump","NY",14901,27392,0.543990946261682,"Donald Trump"
"4823","22001","Donald Trump","LA",21159,27386,0.77262104725042,"Donald Trump"
"4836","28035","Donald Trump","MS",15149,27284,0.555233836680839,"Donald Trump"
"4844","36021","Donald Trump","NY",12756,27255,0.468024215740231,"Hillary Clinton"
"4847","51031","Donald Trump","VA",19442,27218,0.71430670879565,"Donald Trump"
"4852","53025","Donald Trump","WA",17813,27144,0.656240789861479,"Donald Trump"
"4859","42037","Donald Trump","PA",17387,27127,0.640948132856564,"Donald Trump"
"4864","53045","Donald Trump","WA",13256,27124,0.488718478100575,"Donald Trump"
"4871","37141","Donald Trump","NC",17317,27072,0.639664598108747,"Donald Trump"
"4874","13157","Donald Trump","GA",21754,27057,0.804006356950142,"Donald Trump"
"4877","20015","Donald Trump","KS",18781,27051,0.694281172599904,"Donald Trump"
"4881","47147","Donald Trump","TN",19393,27042,0.717143702388877,"Donald Trump"
"4888","5085","Donald Trump","AR",19902,27007,0.736920057762802,"Donald Trump"
"4896","47141","Donald Trump","TN",18981,26958,0.704095259292232,"Donald Trump"
"4903","37077","Donald Trump","NC",13500,26920,0.50148588410104,"Donald Trump"
"4906","19181","Donald Trump","IA",14773,26916,0.548855699212364,"Donald Trump"
"4916","38101","Donald Trump","ND",18601,26861,0.692490972041249,"Donald Trump"
"4922","51067","Donald Trump","VA",18560,26805,0.692408132811043,"Donald Trump"
"4927","26117","Donald Trump","MI",16907,26556,0.636654616659135,"Donald Trump"
"4933","39159","Donald Trump","OH",17601,26533,0.663362605057852,"Donald Trump"
"4938","13047","Donald Trump","GA",20860,26510,0.786872878159185,"Donald Trump"
"4941","36105","Donald Trump","NY",14626,26509,0.551737145874986,"Donald Trump"
"4945","29145","Donald Trump","MO",20546,26506,0.775145250132046,"Donald Trump"
"4950","49005","Donald Trump","UT",12385,26492,0.467499622527556,"Donald Trump"
"4960","45059","Donald Trump","SC",16770,26474,0.633451688449044,"Donald Trump"
"4967","55015","Donald Trump","WI",15345,26429,0.580612206288547,"Donald Trump"
"4974","26067","Donald Trump","MI",16374,26364,0.621074192080109,"Donald Trump"
"4980","48203","Donald Trump","TX",18712,26364,0.709755727507207,"Donald Trump"
"4985","15007","Donald Trump","HI",7574,26335,0.287602050503133,"Hillary Clinton"
"4989","8045","Donald Trump","CO",13071,26328,0.496467639015497,"Donald Trump"
"5011","47035","Donald Trump","TN",20410,26298,0.776104646741197,"Donald Trump"
"5018","22089","Donald Trump","LA",16620,26190,0.634593356242841,"Donald Trump"
"5031","26157","Donald Trump","MI",17421,26157,0.666016745039569,"Donald Trump"
"5037","48221","Donald Trump","TX",21367,26120,0.818032159264931,"Donald Trump"
"5041","41059","Donald Trump","OR",16775,26116,0.642326543115332,"Donald Trump"
"5045","1049","Donald Trump","AL",21779,26086,0.834892279383577,"Donald Trump"
"5049","42103","Donald Trump","PA",16035,26066,0.615169185912683,"Donald Trump"
"5054","23025","Donald Trump","ME",14998,25968,0.577556993222428,"Donald Trump"
"5058","39087","Donald Trump","OH",18240,25949,0.702917260780762,"Donald Trump"
"5063","13255","Donald Trump","GA",15636,25940,0.602775636083269,"Donald Trump"
"5066","27169","Donald Trump","MN",12122,25852,0.468899891691165,"Donald Trump"
"5076","5069","Donald Trump","AR",9231,25821,0.357499709538748,"Hillary Clinton"
"5083","13285","Donald Trump","GA",15643,25793,0.606482378940022,"Donald Trump"
"5086","22099","Donald Trump","LA",16872,25749,0.655248747524176,"Donald Trump"
"5099","51191","Donald Trump","VA",19309,25715,0.750884697647288,"Donald Trump"
"5104","39101","Donald Trump","OH",16563,25648,0.645781347473487,"Donald Trump"
"5109","37163","Donald Trump","NC",14761,25638,0.5757469381387,"Donald Trump"
"5112","18177","Donald Trump","IN",16028,25575,0.626705767350929,"Donald Trump"
"5115","24047","Donald Trump","MD",15910,25571,0.622189198701654,"Donald Trump"
"5119","27049","Donald Trump","MN",14041,25538,0.549808129062573,"Donald Trump"
"5128","37107","Donald Trump","NC",13354,25500,0.523686274509804,"Donald Trump"
"5131","55135","Donald Trump","WI",16013,25491,0.628182495782825,"Donald Trump"
"5138","40125","Donald Trump","OK",17826,25417,0.701341621749223,"Donald Trump"
"5141","42015","Donald Trump","PA",17957,25399,0.706996338438521,"Donald Trump"
"5146","1009","Donald Trump","AL",22808,25384,0.898518751969745,"Donald Trump"
"5150","26073","Donald Trump","MI",12338,25344,0.486821338383838,"Donald Trump"
"5156","22113","Donald Trump","LA",19807,25253,0.784342454361858,"Donald Trump"
"5169","18053","Donald Trump","IN",17009,25239,0.673917350132731,"Donald Trump"
"5172","46083","Donald Trump","SD",15499,25231,0.614284015694978,"Donald Trump"
"5176","17195","Donald Trump","IL",12597,25210,0.499682665608885,"Donald Trump"
"5180","28087","Donald Trump","MS",13124,25139,0.522057361072437,"Donald Trump"
"5187","41009","Donald Trump","OR",12967,25077,0.517087370897635,"Donald Trump"
"5191","32510","Donald Trump","NV",13125,25016,0.524664214902462,"Donald Trump"
"5197","39037","Donald Trump","OH",19698,25000,0.78792,"Donald Trump"
"5203","37083","Donald Trump","NC",8954,24881,0.359872995458382,"Hillary Clinton"
"5205","29113","Donald Trump","MO",18111,24857,0.728607635676067,"Donald Trump"
"5210","21125","Donald Trump","KY",20592,24824,0.829519819529488,"Donald Trump"
"5217","44001","Donald Trump","RI",8910,24725,0.360364004044489,"Hillary Clinton"
"5221","29187","Donald Trump","MO",17467,24714,0.706765396131747,"Donald Trump"
"5226","37105","Donald Trump","NC",13625,24676,0.552155940995299,"Donald Trump"
"5229","1001","Donald Trump","AL",18110,24661,0.73435789302948,"Donald Trump"
"5233","48497","Donald Trump","TX",20655,24661,0.837557276671668,"Donald Trump"
"5238","37065","Donald Trump","NC",8219,24653,0.333387417352858,"Hillary Clinton"
"5240","21195","Donald Trump","KY",19740,24650,0.800811359026369,"Donald Trump"
"5246","24035","Donald Trump","MD",16211,24633,0.658100921528031,"Donald Trump"
"5250","1033","Donald Trump","AL",16718,24626,0.678875984731585,"Donald Trump"
"5255","17077","Donald Trump","IL",10889,24509,0.44428577257334,"Hillary Clinton"
"5258","36037","Donald Trump","NY",15986,24463,0.653476679066345,"Donald Trump"
"5262","54079","Donald Trump","WV",17455,24443,0.714110379249683,"Donald Trump"
"5267","39077","Donald Trump","OH",15930,24332,0.654693407857965,"Donald Trump"
"5272","36043","Donald Trump","NY",15664,24261,0.645645274308561,"Donald Trump"
"5276","17073","Donald Trump","IL",13962,24232,0.57618025751073,"Donald Trump"
"5280","40101","Donald Trump","OK",15029,24193,0.621212747488943,"Donald Trump"
"5283","28073","Donald Trump","MS",18493,24179,0.764837255469622,"Donald Trump"
"5290","21209","Donald Trump","KY",15052,24178,0.622549425097196,"Donald Trump"
"5296","48291","Donald Trump","TX",18856,24155,0.780625129372801,"Donald Trump"
"5300","13031","Donald Trump","GA",14476,24151,0.599395470166867,"Donald Trump"
"5303","39005","Donald Trump","OH",17169,24074,0.713176040541663,"Donald Trump"
"5308","55043","Donald Trump","WI",12347,24051,0.51336742754979,"Donald Trump"
"5316","41041","Donald Trump","OR",9901,24035,0.411940919492407,"Hillary Clinton"
"5319","51089","Donald Trump","VA",15207,24029,0.632860293811644,"Donald Trump"
"5324","54037","Donald Trump","WV",13144,24007,0.54750697713167,"Donald Trump"
"5329","13295","Donald Trump","GA",18938,23939,0.791094030661264,"Donald Trump"
"5332","18029","Donald Trump","IN",18110,23910,0.757423672103722,"Donald Trump"
"5335","21073","Donald Trump","KY",11819,23860,0.495347862531433,"Donald Trump"
"5341","39129","Donald Trump","OH",16482,23814,0.692113882590073,"Donald Trump"
"5346","17141","Donald Trump","IL",14344,23798,0.602739726027397,"Donald Trump"
"5350","53027","Donald Trump","WA",11818,23783,0.496909557246773,"Donald Trump"
"5357","26149","Donald Trump","MI",14886,23765,0.626383336839891,"Donald Trump"
"5363","32019","Donald Trump","NV",16005,23762,0.673554414611565,"Donald Trump"
"5369","27061","Donald Trump","MN",12920,23650,0.54630021141649,"Donald Trump"
"5378","37013","Donald Trump","NC",14478,23599,0.613500572058138,"Donald Trump"
"5381","42009","Donald Trump","PA",19455,23504,0.827731449965963,"Donald Trump"
"5386","6031","Donald Trump","CA",13158,23497,0.559986381240158,"Donald Trump"
"5391","47059","Donald Trump","TN",18538,23491,0.789153292750415,"Donald Trump"
"5398","39147","Donald Trump","OH",14559,23481,0.620033218346748,"Donald Trump"
"5403","37047","Donald Trump","NC",14177,23472,0.603996250852079,"Donald Trump"
"5406","20155","Donald Trump","KS",15100,23448,0.643978164448993,"Donald Trump"
"5410","29213","Donald Trump","MO",18240,23399,0.779520492328732,"Donald Trump"
"5415","13103","Donald Trump","GA",17865,23395,0.763624706133789,"Donald Trump"
"5418","47167","Donald Trump","TN",16893,23372,0.722787951394831,"Donald Trump"
"5425","21113","Donald Trump","KY",15474,23306,0.663949197631511,"Donald Trump"
"5431","47105","Donald Trump","TN",17588,23304,0.754720219704772,"Donald Trump"
"5438","26027","Donald Trump","MI",14241,23272,0.611937091784118,"Donald Trump"
"5444","39149","Donald Trump","OH",18148,23110,0.785287754218953,"Donald Trump"
"5449","48265","Donald Trump","TX",17658,23090,0.764746643568644,"Donald Trump"
"5453","36077","Donald Trump","NY",12284,23024,0.533530229325921,"Donald Trump"
"5458","23013","Donald Trump","ME",9148,23021,0.397376308587811,"Hillary Clinton"
"5461","54055","Donald Trump","WV",17362,22919,0.757537414372355,"Donald Trump"
"5466","54049","Donald Trump","WV",14592,22910,0.63692710606722,"Donald Trump"
"5471","17063","Donald Trump","IL",13417,22891,0.586125551526801,"Donald Trump"
"5475","22101","Donald Trump","LA",14353,22871,0.627563289755586,"Donald Trump"
"5488","39011","Donald Trump","OH",18130,22860,0.793088363954506,"Donald Trump"
"5493","48199","Donald Trump","TX",19600,22768,0.860857343640197,"Donald Trump"
"5497","19045","Donald Trump","IA",11249,22748,0.494505011429576,"Donald Trump"
"5507","55095","Donald Trump","WI",13864,22691,0.610991141862412,"Donald Trump"
"5514","19033","Donald Trump","IA",11583,22633,0.511774842044802,"Donald Trump"
"5525","23027","Donald Trump","ME",10378,22630,0.458594785682722,"Hillary Clinton"
"5529","8037","Donald Trump","CO",8153,22611,0.360576710450666,"Hillary Clinton"
"5550","26123","Donald Trump","MI",15174,22605,0.671267418712674,"Donald Trump"
"5556","17007","Donald Trump","IL",12261,22604,0.542426119270926,"Donald Trump"
"5560","55005","Donald Trump","WI",13595,22514,0.603846495513902,"Donald Trump"
"5567","48347","Donald Trump","TX",14751,22430,0.657646009808292,"Donald Trump"
"5571","5033","Donald Trump","AR",16655,22403,0.743427219568808,"Donald Trump"
"5579","36115","Donald Trump","NY",12770,22401,0.570063836435873,"Donald Trump"
"5583","42127","Donald Trump","PA",15269,22365,0.682718533422759,"Donald Trump"
"5588","40051","Donald Trump","OK",17293,22257,0.776969043447005,"Donald Trump"
"5592","51540","Donald Trump","VA",2951,22211,0.132862095358156,"Hillary Clinton"
"5596","40147","Donald Trump","OK",15810,22208,0.711905619596542,"Donald Trump"
"5600","55031","Donald Trump","WI",9657,22185,0.435294117647059,"Hillary Clinton"
"5606","29029","Donald Trump","MO",16721,22182,0.753809395004959,"Donald Trump"
"5611","37169","Donald Trump","NC",16976,22182,0.765305202416374,"Donald Trump"
"5614","33019","Donald Trump","NH",10796,22129,0.48786660038863,"Donald Trump"
"5619","30081","Donald Trump","MT",14673,22122,0.663276376457825,"Donald Trump"
"5624","42121","Donald Trump","PA",15254,22096,0.690351194786387,"Donald Trump"
"5629","51047","Donald Trump","VA",13341,22087,0.604020464526645,"Donald Trump"
"5634","21047","Donald Trump","KY",14108,22083,0.638862473395825,"Donald Trump"
"5641","12039","Donald Trump","FL",6721,22079,0.304406902486526,"Hillary Clinton"
"5646","55033","Donald Trump","WI",11487,22029,0.521448999046711,"Donald Trump"
"5653","17095","Donald Trump","IL",10658,21964,0.485248588599527,"Donald Trump"
"5657","17117","Donald Trump","IL",14194,21881,0.648690644851698,"Donald Trump"
"5661","8043","Donald Trump","CO",15066,21880,0.688574040219378,"Donald Trump"
"5683","5115","Donald Trump","AR",15694,21770,0.720900321543408,"Donald Trump"
"5691","45021","Donald Trump","SC",15165,21754,0.697113174588581,"Donald Trump"
"5698","39123","Donald Trump","OH",12389,21742,0.569818783920523,"Donald Trump"
"5703","40047","Donald Trump","OK",15998,21692,0.737506914991702,"Donald Trump"
"5706","48467","Donald Trump","TX",18436,21689,0.850016137212412,"Donald Trump"
"5710","27067","Donald Trump","MN",12785,21648,0.590585735402809,"Donald Trump"
"5719","27041","Donald Trump","MN",13966,21623,0.645886324746797,"Donald Trump"
"5729","23023","Donald Trump","ME",9304,21596,0.430820522318948,"Hillary Clinton"
"5732","17029","Donald Trump","IL",12985,21580,0.601714550509731,"Donald Trump"
"5736","47145","Donald Trump","TN",15863,21580,0.735078776645042,"Donald Trump"
"5743","48409","Donald Trump","TX",13004,21513,0.604471714777111,"Donald Trump"
"5748","23015","Donald Trump","ME",9727,21432,0.453854050018664,"Hillary Clinton"
"5751","4007","Donald Trump","AZ",13672,21398,0.638938218525096,"Donald Trump"
"5755","37059","Donald Trump","NC",15502,21350,0.726088992974239,"Donald Trump"
"5758","31079","Donald Trump","NE",14139,21331,0.662838122919694,"Donald Trump"
