"","fips","cand","st","votes","total_votes","pct","lead"
"14499","48297","Donald Trump","TX",3450,4267,0.80853058354816,"Donald Trump"
"14503","49015","Donald Trump","UT",3402,4263,0.798029556650246,"Donald Trump"
"14513","5105","Donald Trump","AR",2979,4262,0.698967620835289,"Donald Trump"
"14521","29093","Donald Trump","MO",3173,4260,0.744835680751174,"Donald Trump"
"14527","5041","Donald Trump","AR",1915,4252,0.450376293508937,"Hillary Clinton"
"14534","40105","Donald Trump","OK",3321,4237,0.783809299032334,"Donald Trump"
"14537","48043","Donald Trump","TX",2073,4226,0.490534784666351,"Donald Trump"
"14541","27029","Donald Trump","MN",2925,4225,0.692307692307692,"Donald Trump"
"14550","28037","Donald Trump","MS",2685,4219,0.636406731452951,"Donald Trump"
"14557","19195","Donald Trump","IA",2443,4216,0.579459203036053,"Donald Trump"
"14567","13149","Donald Trump","GA",3370,4206,0.801236329053733,"Donald Trump"
"14570","48315","Donald Trump","TX",2968,4206,0.7056585829767,"Donald Trump"
"14574","48117","Donald Trump","TX",2911,4201,0.692930254701262,"Donald Trump"
"14578","16009","Donald Trump","ID",3101,4192,0.739742366412214,"Donald Trump"
"14586","48255","Donald Trump","TX",2959,4185,0.707048984468339,"Donald Trump"
"14591","13273","Donald Trump","GA",1872,4179,0.447954055994257,"Hillary Clinton"
"14593","41063","Donald Trump","OR",2825,4177,0.676322719655255,"Donald Trump"
"14598","5017","Donald Trump","AR",1716,4176,0.410919540229885,"Hillary Clinton"
"14606","28157","Donald Trump","MS",1305,4174,0.312649736463824,"Hillary Clinton"
"14612","41023","Donald Trump","OR",3187,4171,0.764085351234716,"Donald Trump"
"14617","30003","Donald Trump","MT",1833,4168,0.439779270633397,"Hillary Clinton"
"14621","48371","Donald Trump","TX",2463,4167,0.591072714182865,"Donald Trump"
"14625","28097","Donald Trump","MS",2334,4162,0.560788082652571,"Donald Trump"
"14633","48131","Donald Trump","TX",1316,4159,0.316422216879057,"Hillary Clinton"
"14636","26153","Donald Trump","MI",2556,4151,0.615755239701277,"Donald Trump"
"14642","46125","Donald Trump","SD",2937,4150,0.707710843373494,"Donald Trump"
"14646","29137","Donald Trump","MO",3159,4147,0.761755485893417,"Donald Trump"
"14651","17065","Donald Trump","IL",3205,4143,0.773594013999517,"Donald Trump"
"14656","30023","Donald Trump","MT",1736,4122,0.421154779233382,"Hillary Clinton"
"14660","13183","Donald Trump","GA",2623,4109,0.63835483085909,"Donald Trump"
"14663","21007","Donald Trump","KY",3161,4101,0.770787612777371,"Donald Trump"
"14669","48487","Donald Trump","TX",3166,4101,0.772006827603024,"Donald Trump"
"14673","13181","Donald Trump","GA",2759,4100,0.672926829268293,"Donald Trump"
"14676","37075","Donald Trump","NC",3260,4094,0.79628724963361,"Donald Trump"
"14679","53001","Donald Trump","WA",2740,4081,0.671404067630483,"Donald Trump"
"14686","49023","Donald Trump","UT",2759,4076,0.676889106967615,"Donald Trump"
"14696","16059","Donald Trump","ID",3011,4068,0.740167158308751,"Donald Trump"
"14704","26135","Donald Trump","MI",2843,4062,0.699901526341704,"Donald Trump"
"14710","31107","Donald Trump","NE",3181,4061,0.783304604777148,"Donald Trump"
"14714","13289","Donald Trump","GA",2034,4053,0.501850481125093,"Donald Trump"
"14717","40077","Donald Trump","OK",3094,4050,0.763950617283951,"Donald Trump"
"14721","51620","Donald Trump","VA",1421,4040,0.351732673267327,"Hillary Clinton"
"14725","54085","Donald Trump","WV",3376,4040,0.835643564356436,"Donald Trump"
"14730","21055","Donald Trump","KY",3290,4037,0.814961605152341,"Donald Trump"
"14736","28019","Donald Trump","MS",2763,4020,0.687313432835821,"Donald Trump"
"14743","13005","Donald Trump","GA",3356,4010,0.836907730673317,"Donald Trump"
"14746","48351","Donald Trump","TX",2961,4010,0.738403990024938,"Donald Trump"
"14750","38061","Donald Trump","ND",2551,4009,0.636318283861312,"Donald Trump"
"14756","13049","Donald Trump","GA",2950,4008,0.736027944111776,"Donald Trump"
"14759","40069","Donald Trump","OK",3081,4001,0.770057485628593,"Donald Trump"
"14762","28009","Donald Trump","MS",2240,3996,0.560560560560561,"Donald Trump"
"14769","41049","Donald Trump","OR",2698,3989,0.676359989972424,"Donald Trump"
"14773","31039","Donald Trump","NE",3095,3988,0.776078234704112,"Donald Trump"
"14777","5109","Donald Trump","AR",3150,3980,0.791457286432161,"Donald Trump"
"14786","51181","Donald Trump","VA",1785,3976,0.448943661971831,"Hillary Clinton"
"14790","8021","Donald Trump","CO",1885,3970,0.474811083123426,"Donald Trump"
"14812","20031","Donald Trump","KS",2990,3962,0.754669358909642,"Donald Trump"
"14816","29041","Donald Trump","MO",2948,3962,0.744068652195861,"Donald Trump"
"14821","21143","Donald Trump","KY",2789,3961,0.704115122443827,"Donald Trump"
"14827","20013","Donald Trump","KS",2861,3960,0.722474747474747,"Donald Trump"
"14831","21159","Donald Trump","KY",3503,3953,0.886162408297496,"Donald Trump"
"14837","29057","Donald Trump","MO",3184,3951,0.805871931156669,"Donald Trump"
"14842","31101","Donald Trump","NE",3203,3945,0.81191381495564,"Donald Trump"
"14846","40107","Donald Trump","OK",2791,3933,0.709636409865243,"Donald Trump"
"14849","16073","Donald Trump","ID",3052,3920,0.778571428571429,"Donald Trump"
"14857","18171","Donald Trump","IN",2896,3919,0.738964021434039,"Donald Trump"
"14860","31023","Donald Trump","NE",3068,3914,0.783852835973429,"Donald Trump"
"14864","48279","Donald Trump","TX",3040,3905,0.778489116517286,"Donald Trump"
"14868","29203","Donald Trump","MO",2966,3904,0.759733606557377,"Donald Trump"
"14873","46109","Donald Trump","SD",2142,3886,0.55120946989192,"Donald Trump"
"14877","48425","Donald Trump","TX",3206,3876,0.827141382868937,"Donald Trump"
"14881","30105","Donald Trump","MT",2697,3874,0.696179659266908,"Donald Trump"
"14886","38097","Donald Trump","ND",2263,3864,0.585662525879917,"Donald Trump"
"14893","28063","Donald Trump","MS",489,3859,0.126716766001555,"Hillary Clinton"
"14899","19051","Donald Trump","IA",2721,3858,0.705287713841369,"Donald Trump"
"14909","21041","Donald Trump","KY",2588,3855,0.671335927367056,"Donald Trump"
"14915","41025","Donald Trump","OR",2904,3850,0.754285714285714,"Donald Trump"
"14919","19135","Donald Trump","IA",2635,3844,0.685483870967742,"Donald Trump"
"14929","13093","Donald Trump","GA",1941,3836,0.50599582898853,"Donald Trump"
"14932","27073","Donald Trump","MN",2294,3835,0.598174706649283,"Donald Trump"
"14941","19151","Donald Trump","IA",2692,3831,0.702688593056643,"Donald Trump"
"14951","20029","Donald Trump","KS",2856,3831,0.745497259201253,"Donald Trump"
"14955","5079","Donald Trump","AR",2455,3826,0.641662310507057,"Donald Trump"
"14963","41037","Donald Trump","OR",3001,3814,0.786837965390666,"Donald Trump"
"14967","16015","Donald Trump","ID",2673,3812,0.701206715634837,"Donald Trump"
"14975","20151","Donald Trump","KS",2824,3806,0.74198633736206,"Donald Trump"
"14979","16035","Donald Trump","ID",2852,3801,0.750328860826098,"Donald Trump"
"14987","13271","Donald Trump","GA",2449,3794,0.645492883500264,"Donald Trump"
"14990","40011","Donald Trump","OK",2884,3793,0.760348009491168,"Donald Trump"
"14993","17169","Donald Trump","IL",2523,3792,0.665348101265823,"Donald Trump"
"14997","21223","Donald Trump","KY",2771,3788,0.731520591341077,"Donald Trump"
"15003","40085","Donald Trump","OK",2920,3787,0.771058885661474,"Donald Trump"
"15007","50013","Donald Trump","VT",1487,3778,0.393594494441503,"Hillary Clinton"
"15012","32033","Donald Trump","NV",2723,3773,0.721706864564007,"Donald Trump"
"15018","8055","Donald Trump","CO",1875,3772,0.497083775185578,"Donald Trump"
"15040","56011","Donald Trump","WY",3347,3771,0.88756298064174,"Donald Trump"
"15046","49037","Donald Trump","UT",2073,3770,0.549867374005305,"Donald Trump"
"15056","48399","Donald Trump","TX",3241,3765,0.860823373173971,"Donald Trump"
"15060","19001","Donald Trump","IA",2456,3759,0.653365256717212,"Donald Trump"
"15070","13043","Donald Trump","GA",2661,3757,0.708277881288262,"Donald Trump"
"15073","5101","Donald Trump","AR",2875,3753,0.76605382360778,"Donald Trump"
"15081","55091","Donald Trump","WI",2228,3746,0.594767752269087,"Donald Trump"
"15089","51036","Donald Trump","VA",1381,3745,0.368758344459279,"Hillary Clinton"
"15093","31179","Donald Trump","NE",2675,3740,0.71524064171123,"Donald Trump"
"15097","5129","Donald Trump","AR",2955,3728,0.792650214592275,"Donald Trump"
"15105","20027","Donald Trump","KS",2831,3727,0.759592165280386,"Donald Trump"
"15109","56043","Donald Trump","WY",2911,3715,0.783580080753701,"Donald Trump"
"15115","48175","Donald Trump","TX",2618,3713,0.705090223538917,"Donald Trump"
"15119","31121","Donald Trump","NE",2914,3707,0.786080388454276,"Donald Trump"
"15123","19053","Donald Trump","IA",2296,3703,0.620037807183365,"Donald Trump"
"15133","22023","Donald Trump","LA",3256,3692,0.881906825568797,"Donald Trump"
"15146","29061","Donald Trump","MO",2763,3689,0.748983464353483,"Donald Trump"
"15151","13167","Donald Trump","GA",2519,3682,0.684139054861488,"Donald Trump"
"15154","29081","Donald Trump","MO",2965,3682,0.805268875611081,"Donald Trump"
"15159","31147","Donald Trump","NE",2684,3666,0.732133115111839,"Donald Trump"
"15163","40151","Donald Trump","OK",2945,3665,0.803547066848568,"Donald Trump"
"15167","38079","Donald Trump","ND",1210,3662,0.330420535226652,"Hillary Clinton"
"15172","13155","Donald Trump","GA",2711,3659,0.740912817709757,"Donald Trump"
"15175","18007","Donald Trump","IN",2579,3654,0.705801860974275,"Donald Trump"
"15178","5011","Donald Trump","AR",2163,3652,0.592278203723987,"Donald Trump"
"15186","51159","Donald Trump","VA",2213,3651,0.606135305395782,"Donald Trump"
"15191","18155","Donald Trump","IN",2558,3639,0.702940368233031,"Donald Trump"
"15194","48083","Donald Trump","TX",3177,3635,0.874002751031637,"Donald Trump"
"15198","54095","Donald Trump","WV",2967,3621,0.819386909693455,"Donald Trump"
"15203","54075","Donald Trump","WV",2474,3619,0.683614258082343,"Donald Trump"
"15208","51097","Donald Trump","VA",2059,3615,0.569571230982019,"Donald Trump"
"15213","8063","Donald Trump","CO",2894,3613,0.800996401882092,"Donald Trump"
"15235","48193","Donald Trump","TX",3056,3609,0.84677195899141,"Donald Trump"
"15239","13109","Donald Trump","GA",2404,3602,0.66740699611327,"Donald Trump"
"15243","28053","Donald Trump","MS",924,3599,0.256737982772992,"Hillary Clinton"
"15249","13235","Donald Trump","GA",2436,3598,0.67704280155642,"Donald Trump"
"15252","19093","Donald Trump","IA",2655,3590,0.739554317548747,"Donald Trump"
"15262","31139","Donald Trump","NE",3052,3580,0.852513966480447,"Donald Trump"
"15266","31045","Donald Trump","NE",2559,3578,0.715204024594746,"Donald Trump"
"15271","45005","Donald Trump","SC",788,3578,0.220234768026831,"Hillary Clinton"
"15277","13253","Donald Trump","GA",2343,3577,0.655018171652223,"Donald Trump"
"15281","8047","Donald Trump","CO",1564,3574,0.437604924454393,"Hillary Clinton"
"15303","13141","Donald Trump","GA",841,3572,0.235442329227324,"Hillary Clinton"
"15305","20159","Donald Trump","KS",2652,3567,0.743481917577796,"Donald Trump"
"15309","35037","Donald Trump","NM",2208,3567,0.619007569386039,"Donald Trump"
"15317","46047","Donald Trump","SD",2511,3563,0.704743193937693,"Donald Trump"
"15321","48405","Donald Trump","TX",2620,3563,0.735335391523997,"Donald Trump"
"15325","46051","Donald Trump","SD",2381,3562,0.668444693992139,"Donald Trump"
"15329","48115","Donald Trump","TX",2636,3562,0.740033688938798,"Donald Trump"
"15333","13209","Donald Trump","GA",2668,3560,0.749438202247191,"Donald Trump"
"15336","19071","Donald Trump","IA",2401,3554,0.6755768148565,"Donald Trump"
"15346","21023","Donald Trump","KY",2711,3527,0.768641905301956,"Donald Trump"
"15352","19177","Donald Trump","IA",2524,3526,0.715825297787862,"Donald Trump"
"15362","31021","Donald Trump","NE",2360,3523,0.669883621913142,"Donald Trump"
"15366","30085","Donald Trump","MT",1722,3502,0.491719017704169,"Donald Trump"
"15371","40075","Donald Trump","OK",2593,3489,0.743192891946116,"Donald Trump"
"15374","26013","Donald Trump","MI",2158,3486,0.619047619047619,"Donald Trump"
"15380","20193","Donald Trump","KS",2832,3483,0.813092161929371,"Donald Trump"
"15384","20205","Donald Trump","KS",2747,3482,0.788914417001723,"Donald Trump"
"15388","49025","Donald Trump","UT",2248,3482,0.645605973578403,"Donald Trump"
"15398","17071","Donald Trump","IL",2153,3480,0.61867816091954,"Donald Trump"
"15402","55051","Donald Trump","WI",2090,3477,0.601092896174863,"Donald Trump"
"15409","5097","Donald Trump","AR",2573,3471,0.741284932296168,"Donald Trump"
"15417","54093","Donald Trump","WV",2557,3464,0.738163972286374,"Donald Trump"
"15423","28143","Donald Trump","MS",840,3463,0.242564250649726,"Hillary Clinton"
"15429","27051","Donald Trump","MN",2063,3453,0.597451491456704,"Donald Trump"
"15438","48429","Donald Trump","TX",3033,3453,0.878366637706342,"Donald Trump"
"15442","5117","Donald Trump","AR",2503,3440,0.727616279069767,"Donald Trump"
"15450","38009","Donald Trump","ND",2482,3437,0.722141402385802,"Donald Trump"
"15456","8103","Donald Trump","CO",2782,3436,0.809662398137369,"Donald Trump"
"15478","46023","Donald Trump","SD",2382,3433,0.693853772210894,"Donald Trump"
"15482","31095","Donald Trump","NE",2387,3430,0.695918367346939,"Donald Trump"
"15486","26131","Donald Trump","MI",2069,3420,0.604970760233918,"Donald Trump"
"15492","48475","Donald Trump","TX",2541,3413,0.744506299443305,"Donald Trump"
"15496","13269","Donald Trump","GA",2062,3402,0.606114050558495,"Donald Trump"
"15499","40093","Donald Trump","OK",2940,3399,0.864960282436011,"Donald Trump"
"15502","13287","Donald Trump","GA",2094,3390,0.617699115044248,"Donald Trump"
"15506","48507","Donald Trump","TX",692,3390,0.204129793510324,"Hillary Clinton"
"15509","19009","Donald Trump","IA",2135,3379,0.631843740751702,"Donald Trump"
"15519","12067","Donald Trump","FL",2795,3375,0.828148148148148,"Donald Trump"
"15525","30087","Donald Trump","MT",2211,3372,0.655693950177936,"Donald Trump"
"15530","20043","Donald Trump","KS",2601,3366,0.772727272727273,"Donald Trump"
"15534","46067","Donald Trump","SD",2517,3365,0.747994056463596,"Donald Trump"
"15539","27031","Donald Trump","MN",1156,3360,0.344047619047619,"Hillary Clinton"
"15547","6049","Donald Trump","CA",2413,3359,0.718368562072045,"Donald Trump"
"15553","28119","Donald Trump","MS",998,3353,0.297643900984193,"Hillary Clinton"
"15559","5025","Donald Trump","AR",2460,3352,0.733890214797136,"Donald Trump"
"15567","20197","Donald Trump","KS",2358,3340,0.705988023952096,"Donald Trump"
"15571","48237","Donald Trump","TX",2973,3339,0.890386343216532,"Donald Trump"
"15575","21077","Donald Trump","KY",2443,3337,0.732094695834582,"Donald Trump"
"15581","56045","Donald Trump","WY",2898,3334,0.869226154769046,"Donald Trump"
"15587","29045","Donald Trump","MO",2458,3316,0.741254523522316,"Donald Trump"
"15592","17047","Donald Trump","IL",2777,3312,0.838466183574879,"Donald Trump"
"15596","12077","Donald Trump","FL",2542,3295,0.771471927162367,"Donald Trump"
"15603","8091","Donald Trump","CO",1337,3287,0.406753878916946,"Hillary Clinton"
"15624","18161","Donald Trump","IN",2445,3286,0.744065733414486,"Donald Trump"
"15627","20095","Donald Trump","KS",2507,3281,0.76409631209997,"Donald Trump"
"15631","27167","Donald Trump","MN",2129,3279,0.649283318084782,"Donald Trump"
"15640","20003","Donald Trump","KS",2386,3277,0.728104974061642,"Donald Trump"
"15644","29205","Donald Trump","MO",2524,3252,0.776137761377614,"Donald Trump"
"15649","4011","Donald Trump","AZ",1892,3243,0.58341042244835,"Donald Trump"
"15653","5099","Donald Trump","AR",2001,3243,0.617021276595745,"Donald Trump"
"15662","13263","Donald Trump","GA",1196,3243,0.368794326241135,"Hillary Clinton"
"15664","31099","Donald Trump","NE",2519,3242,0.776989512646515,"Donald Trump"
"15668","27107","Donald Trump","MN",1699,3232,0.525680693069307,"Donald Trump"
"15678","48127","Donald Trump","TX",974,3225,0.302015503875969,"Hillary Clinton"
"15681","31003","Donald Trump","NE",2717,3220,0.843788819875776,"Donald Trump"
"15685","54071","Donald Trump","WV",2388,3212,0.74346201743462,"Donald Trump"
"15690","19143","Donald Trump","IA",2528,3197,0.790741319987488,"Donald Trump"
"15701","48389","Donald Trump","TX",1417,3184,0.445037688442211,"Hillary Clinton"
"15704","13197","Donald Trump","GA",1921,3183,0.603518693056865,"Donald Trump"
"15708","8065","Donald Trump","CO",1264,3175,0.398110236220472,"Hillary Clinton"
"15729","31037","Donald Trump","NE",2171,3172,0.684426229508197,"Donald Trump"
"15733","42113","Donald Trump","PA",2318,3168,0.731691919191919,"Donald Trump"
"15738","47083","Donald Trump","TN",2180,3165,0.688783570300158,"Donald Trump"
"15745","30099","Donald Trump","MT",2152,3155,0.682091917591125,"Donald Trump"
"15750","20167","Donald Trump","KS",2544,3148,0.808132147395172,"Donald Trump"
"15754","47169","Donald Trump","TN",2099,3142,0.668045830681095,"Donald Trump"
"15762","48505","Donald Trump","TX",1028,3134,0.328015315890236,"Hillary Clinton"
"15765","54073","Donald Trump","WV",2342,3130,0.748242811501597,"Donald Trump"
"15770","51021","Donald Trump","VA",2572,3124,0.823303457106274,"Donald Trump"
"15775","53019","Donald Trump","WA",1927,3123,0.617034902337496,"Donald Trump"
"15782","30007","Donald Trump","MT",2329,3102,0.750805931656995,"Donald Trump"
"15787","38067","Donald Trump","ND",2204,3093,0.712576786291626,"Donald Trump"
"15793","48307","Donald Trump","TX",2546,3086,0.8250162022035,"Donald Trump"
"15797","31031","Donald Trump","NE",2623,3082,0.851070733290071,"Donald Trump"
"15801","17155","Donald Trump","IL",1762,3076,0.572821846553966,"Donald Trump"
"15805","21057","Donald Trump","KY",2502,3066,0.816046966731898,"Donald Trump"
"15811","8027","Donald Trump","CO",2059,3064,0.671997389033943,"Donald Trump"
"15833","5127","Donald Trump","AR",2378,3038,0.78275181040158,"Donald Trump"
"15841","16029","Donald Trump","ID",2275,3035,0.749588138385502,"Donald Trump"
"15849","31127","Donald Trump","NE",2068,3035,0.681383855024712,"Donald Trump"
"15853","13165","Donald Trump","GA",1892,3034,0.623599208965063,"Donald Trump"
"15856","29075","Donald Trump","MO",2304,3033,0.759643916913947,"Donald Trump"
"15861","29179","Donald Trump","MO",2402,3032,0.79221635883905,"Donald Trump"
"15867","5077","Donald Trump","AR",1229,3020,0.406953642384106,"Hillary Clinton"
"15874","19173","Donald Trump","IA",2108,3003,0.701964701964702,"Donald Trump"
"15884","27081","Donald Trump","MN",1930,3002,0.64290473017988,"Donald Trump"
"15893","48357","Donald Trump","TX",2628,2981,0.881583361288158,"Donald Trump"
"15897","46009","Donald Trump","SD",2105,2974,0.707800941492939,"Donald Trump"
"15901","13315","Donald Trump","GA",2096,2973,0.705011772620249,"Donald Trump"
"15904","31035","Donald Trump","NE",2373,2973,0.798183652875883,"Donald Trump"
"15908","31093","Donald Trump","NE",2284,2958,0.772143340094659,"Donald Trump"
"15912","54015","Donald Trump","WV",2289,2958,0.773833671399594,"Donald Trump"
"15917","54101","Donald Trump","WV",2284,2955,0.772927241962775,"Donald Trump"
"15923","28021","Donald Trump","MS",414,2954,0.140148950575491,"Hillary Clinton"
"15929","46115","Donald Trump","SD",1854,2951,0.628261606235174,"Donald Trump"
"15933","48065","Donald Trump","TX",2617,2945,0.888624787775891,"Donald Trump"
"15937","48391","Donald Trump","TX",1830,2945,0.621392190152801,"Donald Trump"
"15942","22035","Donald Trump","LA",1059,2939,0.360326641714869,"Hillary Clinton"
"15954","46101","Donald Trump","SD",1729,2930,0.590102389078498,"Donald Trump"
"15958","16007","Donald Trump","ID",2203,2928,0.752390710382514,"Donald Trump"
"15966","47127","Donald Trump","TN",2325,2926,0.7946001367054,"Donald Trump"
"15973","19185","Donald Trump","IA",2069,2921,0.708319068812051,"Donald Trump"
"15983","47027","Donald Trump","TN",2140,2919,0.733127783487496,"Donald Trump"
"15990","18115","Donald Trump","IN",2118,2917,0.726088447034625,"Donald Trump"
"15994","46102","Donald Trump","SD",241,2896,0.0832182320441989,"Hillary Clinton"
"15998","13243","Donald Trump","GA",1270,2895,0.438687392055268,"Hillary Clinton"
"16000","31059","Donald Trump","NE",2100,2879,0.729419937478291,"Donald Trump"
"16004","31011","Donald Trump","NE",2299,2867,0.801883501918382,"Donald Trump"
"16008","20143","Donald Trump","KS",2261,2866,0.788904396371249,"Donald Trump"
"16012","13173","Donald Trump","GA",1984,2861,0.693463823837819,"Donald Trump"
"16015","21063","Donald Trump","KY",2000,2855,0.700525394045534,"Donald Trump"
"16021","47135","Donald Trump","TN",2167,2855,0.759019264448336,"Donald Trump"
"16028","5073","Donald Trump","AR",1750,2846,0.614898102600141,"Donald Trump"
"16036","29035","Donald Trump","MO",2323,2842,0.817382125263899,"Donald Trump"
"16041","21181","Donald Trump","KY",1957,2840,0.689084507042254,"Donald Trump"
"16047","54017","Donald Trump","WV",2347,2826,0.830502476999292,"Donald Trump"
"16052","20123","Donald Trump","KS",2216,2824,0.784702549575071,"Donald Trump"
"16056","17003","Donald Trump","IL",1496,2820,0.530496453900709,"Donald Trump"
"16060","48369","Donald Trump","TX",1911,2818,0.678140525195174,"Donald Trump"
"16064","20073","Donald Trump","KS",2146,2811,0.763429384560655,"Donald Trump"
"16068","51045","Donald Trump","VA",2139,2784,0.768318965517241,"Donald Trump"
"16073","21165","Donald Trump","KY",2010,2780,0.723021582733813,"Donald Trump"
"16079","5095","Donald Trump","AR",1400,2778,0.503959683225342,"Donald Trump"
"16087","30077","Donald Trump","MT",2017,2778,0.726061915046796,"Donald Trump"
"16092","5039","Donald Trump","AR",1507,2769,0.544239797760925,"Donald Trump"
"16100","46057","Donald Trump","SD",2051,2762,0.742577842143374,"Donald Trump"
"16104","16077","Donald Trump","ID",1666,2758,0.604060913705584,"Donald Trump"
"16112","31167","Donald Trump","NE",2173,2748,0.79075691411936,"Donald Trump"
"16116","46037","Donald Trump","SD",1627,2747,0.592282489989079,"Donald Trump"
"16120","31051","Donald Trump","NE",2041,2744,0.743804664723032,"Donald Trump"
"16124","27011","Donald Trump","MN",1607,2729,0.588860388420667,"Donald Trump"
"16133","29005","Donald Trump","MO",2059,2723,0.756151303709144,"Donald Trump"
"16138","8121","Donald Trump","CO",2284,2708,0.843426883308715,"Donald Trump"
"16161","8109","Donald Trump","CO",1109,2707,0.409678611008497,"Hillary Clinton"
"16182","17175","Donald Trump","IL",1777,2707,0.656446250461766,"Donald Trump"
"16186","40141","Donald Trump","OK",1944,2706,0.71840354767184,"Donald Trump"
"16189","50009","Donald Trump","VT",1506,2706,0.556541019955654,"Donald Trump"
"16195","30073","Donald Trump","MT",1786,2702,0.66099185788305,"Donald Trump"
"16200","13283","Donald Trump","GA",1808,2700,0.66962962962963,"Donald Trump"
"16203","17059","Donald Trump","IL",1942,2691,0.72166480862133,"Donald Trump"
"16207","36041","Donald Trump","NY",1795,2688,0.667782738095238,"Donald Trump"
"16211","38049","Donald Trump","ND",1991,2687,0.740975065128396,"Donald Trump"
"16217","19159","Donald Trump","IA",1820,2684,0.678092399403875,"Donald Trump"
"16228","48163","Donald Trump","TX",1232,2683,0.459187476705181,"Hillary Clinton"
"16231","20201","Donald Trump","KS",2136,2677,0.797908106088905,"Donald Trump"
"16235","21129","Donald Trump","KY",2151,2667,0.80652418447694,"Donald Trump"
"16241","55037","Donald Trump","WI",1897,2651,0.715579026782346,"Donald Trump"
"16248","30005","Donald Trump","MT",1259,2645,0.475992438563327,"Donald Trump"
"16253","21237","Donald Trump","KY",1804,2635,0.684629981024668,"Donald Trump"
"16259","46123","Donald Trump","SD",2069,2630,0.786692015209125,"Donald Trump"
"16263","20053","Donald Trump","KS",1933,2626,0.736100533130236,"Donald Trump"
"16267","31169","Donald Trump","NE",1993,2613,0.762724837351703,"Donald Trump"
"16271","20147","Donald Trump","KS",2200,2611,0.842589046342398,"Donald Trump"
"16275","47137","Donald Trump","TN",2019,2609,0.773859716366424,"Donald Trump"
"16282","13003","Donald Trump","GA",1873,2604,0.719278033794163,"Donald Trump"
"16285","54013","Donald Trump","WV",2023,2604,0.776881720430108,"Donald Trump"
"16290","20145","Donald Trump","KS",1872,2602,0.719446579554189,"Donald Trump"
"16294","40033","Donald Trump","OK",2054,2602,0.789392774788624,"Donald Trump"
"16297","21039","Donald Trump","KY",2094,2601,0.805074971164937,"Donald Trump"
"16304","48047","Donald Trump","TX",613,2596,0.23613251155624,"Hillary Clinton"
"16307","46087","Donald Trump","SD",1794,2587,0.693467336683417,"Donald Trump"
"16311","17171","Donald Trump","IL",1965,2583,0.760743321718931,"Donald Trump"
"16315","30015","Donald Trump","MT",1676,2581,0.649360712901976,"Donald Trump"
"16320","26095","Donald Trump","MI",1756,2576,0.68167701863354,"Donald Trump"
"16326","20127","Donald Trump","KS",1790,2568,0.697040498442368,"Donald Trump"
"16330","5147","Donald Trump","AR",1344,2566,0.523772408417771,"Donald Trump"
"16338","31161","Donald Trump","NE",2192,2565,0.85458089668616,"Donald Trump"
"16342","32029","Donald Trump","NV",1616,2558,0.631743549648163,"Donald Trump"
"16348","17013","Donald Trump","IL",1719,2556,0.672535211267606,"Donald Trump"
"16352","46077","Donald Trump","SD",1680,2551,0.658565268522148,"Donald Trump"
"16357","22107","Donald Trump","LA",1180,2543,0.464018875344082,"Hillary Clinton"
"16369","13201","Donald Trump","GA",1888,2540,0.743307086614173,"Donald Trump"
"16372","31143","Donald Trump","NE",2019,2538,0.795508274231678,"Donald Trump"
"16376","20181","Donald Trump","KS",2043,2537,0.805281828931809,"Donald Trump"
"16380","56017","Donald Trump","WY",1939,2535,0.764891518737673,"Donald Trump"
"16386","54021","Donald Trump","WV",1889,2528,0.747231012658228,"Donald Trump"
"16391","20077","Donald Trump","KS",1950,2513,0.775964982093116,"Donald Trump"
"16395","20157","Donald Trump","KS",1993,2484,0.802334943639291,"Donald Trump"
"16399","29211","Donald Trump","MO",1884,2484,0.758454106280193,"Donald Trump"
"16404","49001","Donald Trump","UT",1838,2484,0.739935587761675,"Donald Trump"
"16414","46129","Donald Trump","SD",1896,2477,0.765442067016552,"Donald Trump"
"16418","17153","Donald Trump","IL",1583,2473,0.640113222806308,"Donald Trump"
"16423","51678","Donald Trump","VA",766,2448,0.312908496732026,"Hillary Clinton"
"16427","13065","Donald Trump","GA",1724,2443,0.705689725747032,"Donald Trump"
"16431","35033","Donald Trump","NM",662,2434,0.271980279375514,"Hillary Clinton"
"16438","47175","Donald Trump","TN",1820,2417,0.752999586263964,"Donald Trump"
"16445","16037","Donald Trump","ID",1777,2413,0.736427683381683,"Donald Trump"
"16453","32015","Donald Trump","NV",1828,2413,0.757563199336925,"Donald Trump"
"16459","54105","Donald Trump","WV",1903,2410,0.789626556016597,"Donald Trump"
"16464","30065","Donald Trump","MT",1961,2409,0.814030718140307,"Donald Trump"
"16469","8073","Donald Trump","CO",1873,2402,0.779766860949209,"Donald Trump"
"16491","42053","Donald Trump","PA",1680,2398,0.700583819849875,"Donald Trump"
"16496","51530","Donald Trump","VA",1432,2395,0.597912317327766,"Donald Trump"
"16501","40029","Donald Trump","OK",1892,2393,0.790639364814041,"Donald Trump"
"16504","21075","Donald Trump","KY",1549,2382,0.650293870696893,"Donald Trump"
"16510","20163","Donald Trump","KS",1999,2378,0.840622371740959,"Donald Trump"
"16514","38021","Donald Trump","ND",1656,2372,0.69814502529511,"Donald Trump"
"16520","51580","Donald Trump","VA",1349,2369,0.569438581680034,"Donald Trump"
"16526","51595","Donald Trump","VA",792,2367,0.334600760456274,"Hillary Clinton"
"16530","27069","Donald Trump","MN",1349,2363,0.570884468895472,"Donald Trump"
