"","fips","cand","st","votes","total_votes","pct","lead"
"9233","29177","Hillary Clinton","MO",3088,10835,0.285002307337333,"Donald Trump"
"9238","47115","Hillary Clinton","TN",2829,10832,0.261170605612999,"Donald Trump"
"9245","19183","Hillary Clinton","IA",3938,10824,0.363821138211382,"Donald Trump"
"9255","39075","Hillary Clinton","OH",1766,10823,0.163171024669685,"Donald Trump"
"9260","39047","Hillary Clinton","OH",2672,10817,0.247018581861884,"Donald Trump"
"9265","54083","Hillary Clinton","WV",2724,10816,0.251849112426036,"Donald Trump"
"9270","26109","Hillary Clinton","MI",3539,10765,0.32875058058523,"Donald Trump"
"9276","12027","Hillary Clinton","FL",3761,10761,0.349502834309079,"Donald Trump"
"9282","21095","Hillary Clinton","KY",1372,10757,0.12754485451334,"Donald Trump"
"9288","55061","Hillary Clinton","WI",3623,10742,0.337274250605101,"Donald Trump"
"9295","5015","Hillary Clinton","AR",3334,10736,0.310543964232489,"Donald Trump"
"9303","18027","Hillary Clinton","IN",1800,10736,0.167660208643815,"Donald Trump"
"9306","45001","Hillary Clinton","SC",3712,10724,0.346139500186498,"Donald Trump"
"9312","16013","Hillary Clinton","ID",6416,10723,0.598340016786347,"Hillary Clinton"
"9321","37149","Hillary Clinton","NC",3715,10723,0.346451552737107,"Donald Trump"
"9323","35028","Hillary Clinton","NM",5443,10716,0.507932064203061,"Hillary Clinton"
"9332","40089","Hillary Clinton","OK",1799,10709,0.167989541507144,"Donald Trump"
"9335","47025","Hillary Clinton","TN",1831,10706,0.17102559312535,"Donald Trump"
"9342","13225","Hillary Clinton","GA",5083,10699,0.475091130012151,"Donald Trump"
"9344","35047","Hillary Clinton","NM",7249,10697,0.677666635505282,"Hillary Clinton"
"9353","40115","Hillary Clinton","OK",2584,10686,0.241811716264271,"Donald Trump"
"9356","51163","Hillary Clinton","VA",3506,10685,0.32812353766963,"Donald Trump"
"9361","16053","Hillary Clinton","ID",2117,10667,0.198462548045374,"Donald Trump"
"9369","51139","Hillary Clinton","VA",2514,10663,0.235768545437494,"Donald Trump"
"9374","20059","Hillary Clinton","KS",2829,10658,0.265434415462563,"Donald Trump"
"9378","31155","Hillary Clinton","NE",2509,10598,0.236742781656916,"Donald Trump"
"9382","26133","Hillary Clinton","MI",2705,10597,0.255260922902708,"Donald Trump"
"9388","21167","Hillary Clinton","KY",2395,10584,0.226284958427816,"Donald Trump"
"9394","31177","Hillary Clinton","NE",2606,10584,0.246220710506425,"Donald Trump"
"9398","29069","Hillary Clinton","MO",2360,10574,0.223188954038207,"Donald Trump"
"9402","51840","Hillary Clinton","VA",5161,10574,0.488083979572536,"Hillary Clinton"
"9408","21085","Hillary Clinton","KY",1959,10572,0.185300794551646,"Donald Trump"
"9414","21193","Hillary Clinton","KY",2136,10572,0.202043132803632,"Donald Trump"
"9420","22075","Hillary Clinton","LA",3347,10572,0.316590995081347,"Donald Trump"
"9433","27039","Hillary Clinton","MN",3102,10564,0.293638773191973,"Donald Trump"
"9442","40039","Hillary Clinton","OK",2102,10531,0.199601177476023,"Donald Trump"
"9445","40049","Hillary Clinton","OK",1852,10531,0.175861741525021,"Donald Trump"
"9448","27055","Hillary Clinton","MN",4145,10515,0.394198763670946,"Donald Trump"
"9457","37033","Hillary Clinton","NC",4549,10515,0.432620066571564,"Donald Trump"
"9460","1019","Hillary Clinton","AL",1524,10503,0.145101399600114,"Donald Trump"
"9464","19123","Hillary Clinton","IA",2606,10494,0.248332380407852,"Donald Trump"
"9474","27091","Hillary Clinton","MN",2733,10469,0.261056452383227,"Donald Trump"
"9483","48007","Hillary Clinton","TX",2458,10467,0.234833285564154,"Donald Trump"
"9487","18135","Hillary Clinton","IN",2446,10456,0.233932670237184,"Donald Trump"
"9490","28043","Hillary Clinton","MS",4386,10442,0.420034476153993,"Donald Trump"
"9497","28099","Hillary Clinton","MS",2668,10438,0.255604521939069,"Donald Trump"
"9504","19027","Hillary Clinton","IA",3305,10435,0.316722568279827,"Donald Trump"
"9514","48365","Hillary Clinton","TX",1835,10413,0.176222030154614,"Donald Trump"
"9518","42067","Hillary Clinton","PA",1810,10402,0.174004999038646,"Donald Trump"
"9523","21183","Hillary Clinton","KY",2080,10398,0.200038468936334,"Donald Trump"
"9529","39175","Hillary Clinton","OH",2484,10396,0.238938053097345,"Donald Trump"
"9533","37007","Hillary Clinton","NC",5785,10394,0.556571098710795,"Hillary Clinton"
"9537","1005","Hillary Clinton","AL",4848,10390,0.46660250240616,"Donald Trump"
"9540","8097","Hillary Clinton","CO",7239,10387,0.69692885337441,"Hillary Clinton"
"9563","26129","Hillary Clinton","MI",3030,10386,0.291738879260543,"Donald Trump"
"9568","41027","Hillary Clinton","OR",6359,10383,0.612443417124145,"Hillary Clinton"
"9573","48299","Hillary Clinton","TX",1825,10377,0.175869711862773,"Donald Trump"
"9577","13305","Hillary Clinton","GA",2039,10376,0.196511179645335,"Donald Trump"
"9580","20149","Hillary Clinton","KS",2191,10359,0.211506902210638,"Donald Trump"
"9583","45069","Hillary Clinton","SC",5928,10353,0.572587655751956,"Hillary Clinton"
"9591","47017","Hillary Clinton","TN",2323,10333,0.22481370366786,"Donald Trump"
"9598","36049","Hillary Clinton","NY",2828,10312,0.274243599689682,"Donald Trump"
"9602","29175","Hillary Clinton","MO",2283,10309,0.221456979338442,"Donald Trump"
"9607","48407","Hillary Clinton","TX",2034,10305,0.197379912663755,"Donald Trump"
"9611","21043","Hillary Clinton","KY",2276,10274,0.221530075919798,"Donald Trump"
"9617","1133","Hillary Clinton","AL",871,10255,0.0849341784495368,"Donald Trump"
"9621","19059","Hillary Clinton","IA",3051,10247,0.297745681662926,"Donald Trump"
"9631","8093","Hillary Clinton","CO",3351,10245,0.327086383601757,"Donald Trump"
"9653","13087","Hillary Clinton","GA",4104,10238,0.400859542879469,"Donald Trump"
"9656","26019","Hillary Clinton","MI",4108,10221,0.40191762058507,"Donald Trump"
"9662","48019","Hillary Clinton","TX",1726,10213,0.169000293743268,"Donald Trump"
"9666","19097","Hillary Clinton","IA",3837,10204,0.376029008232066,"Donald Trump"
"9676","29049","Hillary Clinton","MO",2572,10197,0.252231048347553,"Donald Trump"
"9681","1099","Hillary Clinton","AL",4310,10185,0.423171330387825,"Donald Trump"
"9685","48363","Hillary Clinton","TX",1700,10175,0.167076167076167,"Donald Trump"
"9689","47077","Hillary Clinton","TN",1796,10172,0.176563114431773,"Donald Trump"
"9696","19019","Hillary Clinton","IA",3966,10137,0.391240011837822,"Donald Trump"
"9706","29001","Hillary Clinton","MO",3495,10137,0.344776561112755,"Donald Trump"
"9711","1111","Hillary Clinton","AL",2290,10130,0.226061204343534,"Donald Trump"
"9714","37185","Hillary Clinton","NC",6668,10123,0.658698014422602,"Hillary Clinton"
"9718","54053","Hillary Clinton","WV",2069,10115,0.204547701433515,"Donald Trump"
"9723","55001","Hillary Clinton","WI",3780,10107,0.3739982190561,"Donald Trump"
"9729","37091","Hillary Clinton","NC",6886,10100,0.681782178217822,"Hillary Clinton"
"9733","55067","Hillary Clinton","WI",3260,10093,0.322996135935797,"Donald Trump"
"9740","20009","Hillary Clinton","KS",1823,10088,0.180709754163362,"Donald Trump"
"9744","13147","Hillary Clinton","GA",2583,10077,0.256326287585591,"Donald Trump"
"9746","53055","Hillary Clinton","WA",6735,10059,0.669549657023561,"Hillary Clinton"
"9754","51169","Hillary Clinton","VA",1579,10055,0.157036300348086,"Donald Trump"
"9759","6005","Hillary Clinton","CA",3420,10049,0.340332371380237,"Donald Trump"
"9764","29007","Hillary Clinton","MO",2567,10043,0.255600916060938,"Donald Trump"
"9769","22037","Hillary Clinton","LA",4235,10042,0.421728739294961,"Donald Trump"
"9782","47109","Hillary Clinton","TN",1847,10035,0.184055804683607,"Donald Trump"
"9789","19105","Hillary Clinton","IA",3779,10011,0.377484766756568,"Donald Trump"
"9798","28025","Hillary Clinton","MS",5695,9960,0.571787148594378,"Hillary Clinton"
"9806","18147","Hillary Clinton","IN",2861,9959,0.287277839140476,"Donald Trump"
"9809","41045","Hillary Clinton","OR",2213,9950,0.222412060301508,"Donald Trump"
"9813","47071","Hillary Clinton","TN",1622,9949,0.163031460448286,"Donald Trump"
"9820","38093","Hillary Clinton","ND",2484,9938,0.249949688066009,"Donald Trump"
"9826","5103","Hillary Clinton","AR",4320,9929,0.435089132843187,"Donald Trump"
"9834","29055","Hillary Clinton","MO",1824,9920,0.183870967741935,"Donald Trump"
"9839","18181","Hillary Clinton","IN",2563,9902,0.258836598666936,"Donald Trump"
"9841","28163","Hillary Clinton","MS",5221,9892,0.527800242620299,"Hillary Clinton"
"9849","28117","Hillary Clinton","MS",2067,9871,0.209401276466417,"Donald Trump"
"9856","28123","Hillary Clinton","MS",3999,9867,0.405290361812101,"Donald Trump"
"9863","29083","Hillary Clinton","MO",2356,9855,0.239066463723998,"Donald Trump"
"9868","31067","Hillary Clinton","NE",2930,9854,0.297341181246194,"Donald Trump"
"9872","28039","Hillary Clinton","MS",1013,9831,0.103041399654155,"Donald Trump"
"9879","19065","Hillary Clinton","IA",3666,9813,0.37358605930908,"Donald Trump"
"9889","37199","Hillary Clinton","NC",3181,9808,0.324327079934747,"Donald Trump"
"9892","22085","Hillary Clinton","LA",1703,9785,0.174041900868677,"Donald Trump"
"9906","49039","Hillary Clinton","UT",1026,9778,0.104929433421968,"Donald Trump"
"9915","47185","Hillary Clinton","TN",1842,9776,0.18842062193126,"Donald Trump"
"9921","37131","Hillary Clinton","NC",6113,9761,0.626267800430284,"Hillary Clinton"
"9925","13257","Hillary Clinton","GA",1835,9760,0.188012295081967,"Donald Trump"
"9928","20055","Hillary Clinton","KS",3006,9731,0.3089096701264,"Donald Trump"
"9932","21013","Hillary Clinton","KY",1720,9718,0.176991150442478,"Donald Trump"
"9938","17145","Hillary Clinton","IL",2433,9706,0.250669688852256,"Donald Trump"
"9942","8075","Hillary Clinton","CO",1843,9702,0.189960832817976,"Donald Trump"
"9964","19157","Hillary Clinton","IA",4272,9693,0.440730424017332,"Donald Trump"
"9974","53003","Hillary Clinton","WA",3118,9684,0.321974390747625,"Donald Trump"
"9981","28057","Hillary Clinton","MS",1100,9634,0.114178949553664,"Donald Trump"
"9988","46135","Hillary Clinton","SD",3301,9616,0.343282029950083,"Donald Trump"
"9992","22083","Hillary Clinton","LA",3157,9596,0.328991246352647,"Donald Trump"
"10005","29015","Hillary Clinton","MO",2024,9584,0.21118530884808,"Donald Trump"
"10010","27161","Hillary Clinton","MN",2838,9579,0.296273097400564,"Donald Trump"
"10019","21115","Hillary Clinton","KY",1250,9572,0.130589218554116,"Donald Trump"
"10024","28083","Hillary Clinton","MS",6677,9566,0.697992891490696,"Hillary Clinton"
"10032","21137","Hillary Clinton","KY",1865,9561,0.195063277899801,"Donald Trump"
"10038","21081","Hillary Clinton","KY",1910,9556,0.199874424445375,"Donald Trump"
"10044","18087","Hillary Clinton","IN",2080,9552,0.217755443886097,"Donald Trump"
"10047","54009","Hillary Clinton","WV",2549,9540,0.267190775681342,"Donald Trump"
"10052","28153","Hillary Clinton","MS",3493,9534,0.366372980910426,"Donald Trump"
"10059","18041","Hillary Clinton","IN",2252,9530,0.236306400839454,"Donald Trump"
"10062","48185","Hillary Clinton","TX",2194,9528,0.230268681780017,"Donald Trump"
"10066","17051","Hillary Clinton","IL",1814,9515,0.190646347871781,"Donald Trump"
"10070","21215","Hillary Clinton","KY",1921,9513,0.201934195311679,"Donald Trump"
"10076","51079","Hillary Clinton","VA",2923,9503,0.307587077764916,"Donald Trump"
"10081","1107","Hillary Clinton","AL",3972,9494,0.41836949652412,"Donald Trump"
"10085","20191","Hillary Clinton","KS",2039,9494,0.214767221402991,"Donald Trump"
"10088","55007","Hillary Clinton","WI",4953,9491,0.521862817405964,"Hillary Clinton"
"10095","48273","Hillary Clinton","TX",4713,9483,0.496994621955077,"Hillary Clinton"
"10100","45011","Hillary Clinton","SC",4395,9479,0.463656503850617,"Donald Trump"
"10107","13035","Hillary Clinton","GA",2566,9477,0.270760789279308,"Donald Trump"
"10110","54059","Hillary Clinton","WV",1365,9469,0.14415460977928,"Donald Trump"
"10115","29147","Hillary Clinton","MO",2529,9439,0.267930924886111,"Donald Trump"
"10120","13211","Hillary Clinton","GA",2658,9435,0.281717011128776,"Donald Trump"
"10123","13237","Hillary Clinton","GA",2745,9431,0.291061393277489,"Donald Trump"
"10126","55119","Hillary Clinton","WI",2398,9417,0.254645853244133,"Donald Trump"
"10133","39105","Hillary Clinton","OH",2157,9410,0.229224229543039,"Donald Trump"
"10137","28133","Hillary Clinton","MS",6560,9406,0.697427174144163,"Hillary Clinton"
"10145","19031","Hillary Clinton","IA",3578,9386,0.381206051566162,"Donald Trump"
"10155","54067","Hillary Clinton","WV",1821,9385,0.194033031433138,"Donald Trump"
"10159","37015","Hillary Clinton","NC",5837,9380,0.62228144989339,"Hillary Clinton"
"10163","51105","Hillary Clinton","VA",1627,9353,0.173954880786913,"Donald Trump"
"10167","13033","Hillary Clinton","GA",4730,9350,0.505882352941176,"Hillary Clinton"
"10171","40015","Hillary Clinton","OK",2418,9336,0.258997429305913,"Donald Trump"
"10174","55047","Hillary Clinton","WI",2700,9315,0.289855072463768,"Donald Trump"
"10180","8051","Hillary Clinton","CO",5068,9299,0.545004839230025,"Hillary Clinton"
"10203","19087","Hillary Clinton","IA",2897,9286,0.311975016153349,"Donald Trump"
"10213","12123","Hillary Clinton","FL",2149,9279,0.231598232568165,"Donald Trump"
"10219","29221","Hillary Clinton","MO",1926,9279,0.207565470417071,"Donald Trump"
"10224","30053","Hillary Clinton","MT",2040,9272,0.220017256255393,"Donald Trump"
"10229","13189","Hillary Clinton","GA",3699,9268,0.399115235217954,"Donald Trump"
"10232","22003","Hillary Clinton","LA",2106,9245,0.227798810167658,"Donald Trump"
"10245","29195","Hillary Clinton","MO",2787,9245,0.301460248783126,"Donald Trump"
"10250","47069","Hillary Clinton","TN",4174,9242,0.45163384548799,"Donald Trump"
"10257","18149","Hillary Clinton","IN",2489,9226,0.269781053544331,"Donald Trump"
"10260","51027","Hillary Clinton","VA",1721,9220,0.186659436008677,"Donald Trump"
"10265","55053","Hillary Clinton","WI",3821,9202,0.415235818300369,"Donald Trump"
"10272","13131","Hillary Clinton","GA",3005,9187,0.327092630891477,"Donald Trump"
"10275","27001","Hillary Clinton","MN",3134,9185,0.341208492106696,"Donald Trump"
"10284","13199","Hillary Clinton","GA",3800,9181,0.41389826816251,"Donald Trump"
"10287","54097","Hillary Clinton","WV",1763,9180,0.192047930283224,"Donald Trump"
"10292","48449","Hillary Clinton","TX",2538,9176,0.276591107236269,"Donald Trump"
"10296","24029","Hillary Clinton","MD",4178,9166,0.455814968361335,"Donald Trump"
"10300","19055","Hillary Clinton","IA",2956,9165,0.32253136933988,"Donald Trump"
"10310","22041","Hillary Clinton","LA",2506,9162,0.273521065269592,"Donald Trump"
"10323","23021","Hillary Clinton","ME",3098,9144,0.338801399825022,"Donald Trump"
"10327","28139","Hillary Clinton","MS",1808,9143,0.197746910204528,"Donald Trump"
"10334","29003","Hillary Clinton","MO",2045,9140,0.223741794310722,"Donald Trump"
"10339","21133","Hillary Clinton","KY",1542,9134,0.168819794175608,"Donald Trump"
"10345","51820","Hillary Clinton","VA",3762,9114,0.412771560236998,"Donald Trump"
"10349","51147","Hillary Clinton","VA",4590,9113,0.503676067156809,"Hillary Clinton"
"10355","13279","Hillary Clinton","GA",2338,9108,0.256697408871322,"Donald Trump"
"10358","19043","Hillary Clinton","IA",3236,9098,0.355682567597274,"Donald Trump"
"10368","6035","Hillary Clinton","CA",2026,9089,0.22290681043019,"Donald Trump"
"10373","51101","Hillary Clinton","VA",2752,9088,0.302816901408451,"Donald Trump"
"10378","5071","Hillary Clinton","AR",2421,9086,0.266453885097953,"Donald Trump"
"10386","30067","Hillary Clinton","MT",3521,9086,0.387519260400616,"Donald Trump"
"10391","48419","Hillary Clinton","TX",1757,9072,0.193672839506173,"Donald Trump"
"10395","18143","Hillary Clinton","IN",2642,9060,0.291611479028698,"Donald Trump"
"10398","55129","Hillary Clinton","WI",3283,9059,0.362402031129264,"Donald Trump"
"10405","36123","Hillary Clinton","NY",3219,8975,0.35866295264624,"Donald Trump"
"10408","51670","Hillary Clinton","VA",4722,8968,0.526538804638715,"Hillary Clinton"
"10414","48463","Hillary Clinton","TX",3863,8936,0.432296329453894,"Donald Trump"
"10418","26079","Hillary Clinton","MI",2279,8920,0.255493273542601,"Donald Trump"
"10423","28027","Hillary Clinton","MS",6378,8912,0.715664272890485,"Hillary Clinton"
"10431","17147","Hillary Clinton","IL",2633,8899,0.295875941116979,"Donald Trump"
"10435","35027","Hillary Clinton","NM",2329,8892,0.261920827710301,"Donald Trump"
"10443","5027","Hillary Clinton","AR",3140,8887,0.353325081579836,"Donald Trump"
"10451","41031","Hillary Clinton","OR",2892,8874,0.325895875591616,"Donald Trump"
"10455","51175","Hillary Clinton","VA",3595,8872,0.405207394048692,"Donald Trump"
"10460","53049","Hillary Clinton","WA",3900,8872,0.439585211902615,"Donald Trump"
"10467","22029","Hillary Clinton","LA",3272,8869,0.368925470740783,"Donald Trump"
"10480","21205","Hillary Clinton","KY",3295,8842,0.372653245871975,"Donald Trump"
"10486","39125","Hillary Clinton","OH",2068,8842,0.233883736711151,"Donald Trump"
"10491","13133","Hillary Clinton","GA",3194,8831,0.361680443890839,"Donald Trump"
"10494","6063","Hillary Clinton","CA",3224,8830,0.365118912797282,"Donald Trump"
"10499","22043","Hillary Clinton","LA",1181,8819,0.133915409910421,"Donald Trump"
"10512","29141","Hillary Clinton","MO",1768,8815,0.200567214974475,"Donald Trump"
"10517","48189","Hillary Clinton","TX",2090,8802,0.237446034992047,"Donald Trump"
"10521","21017","Hillary Clinton","KY",2791,8795,0.317339397384878,"Donald Trump"
"10526","45049","Hillary Clinton","SC",5163,8794,0.587104844211963,"Hillary Clinton"
"10534","28031","Hillary Clinton","MS",3267,8790,0.371672354948805,"Donald Trump"
"10541","19095","Hillary Clinton","IA",3070,8789,0.34930026169075,"Donald Trump"
"10551","21027","Hillary Clinton","KY",1960,8771,0.223463687150838,"Donald Trump"
"10557","28159","Hillary Clinton","MS",3778,8771,0.430737658191768,"Donald Trump"
"10564","24039","Hillary Clinton","MD",3484,8768,0.39735401459854,"Donald Trump"
"10568","1007","Hillary Clinton","AL",1874,8748,0.214220393232739,"Donald Trump"
"10571","1087","Hillary Clinton","AL",7237,8748,0.827274805669867,"Hillary Clinton"
"10576","29157","Hillary Clinton","MO",1520,8732,0.174072377462208,"Donald Trump"
"10581","55013","Hillary Clinton","WI",2948,8719,0.3381121688267,"Donald Trump"
"10588","48227","Hillary Clinton","TX",1768,8692,0.203405430280718,"Donald Trump"
"10592","1013","Hillary Clinton","AL",3716,8685,0.427864133563615,"Donald Trump"
"10596","47097","Hillary Clinton","TN",3656,8678,0.42129522931551,"Donald Trump"
"10603","13231","Hillary Clinton","GA",1239,8675,0.142824207492795,"Donald Trump"
"10606","54005","Hillary Clinton","WV",1783,8654,0.206031892766351,"Donald Trump"
"10611","19171","Hillary Clinton","IA",3194,8636,0.369847151459009,"Donald Trump"
"10621","48285","Hillary Clinton","TX",1170,8633,0.135526468203406,"Donald Trump"
"10625","18015","Hillary Clinton","IN",1891,8609,0.219653850621443,"Donald Trump"
"10628","48331","Hillary Clinton","TX",2042,8607,0.237248751016614,"Donald Trump"
"10632","48337","Hillary Clinton","TX",885,8604,0.102859135285914,"Donald Trump"
"10636","28101","Hillary Clinton","MS",2549,8594,0.296602280660926,"Donald Trump"
"10643","27105","Hillary Clinton","MN",2733,8592,0.318086592178771,"Donald Trump"
"10652","29217","Hillary Clinton","MO",1706,8576,0.19892723880597,"Donald Trump"
"10657","18153","Hillary Clinton","IN",2113,8559,0.246874634887253,"Donald Trump"
"10660","45081","Hillary Clinton","SC",2809,8559,0.328192545858161,"Donald Trump"
"10667","54027","Hillary Clinton","WV",1576,8557,0.184176697440692,"Donald Trump"
"10672","19041","Hillary Clinton","IA",2246,8542,0.262936080543198,"Donald Trump"
"10682","42093","Hillary Clinton","PA",2851,8535,0.334036321031049,"Donald Trump"
"10687","19121","Hillary Clinton","IA",2666,8523,0.312800657045641,"Donald Trump"
"10697","18119","Hillary Clinton","IN",1946,8520,0.228403755868545,"Donald Trump"
"10700","16039","Hillary Clinton","ID",1814,8519,0.212935790585749,"Donald Trump"
"10708","17181","Hillary Clinton","IL",2389,8514,0.280596664317595,"Donald Trump"
"10712","8049","Hillary Clinton","CO",3319,8513,0.389874309879009,"Donald Trump"
"10734","17033","Hillary Clinton","IL",1969,8507,0.231456447631362,"Donald Trump"
"10738","12059","Hillary Clinton","FL",852,8506,0.100164589701387,"Donald Trump"
"10744","5019","Hillary Clinton","AR",3606,8505,0.423985890652557,"Donald Trump"
"10752","19109","Hillary Clinton","IA",2529,8505,0.297354497354497,"Donald Trump"
"10762","12079","Hillary Clinton","FL",3526,8503,0.414677172762554,"Donald Trump"
"10768","1129","Hillary Clinton","AL",2366,8492,0.278615167216203,"Donald Trump"
"10772","51141","Hillary Clinton","VA",1768,8489,0.208269525267994,"Donald Trump"
"10777","31047","Hillary Clinton","NE",2116,8486,0.249351873674287,"Donald Trump"
"10781","48089","Hillary Clinton","TX",1977,8480,0.23313679245283,"Donald Trump"
"10785","41001","Hillary Clinton","OR",1781,8479,0.210048354758816,"Donald Trump"
"10789","13119","Hillary Clinton","GA",1243,8474,0.146683974510267,"Donald Trump"
"10791","28061","Hillary Clinton","MS",4367,8468,0.515706188001889,"Hillary Clinton"
"10799","29186","Hillary Clinton","MO",2540,8459,0.300271899751744,"Donald Trump"
"10804","48025","Hillary Clinton","TX",3443,8458,0.407070229368645,"Donald Trump"
"10808","28079","Hillary Clinton","MS",3579,8436,0.42425320056899,"Donald Trump"
"10815","51570","Hillary Clinton","VA",2367,8427,0.280882876468494,"Donald Trump"
"10820","19083","Hillary Clinton","IA",2774,8423,0.32933634097115,"Donald Trump"
"10830","36097","Hillary Clinton","NY",2761,8423,0.327792947880803,"Donald Trump"
"10833","13303","Hillary Clinton","GA",4187,8422,0.497150320588934,"Hillary Clinton"
"10837","12041","Hillary Clinton","FL",1457,8418,0.173081492040865,"Donald Trump"
"10843","17131","Hillary Clinton","IL",3061,8417,0.363668765593442,"Donald Trump"
"10847","56023","Hillary Clinton","WY",1105,8398,0.131578947368421,"Donald Trump"
"10853","20021","Hillary Clinton","KS",1959,8386,0.233603625089435,"Donald Trump"
"10857","18049","Hillary Clinton","IN",1960,8374,0.234057797946023,"Donald Trump"
"10860","28141","Hillary Clinton","MS",990,8310,0.11913357400722,"Donald Trump"
"10867","48225","Hillary Clinton","TX",1978,8302,0.238255841965791,"Donald Trump"
"10870","53075","Hillary Clinton","WA",3903,8300,0.470240963855422,"Hillary Clinton"
"10878","51193","Hillary Clinton","VA",3723,8291,0.44904112893499,"Donald Trump"
"10883","13321","Hillary Clinton","GA",2015,8266,0.243769658843455,"Donald Trump"
"10886","17191","Hillary Clinton","IL",1048,8256,0.126937984496124,"Donald Trump"
"10890","51125","Hillary Clinton","VA",3677,8247,0.445859100278889,"Donald Trump"
"10895","13055","Hillary Clinton","GA",1612,8246,0.195488721804511,"Donald Trump"
"10898","29119","Hillary Clinton","MO",1329,8233,0.161423539414551,"Donald Trump"
"10903","21001","Hillary Clinton","KY",1323,8231,0.160733811201555,"Donald Trump"
"10909","16049","Hillary Clinton","ID",1196,8223,0.14544570108233,"Donald Trump"
"10917","5113","Hillary Clinton","AR",1210,8215,0.147291539866099,"Donald Trump"
"10925","1057","Hillary Clinton","AL",1358,8196,0.165690580771108,"Donald Trump"
"10929","51071","Hillary Clinton","VA",1949,8196,0.237798926305515,"Donald Trump"
"10934","47133","Hillary Clinton","TN",1943,8195,0.237095790115924,"Donald Trump"
"10941","18117","Hillary Clinton","IN",2048,8189,0.25009158627427,"Donald Trump"
"10944","19021","Hillary Clinton","IA",2851,8179,0.348575620491503,"Donald Trump"
"10954","16031","Hillary Clinton","ID",1036,8178,0.126681340180973,"Donald Trump"
"10962","51133","Hillary Clinton","VA",2830,8176,0.346135029354207,"Donald Trump"
"10967","21207","Hillary Clinton","KY",1093,8174,0.133716662588696,"Donald Trump"
"10973","46065","Hillary Clinton","SD",2449,8173,0.299645173131041,"Donald Trump"
"10977","20087","Hillary Clinton","KS",2483,8151,0.304625199362041,"Donald Trump"
"10981","48281","Hillary Clinton","TX",1479,8149,0.181494661921708,"Donald Trump"
"10985","53039","Hillary Clinton","WA",3196,8132,0.393015248401377,"Donald Trump"
"10992","51043","Hillary Clinton","VA",3047,8131,0.374738654532038,"Donald Trump"
"10997","48233","Hillary Clinton","TX",854,8126,0.105094757568299,"Donald Trump"
"11001","27065","Hillary Clinton","MN",2327,8125,0.2864,"Donald Trump"
"11009","45061","Hillary Clinton","SC",5170,8110,0.637484586929716,"Hillary Clinton"
"11017","21155","Hillary Clinton","KY",2679,8109,0.330373658897521,"Donald Trump"
"11023","21003","Hillary Clinton","KY",1349,8091,0.166728463725127,"Donald Trump"
"11029","17041","Hillary Clinton","IL",1946,8089,0.240573618494251,"Donald Trump"
"11033","29229","Hillary Clinton","MO",1166,8086,0.14419985159535,"Donald Trump"
"11038","5003","Hillary Clinton","AR",2408,8083,0.297909192131634,"Donald Trump"
"11046","37011","Hillary Clinton","NC",1670,8060,0.207196029776675,"Donald Trump"
"11049","56041","Hillary Clinton","WY",1202,8053,0.149261144914939,"Donald Trump"
"11055","40133","Hillary Clinton","OK",2067,8032,0.25734561752988,"Donald Trump"
"11058","18123","Hillary Clinton","IN",3062,8025,0.381557632398754,"Donald Trump"
"11061","29013","Hillary Clinton","MO",1617,8021,0.201595810996135,"Donald Trump"
"11066","1067","Hillary Clinton","AL",2286,8017,0.285144068853686,"Donald Trump"
"11069","35006","Hillary Clinton","NM",3721,8017,0.464138705251341,"Hillary Clinton"
"11078","37079","Hillary Clinton","NC",3570,8013,0.445526020217147,"Donald Trump"
"11080","1065","Hillary Clinton","AL",4772,8010,0.595755305867665,"Hillary Clinton"
"11085","20041","Hillary Clinton","KS",1582,8008,0.197552447552448,"Donald Trump"
"11089","19101","Hillary Clinton","IA",3702,8001,0.462692163479565,"Donald Trump"
"11099","21231","Hillary Clinton","KY",1431,7991,0.179076461018646,"Donald Trump"
"11105","19067","Hillary Clinton","IA",3177,7985,0.397871008140263,"Donald Trump"
"11115","47057","Hillary Clinton","TN",1154,7985,0.144520976831559,"Donald Trump"
"11122","29053","Hillary Clinton","MO",1932,7976,0.24222668004012,"Donald Trump"
"11127","51063","Hillary Clinton","VA",2300,7972,0.288509784244857,"Donald Trump"
"11132","48457","Hillary Clinton","TX",1243,7969,0.155979420253482,"Donald Trump"
"11136","18075","Hillary Clinton","IN",1889,7962,0.237251946747048,"Donald Trump"
"11139","55103","Hillary Clinton","WI",3577,7962,0.44925898015574,"Donald Trump"
"11146","40091","Hillary Clinton","OK",2122,7958,0.266649912038201,"Donald Trump"
"11149","51011","Hillary Clinton","VA",2023,7954,0.254337440281619,"Donald Trump"
"11154","16045","Hillary Clinton","ID",1229,7952,0.1545523138833,"Donald Trump"
"11162","46035","Hillary Clinton","SD",2355,7952,0.296151911468813,"Donald Trump"
"11166","6015","Hillary Clinton","CA",2997,7949,0.377028557051201,"Donald Trump"
"11171","13241","Hillary Clinton","GA",1443,7949,0.181532268209838,"Donald Trump"
"11174","37121","Hillary Clinton","NC",1585,7948,0.199421238047307,"Donald Trump"
"11176","55003","Hillary Clinton","WI",4136,7926,0.52182689881403,"Hillary Clinton"
"11185","49041","Hillary Clinton","UT",648,7925,0.0817665615141956,"Donald Trump"
"11194","5029","Hillary Clinton","AR",2655,7921,0.335184951395026,"Donald Trump"
