"","fips","cand","st","votes","total_votes","pct","lead"
"4081","13185","Hillary Clinton","GA",14614,36813,0.396979327954799,"Donald Trump"
"4084","18067","Hillary Clinton","IN",11215,36754,0.305136855852424,"Donald Trump"
"4087","39043","Hillary Clinton","OH",15692,36730,0.427225701061802,"Donald Trump"
"4092","51015","Hillary Clinton","VA",8108,36661,0.221161452224435,"Donald Trump"
"4097","36117","Hillary Clinton","NY",12378,36598,0.338215203016558,"Donald Trump"
"4101","51165","Hillary Clinton","VA",9361,36536,0.256213050142325,"Donald Trump"
"4106","48135","Hillary Clinton","TX",10225,36373,0.281115112858439,"Donald Trump"
"4110","39119","Hillary Clinton","OH",10926,36217,0.301681530772841,"Donald Trump"
"4115","47155","Hillary Clinton","TN",6293,36180,0.173935876174682,"Donald Trump"
"4122","21029","Hillary Clinton","KY",8255,36054,0.228962112386975,"Donald Trump"
"4128","18059","Hillary Clinton","IN",8901,36027,0.247064701473895,"Donald Trump"
"4131","37027","Hillary Clinton","NC",8403,35747,0.235068677091784,"Donald Trump"
"4134","54061","Hillary Clinton","WV",14568,35733,0.407690370245991,"Donald Trump"
"4139","42111","Hillary Clinton","PA",7367,35730,0.20618527847747,"Donald Trump"
"4143","53057","Hillary Clinton","WA",17905,35727,0.501161586475215,"Hillary Clinton"
"4151","27035","Hillary Clinton","MN",10982,35568,0.308760683760684,"Donald Trump"
"4160","29021","Hillary Clinton","MO",12010,35563,0.337710541855299,"Donald Trump"
"4165","42039","Hillary Clinton","PA",10215,35563,0.287236734808649,"Donald Trump"
"4170","4017","Hillary Clinton","AZ",15362,35409,0.43384450281002,"Donald Trump"
"4174","5031","Hillary Clinton","AR",10474,35404,0.295842277708734,"Donald Trump"
"4182","51680","Hillary Clinton","VA",14787,35349,0.418314520919969,"Donald Trump"
"4187","54107","Hillary Clinton","WV",8327,35256,0.23618674835489,"Donald Trump"
"4192","39063","Hillary Clinton","OH",9419,35216,0.267463652885052,"Donald Trump"
"4197","36089","Hillary Clinton","NY",14659,35154,0.416993798714229,"Donald Trump"
"4201","47119","Hillary Clinton","TN",10026,35068,0.285901676742329,"Donald Trump"
"4208","42097","Hillary Clinton","PA",9184,34971,0.262617597437877,"Donald Trump"
"4213","1095","Hillary Clinton","AL",4913,34965,0.140511940511941,"Donald Trump"
"4217","23003","Hillary Clinton","ME",13377,34963,0.382604467580013,"Donald Trump"
"4221","33001","Hillary Clinton","NH",13517,34497,0.391831173725251,"Donald Trump"
"4226","48037","Hillary Clinton","TX",8831,34470,0.25619379170293,"Donald Trump"
"4230","48373","Hillary Clinton","TX",7123,34444,0.206799442573453,"Donald Trump"
"4234","6039","Hillary Clinton","CA",13283,34263,0.387677669789569,"Donald Trump"
"4239","36045","Hillary Clinton","NY",12289,34263,0.358666783410676,"Donald Trump"
"4243","13115","Hillary Clinton","GA",9127,34250,0.266481751824818,"Donald Trump"
"4246","51199","Hillary Clinton","VA",12989,34062,0.381334037930832,"Donald Trump"
"4251","26155","Hillary Clinton","MI",12547,34044,0.368552461520385,"Donald Trump"
"4257","13127","Hillary Clinton","GA",11738,34041,0.344819482388884,"Donald Trump"
"4259","13095","Hillary Clinton","GA",23224,33925,0.684568901989683,"Hillary Clinton"
"4263","30013","Hillary Clinton","MT",12053,33923,0.355304660554786,"Donald Trump"
"4267","55111","Hillary Clinton","WI",16050,33848,0.474178681162846,"Hillary Clinton"
"4275","30049","Hillary Clinton","MT",14331,33800,0.423994082840237,"Donald Trump"
"4279","6023","Hillary Clinton","CA",19596,33636,0.582590082054941,"Hillary Clinton"
"4285","12131","Hillary Clinton","FL",6861,33559,0.204445901248547,"Donald Trump"
"4291","45073","Hillary Clinton","SC",7979,33530,0.237966000596481,"Donald Trump"
"4298","16005","Hillary Clinton","ID",10342,33405,0.309594372099985,"Donald Trump"
"4305","6057","Hillary Clinton","CA",16199,33258,0.487070779962716,"Hillary Clinton"
"4311","27013","Hillary Clinton","MN",14428,33256,0.43384652393553,"Donald Trump"
"4320","1121","Hillary Clinton","AL",12108,33218,0.364501174062255,"Donald Trump"
"4324","26159","Hillary Clinton","MI",13258,33213,0.399181043567278,"Donald Trump"
"4330","36015","Hillary Clinton","NY",12394,33195,0.373369483355927,"Donald Trump"
"4333","26103","Hillary Clinton","MI",16042,32897,0.48764325014439,"Hillary Clinton"
"4340","21185","Hillary Clinton","KY",10268,32853,0.312543755517,"Donald Trump"
"4346","54011","Hillary Clinton","WV",11306,32701,0.345738662426225,"Donald Trump"
"4351","42033","Hillary Clinton","PA",7700,32692,0.235531628532974,"Donald Trump"
"4356","12107","Hillary Clinton","FL",9920,32652,0.303809873820899,"Donald Trump"
"4362","40031","Hillary Clinton","OK",11439,32504,0.351925916810239,"Donald Trump"
"4365","56025","Hillary Clinton","WY",6573,32493,0.202289723940541,"Donald Trump"
"4371","22045","Hillary Clinton","LA",10698,32454,0.329635792198188,"Donald Trump"
"4384","18005","Hillary Clinton","IN",9841,32389,0.303837722683627,"Donald Trump"
"4387","27111","Hillary Clinton","MN",9339,32284,0.289276421756907,"Donald Trump"
"4396","27131","Hillary Clinton","MN",14437,32217,0.448117453518329,"Donald Trump"
"4405","18011","Hillary Clinton","IN",10181,32061,0.317550918561492,"Donald Trump"
"4407","23009","Hillary Clinton","ME",16107,31983,0.503611293499672,"Hillary Clinton"
"4412","28081","Hillary Clinton","MS",9635,31974,0.301338587602427,"Donald Trump"
"4419","18085","Hillary Clinton","IN",6311,31907,0.197793587614003,"Donald Trump"
"4422","16083","Hillary Clinton","ID",6844,31893,0.214592543818393,"Donald Trump"
"4430","17001","Hillary Clinton","IL",7633,31770,0.240258105130626,"Donald Trump"
"4434","48361","Hillary Clinton","TX",5716,31761,0.179969144548345,"Donald Trump"
"4438","51143","Hillary Clinton","VA",9195,31687,0.290182093603055,"Donald Trump"
"4443","37171","Hillary Clinton","NC",7438,31663,0.234911410794934,"Donald Trump"
"4445","6055","Hillary Clinton","CA",20454,31534,0.648633221284962,"Hillary Clinton"
"4451","45043","Hillary Clinton","SC",13234,31519,0.419873726958343,"Donald Trump"
"4458","55017","Hillary Clinton","WI",11875,31471,0.377331511550316,"Donald Trump"
"4465","17199","Hillary Clinton","IL",8539,31422,0.271752275475781,"Donald Trump"
"4469","36051","Hillary Clinton","NY",10478,31363,0.334087938016134,"Donald Trump"
"4473","39081","Hillary Clinton","OH",9483,31346,0.302526638167549,"Donald Trump"
"4478","21145","Hillary Clinton","KY",9134,31294,0.291877037131719,"Donald Trump"
"4484","40145","Hillary Clinton","OK",6711,31246,0.214779491774947,"Donald Trump"
"4487","48231","Hillary Clinton","TX",6301,31185,0.202052268718935,"Donald Trump"
"4491","18109","Hillary Clinton","IN",6037,31180,0.19361770365619,"Donald Trump"
"4494","23017","Hillary Clinton","ME",12172,31094,0.391458159130379,"Donald Trump"
"4498","48469","Hillary Clinton","TX",8843,31032,0.284963908223769,"Donald Trump"
"4502","37193","Hillary Clinton","NC",6596,30844,0.213850343664894,"Donald Trump"
"4504","8067","Hillary Clinton","CO",15300,30722,0.498014452184103,"Hillary Clinton"
"4527","39013","Hillary Clinton","OH",8652,30537,0.283328421259456,"Donald Trump"
"4532","42005","Hillary Clinton","PA",6849,30446,0.224955659199895,"Donald Trump"
"4537","13313","Hillary Clinton","GA",7925,30362,0.261017060799684,"Donald Trump"
"4540","26015","Hillary Clinton","MI",9109,30265,0.300974723277714,"Donald Trump"
"4546","41011","Hillary Clinton","OR",10355,30181,0.343096650210397,"Donald Trump"
"4550","37087","Hillary Clinton","NC",10414,30156,0.345337577928107,"Donald Trump"
"4553","36011","Hillary Clinton","NY",12202,30124,0.405059089098393,"Donald Trump"
"4557","27025","Hillary Clinton","MN",9279,30009,0.309207237828651,"Donald Trump"
"4566","37069","Hillary Clinton","NC",12811,29902,0.428432880743763,"Donald Trump"
"4569","48005","Hillary Clinton","TX",7538,29870,0.252360227653164,"Donald Trump"
"4573","48213","Hillary Clinton","TX",5649,29855,0.189214536928488,"Donald Trump"
"4577","17183","Hillary Clinton","IL",9876,29799,0.331420517467029,"Donald Trump"
"4581","37161","Hillary Clinton","NC",7451,29764,0.250335976347265,"Donald Trump"
"4584","47001","Hillary Clinton","TN",9010,29723,0.30313225448306,"Donald Trump"
"4591","38035","Hillary Clinton","ND",10828,29711,0.364444145266063,"Donald Trump"
"4597","20103","Hillary Clinton","KS",10064,29676,0.339129262703868,"Donald Trump"
"4601","45031","Hillary Clinton","SC",13866,29636,0.46787690646511,"Donald Trump"
"4608","39145","Hillary Clinton","OH",8841,29618,0.298500911607806,"Donald Trump"
"4613","18173","Hillary Clinton","IN",9086,29609,0.306866155560809,"Donald Trump"
"4616","37167","Hillary Clinton","NC",7008,29451,0.23795456860548,"Donald Trump"
"4619","54081","Hillary Clinton","WV",6362,29311,0.217051618846167,"Donald Trump"
"4624","55021","Hillary Clinton","WI",13525,29287,0.461808993751494,"Donald Trump"
"4631","1127","Hillary Clinton","AL",4486,29243,0.153404233491776,"Donald Trump"
"4635","41035","Hillary Clinton","OR",7080,29240,0.242134062927497,"Donald Trump"
"4639","34033","Hillary Clinton","NJ",11766,29220,0.402669404517454,"Donald Trump"
"4648","53009","Hillary Clinton","WA",13733,29202,0.470276008492569,"Donald Trump"
"4655","27027","Hillary Clinton","MN",12974,29108,0.445719389858458,"Donald Trump"
"4664","33003","Hillary Clinton","NH",12987,29083,0.446549530653646,"Donald Trump"
"4669","39167","Hillary Clinton","OH",7841,28992,0.270453918322296,"Donald Trump"
"4674","28075","Hillary Clinton","MS",10910,28967,0.376635481755101,"Donald Trump"
"4681","36009","Hillary Clinton","NY",8717,28961,0.300990987880253,"Donald Trump"
"4685","39141","Hillary Clinton","OH",9905,28955,0.342082541875324,"Donald Trump"
"4690","45055","Hillary Clinton","SC",10293,28875,0.356467532467532,"Donald Trump"
"4697","13013","Hillary Clinton","GA",6580,28828,0.228250312196476,"Donald Trump"
"4700","40037","Hillary Clinton","OK",5834,28786,0.202667963593413,"Donald Trump"
"4702","37189","Hillary Clinton","NC",13953,28769,0.485001216587299,"Hillary Clinton"
"4706","42025","Hillary Clinton","PA",8917,28721,0.310469691166742,"Donald Trump"
"4711","12023","Hillary Clinton","FL",7599,28696,0.264810426540284,"Donald Trump"
"4716","50023","Hillary Clinton","VT",18594,28654,0.648914636699937,"Hillary Clinton"
"4723","45047","Hillary Clinton","SC",10633,28600,0.371783216783217,"Donald Trump"
"4729","36019","Hillary Clinton","NY",13446,28378,0.473817746141377,"Hillary Clinton"
"4734","48375","Hillary Clinton","TX",7620,28330,0.268972820331804,"Donald Trump"
"4738","28067","Hillary Clinton","MS",7748,28250,0.274265486725664,"Donald Trump"
"4745","48021","Hillary Clinton","TX",10555,28250,0.373628318584071,"Donald Trump"
"4749","21199","Hillary Clinton","KY",4208,28034,0.150103445815795,"Donald Trump"
"4755","5145","Hillary Clinton","AR",5157,27945,0.184541062801932,"Donald Trump"
"4762","39009","Hillary Clinton","OH",15552,27941,0.556601410114169,"Hillary Clinton"
"4768","32005","Hillary Clinton","NV",8453,27871,0.303290158228984,"Donald Trump"
"4774","54033","Hillary Clinton","WV",7675,27868,0.275405482991244,"Donald Trump"
"4778","50027","Hillary Clinton","VT",17544,27832,0.630353549870653,"Hillary Clinton"
"4785","24001","Hillary Clinton","MD",6665,27804,0.239713710257517,"Donald Trump"
"4789","39083","Hillary Clinton","OH",7959,27768,0.286624891961971,"Donald Trump"
"4794","40119","Hillary Clinton","OK",8785,27749,0.316587985152618,"Donald Trump"
"4796","50021","Hillary Clinton","VT",13629,27660,0.492733188720174,"Hillary Clinton"
"4803","36113","Hillary Clinton","NY",11366,27568,0.412289611143355,"Donald Trump"
"4807","35061","Hillary Clinton","NM",10810,27509,0.39296230324621,"Donald Trump"
"4815","39143","Hillary Clinton","OH",9733,27491,0.354043141391728,"Donald Trump"
"4820","36053","Hillary Clinton","NY",10548,27392,0.385075934579439,"Donald Trump"
"4824","22001","Hillary Clinton","LA",5638,27386,0.205871613233039,"Donald Trump"
"4837","28035","Hillary Clinton","MS",11271,27284,0.413099252309046,"Donald Trump"
"4843","36021","Hillary Clinton","NY",13123,27255,0.481489634929371,"Hillary Clinton"
"4848","51031","Hillary Clinton","VA",6597,27218,0.242376368579616,"Donald Trump"
"4853","53025","Hillary Clinton","WA",7400,27144,0.272620100206307,"Donald Trump"
"4860","42037","Hillary Clinton","PA",8502,27127,0.313414679102002,"Donald Trump"
"4865","53045","Hillary Clinton","WA",11598,27124,0.427591800619378,"Donald Trump"
"4872","37141","Hillary Clinton","NC",9086,27072,0.335623522458629,"Donald Trump"
"4875","13157","Hillary Clinton","GA",4469,27057,0.165169826662232,"Donald Trump"
"4878","20015","Hillary Clinton","KS",6489,27051,0.239880226239326,"Donald Trump"
"4882","47147","Hillary Clinton","TN",6634,27042,0.245322091561275,"Donald Trump"
"4889","5085","Hillary Clinton","AR",5638,27007,0.208760691672529,"Donald Trump"
"4897","47141","Hillary Clinton","TN",6847,26958,0.253987684546331,"Donald Trump"
"4904","37077","Hillary Clinton","NC",12827,26920,0.47648588410104,"Donald Trump"
"4907","19181","Hillary Clinton","IA",10371,26916,0.385309852875613,"Donald Trump"
"4917","38101","Hillary Clinton","ND",5792,26861,0.215628606529913,"Donald Trump"
"4923","51067","Hillary Clinton","VA",7254,26805,0.270621152770006,"Donald Trump"
"4928","26117","Hillary Clinton","MI",7874,26556,0.296505497815936,"Donald Trump"
"4934","39159","Hillary Clinton","OH",7530,26533,0.283797535144914,"Donald Trump"
"4939","13047","Hillary Clinton","GA",4769,26510,0.179894379479442,"Donald Trump"
"4942","36105","Hillary Clinton","NY",10983,26509,0.414312120411936,"Donald Trump"
"4946","29145","Hillary Clinton","MO",4988,26506,0.188183807439825,"Donald Trump"
"4952","49005","Hillary Clinton","UT",5435,26492,0.205156273592028,"Donald Trump"
"4961","45059","Hillary Clinton","SC",8845,26474,0.334101382488479,"Donald Trump"
"4968","55015","Hillary Clinton","WI",9634,26429,0.364523818532672,"Donald Trump"
"4975","26067","Hillary Clinton","MI",8206,26364,0.311257775754817,"Donald Trump"
"4981","48203","Hillary Clinton","TX",7130,26364,0.270444545592475,"Donald Trump"
"4984","15007","Hillary Clinton","HI",16456,26335,0.624871843554205,"Hillary Clinton"
"4990","8045","Hillary Clinton","CO",11205,26328,0.425592525068368,"Donald Trump"
"5012","47035","Hillary Clinton","TN",5202,26298,0.197809719370294,"Donald Trump"
"5019","22089","Hillary Clinton","LA",8558,26190,0.326765941198931,"Donald Trump"
"5032","26157","Hillary Clinton","MI",7493,26157,0.28646251481439,"Donald Trump"
"5038","48221","Hillary Clinton","TX",4001,26120,0.153177641653905,"Donald Trump"
"5042","41059","Hillary Clinton","OR",7466,26116,0.285878388727217,"Donald Trump"
"5046","1049","Hillary Clinton","AL",3682,26086,0.141148508778655,"Donald Trump"
"5050","42103","Hillary Clinton","PA",9247,26066,0.354753318499194,"Donald Trump"
"5055","23025","Hillary Clinton","ME",9092,25968,0.350123228589033,"Donald Trump"
"5059","39087","Hillary Clinton","OH",6849,25949,0.263940806967513,"Donald Trump"
"5064","13255","Hillary Clinton","GA",9347,25940,0.360331534309946,"Donald Trump"
"5067","27169","Hillary Clinton","MN",11366,25852,0.43965650626644,"Donald Trump"
"5075","5069","Hillary Clinton","AR",15721,25821,0.608845513341854,"Hillary Clinton"
"5084","13285","Hillary Clinton","GA",9597,25793,0.372077695498779,"Donald Trump"
"5087","22099","Hillary Clinton","LA",8266,25749,0.321022175618471,"Donald Trump"
"5100","51191","Hillary Clinton","VA",5548,25715,0.215749562512152,"Donald Trump"
"5105","39101","Hillary Clinton","OH",7748,25648,0.302089831565814,"Donald Trump"
"5110","37163","Hillary Clinton","NC",10486,25638,0.409002262266948,"Donald Trump"
"5113","18177","Hillary Clinton","IN",8322,25575,0.325395894428152,"Donald Trump"
"5116","24047","Hillary Clinton","MD",8783,25571,0.343475030307771,"Donald Trump"
"5120","27049","Hillary Clinton","MN",9446,25538,0.369880178557444,"Donald Trump"
"5129","37107","Hillary Clinton","NC",11752,25500,0.460862745098039,"Donald Trump"
"5132","55135","Hillary Clinton","WI",8303,25491,0.325722804126947,"Donald Trump"
"5139","40125","Hillary Clinton","OK",6005,25417,0.2362591966007,"Donald Trump"
"5142","42015","Hillary Clinton","PA",6263,25399,0.246584511201228,"Donald Trump"
"5147","1009","Hillary Clinton","AL",2150,25384,0.0846990230066183,"Donald Trump"
"5151","26073","Hillary Clinton","MI",11404,25344,0.449968434343434,"Donald Trump"
"5157","22113","Hillary Clinton","LA",4745,25253,0.187898467508811,"Donald Trump"
"5170","18053","Hillary Clinton","IN",7029,25239,0.278497563294901,"Donald Trump"
"5173","46083","Hillary Clinton","SD",8076,25231,0.320082438270382,"Donald Trump"
"5177","17195","Hillary Clinton","IL",11005,25210,0.436533121777073,"Donald Trump"
"5181","28087","Hillary Clinton","MS",11545,25139,0.459246588965353,"Donald Trump"
"5188","41009","Hillary Clinton","OR",9959,25077,0.397136818598716,"Donald Trump"
"5192","32510","Hillary Clinton","NV",9610,25016,0.384154141349536,"Donald Trump"
"5198","39037","Hillary Clinton","OH",4395,25000,0.1758,"Donald Trump"
"5202","37083","Hillary Clinton","NC",15642,24881,0.628672481009606,"Hillary Clinton"
"5206","29113","Hillary Clinton","MO",5561,24857,0.223719676549865,"Donald Trump"
"5211","21125","Hillary Clinton","KY",3440,24824,0.138575572027071,"Donald Trump"
"5216","44001","Hillary Clinton","RI",14532,24725,0.587745197168857,"Hillary Clinton"
"5222","29187","Hillary Clinton","MO",6250,24714,0.252893097030023,"Donald Trump"
"5227","37105","Hillary Clinton","NC",10380,24676,0.420651645323391,"Donald Trump"
"5230","1001","Hillary Clinton","AL",5908,24661,0.239568549531649,"Donald Trump"
"5234","48497","Hillary Clinton","TX",3412,24661,0.138356108835814,"Donald Trump"
"5237","37065","Hillary Clinton","NC",16152,24653,0.655173812517746,"Hillary Clinton"
"5241","21195","Hillary Clinton","KY",4277,24650,0.173509127789047,"Donald Trump"
"5247","24035","Hillary Clinton","MD",7316,24633,0.296999959404051,"Donald Trump"
"5251","1033","Hillary Clinton","AL",7296,24626,0.296272232599691,"Donald Trump"
"5254","17077","Hillary Clinton","IL",11619,24509,0.474070749520584,"Hillary Clinton"
"5259","36037","Hillary Clinton","NY",6946,24463,0.283939009933369,"Donald Trump"
"5263","54079","Hillary Clinton","WV",5784,24443,0.23663216462791,"Donald Trump"
"5268","39077","Hillary Clinton","OH",7080,24332,0.290974847936873,"Donald Trump"
"5273","36043","Hillary Clinton","NY",7289,24261,0.300441037055356,"Donald Trump"
"5277","17073","Hillary Clinton","IL",8835,24232,0.364600528227138,"Donald Trump"
"5281","40101","Hillary Clinton","OK",7969,24193,0.329392799570124,"Donald Trump"
"5284","28073","Hillary Clinton","MS",5044,24179,0.208610777947806,"Donald Trump"
"5291","21209","Hillary Clinton","KY",7713,24178,0.319009016461246,"Donald Trump"
"5297","48291","Hillary Clinton","TX",4851,24155,0.200827985924239,"Donald Trump"
"5301","13031","Hillary Clinton","GA",8812,24151,0.364871019833547,"Donald Trump"
"5304","39005","Hillary Clinton","OH",5659,24074,0.235066877128853,"Donald Trump"
"5309","55043","Hillary Clinton","WI",10047,24051,0.417737308220032,"Donald Trump"
"5315","41041","Hillary Clinton","OR",12300,24035,0.511753692531725,"Hillary Clinton"
"5320","51089","Hillary Clinton","VA",8199,24029,0.341212701319239,"Donald Trump"
"5325","54037","Hillary Clinton","WV",9458,24007,0.393968425875786,"Donald Trump"
"5330","13295","Hillary Clinton","GA",4213,23939,0.175988971970425,"Donald Trump"
"5333","18029","Hillary Clinton","IN",4883,23910,0.20422417398578,"Donald Trump"
"5336","21073","Hillary Clinton","KY",10717,23860,0.449161777032691,"Donald Trump"
"5342","39129","Hillary Clinton","OH",6325,23814,0.265600067187369,"Donald Trump"
"5347","17141","Hillary Clinton","IL",8025,23798,0.337213211194218,"Donald Trump"
"5351","53027","Hillary Clinton","WA",10194,23783,0.428625488794517,"Donald Trump"
"5358","26149","Hillary Clinton","MI",7529,23765,0.316810435514412,"Donald Trump"
"5364","32019","Hillary Clinton","NV",6146,23762,0.258648261930814,"Donald Trump"
"5370","27061","Hillary Clinton","MN",9015,23650,0.381183932346723,"Donald Trump"
"5379","37013","Hillary Clinton","NC",8699,23599,0.368617314292979,"Donald Trump"
"5382","42009","Hillary Clinton","PA",3613,23504,0.153718515997277,"Donald Trump"
"5387","6031","Hillary Clinton","CA",9077,23497,0.386304634634209,"Donald Trump"
"5392","47059","Hillary Clinton","TN",4211,23491,0.179260142182112,"Donald Trump"
"5399","39147","Hillary Clinton","OH",7237,23481,0.308206635151825,"Donald Trump"
"5404","37047","Hillary Clinton","NC",8991,23472,0.383052147239264,"Donald Trump"
"5407","20155","Hillary Clinton","KS",6670,23448,0.284459228932105,"Donald Trump"
"5411","29213","Hillary Clinton","MO",4367,23399,0.186631907346468,"Donald Trump"
"5416","13103","Hillary Clinton","GA",4851,23395,0.207351998290233,"Donald Trump"
"5419","47167","Hillary Clinton","TN",5779,23372,0.247261680643505,"Donald Trump"
"5426","21113","Hillary Clinton","KY",6144,23306,0.263623101347293,"Donald Trump"
"5432","47105","Hillary Clinton","TN",4916,23304,0.21095090971507,"Donald Trump"
"5439","26027","Hillary Clinton","MI",7270,23272,0.312392574767962,"Donald Trump"
"5445","39149","Hillary Clinton","OH",4143,23110,0.179273041973172,"Donald Trump"
"5450","48265","Hillary Clinton","TX",4665,23090,0.202035513209181,"Donald Trump"
"5454","36077","Hillary Clinton","NY",9285,23024,0.403274843641418,"Donald Trump"
"5457","23013","Hillary Clinton","ME",12440,23021,0.540376178272013,"Hillary Clinton"
"5462","54055","Hillary Clinton","WV",4689,22919,0.204590078101139,"Donald Trump"
"5467","54049","Hillary Clinton","WV",6926,22910,0.302313400261894,"Donald Trump"
"5472","17063","Hillary Clinton","IL",8021,22891,0.350399720414137,"Donald Trump"
"5476","22101","Hillary Clinton","LA",8050,22871,0.351974115692362,"Donald Trump"
"5489","39011","Hillary Clinton","OH",3825,22860,0.167322834645669,"Donald Trump"
"5494","48199","Hillary Clinton","TX",2779,22768,0.122057273366128,"Donald Trump"
"5498","19045","Hillary Clinton","IA",10079,22748,0.44307191841041,"Donald Trump"
"5508","55095","Hillary Clinton","WI",7568,22691,0.333524304790446,"Donald Trump"
"5515","19033","Hillary Clinton","IA",9840,22633,0.434763398577299,"Donald Trump"
"5524","23027","Hillary Clinton","ME",10442,22630,0.461422889969068,"Hillary Clinton"
"5528","8037","Hillary Clinton","CO",12652,22611,0.55955066118261,"Hillary Clinton"
"5551","26123","Hillary Clinton","MI",6212,22605,0.274806458748065,"Donald Trump"
"5557","17007","Hillary Clinton","IL",8952,22604,0.396036099805344,"Donald Trump"
"5561","55005","Hillary Clinton","WI",7881,22514,0.350048858488052,"Donald Trump"
"5568","48347","Hillary Clinton","TX",6822,22430,0.30414623272403,"Donald Trump"
"5572","5033","Hillary Clinton","AR",4476,22403,0.199794670356649,"Donald Trump"
"5580","36115","Hillary Clinton","NY",8238,22401,0.367751439667872,"Donald Trump"
"5584","42127","Hillary Clinton","PA",6398,22365,0.286071987480438,"Donald Trump"
"5589","40051","Hillary Clinton","OK",3878,22257,0.174237318596397,"Donald Trump"
"5591","51540","Hillary Clinton","VA",17865,22211,0.804331187249561,"Hillary Clinton"
"5597","40147","Hillary Clinton","OK",5047,22208,0.227260446685879,"Donald Trump"
"5599","55031","Hillary Clinton","WI",11342,22185,0.511246337615506,"Hillary Clinton"
"5607","29029","Hillary Clinton","MO",4706,22182,0.212153998737715,"Donald Trump"
"5612","37169","Hillary Clinton","NC",4645,22182,0.209404021278514,"Donald Trump"
"5615","33019","Hillary Clinton","NH",10210,22129,0.461385512223779,"Donald Trump"
"5620","30081","Hillary Clinton","MT",6166,22122,0.278727059036253,"Donald Trump"
"5625","42121","Hillary Clinton","PA",5889,22096,0.266518826937002,"Donald Trump"
"5630","51047","Hillary Clinton","VA",7744,22087,0.350613483044325,"Donald Trump"
"5635","21047","Hillary Clinton","KY",7188,22083,0.32549925281891,"Donald Trump"
"5640","12039","Hillary Clinton","FL",14994,22079,0.679106843607047,"Hillary Clinton"
"5647","55033","Hillary Clinton","WI",9025,22029,0.409687230468927,"Donald Trump"
"5654","17095","Hillary Clinton","IL",9939,21964,0.452513203423784,"Donald Trump"
"5658","17117","Hillary Clinton","IL",6532,21881,0.298523833462822,"Donald Trump"
"5662","8043","Hillary Clinton","CO",5275,21880,0.241087751371115,"Donald Trump"
"5684","5115","Hillary Clinton","AR",4818,21770,0.221313734497014,"Donald Trump"
"5692","45021","Hillary Clinton","SC",6089,21754,0.279902546658086,"Donald Trump"
"5699","39123","Hillary Clinton","OH",8136,21742,0.374206604728176,"Donald Trump"
"5704","40047","Hillary Clinton","OK",4391,21692,0.202424857090171,"Donald Trump"
"5707","48467","Hillary Clinton","TX",2792,21689,0.12872884872516,"Donald Trump"
"5711","27067","Hillary Clinton","MN",7266,21648,0.335643015521064,"Donald Trump"
"5720","27041","Hillary Clinton","MN",6227,21623,0.287980391250058,"Donald Trump"
"5728","23023","Hillary Clinton","ME",10679,21596,0.494489720318578,"Hillary Clinton"
"5733","17029","Hillary Clinton","IL",7285,21580,0.33758109360519,"Donald Trump"
"5737","47145","Hillary Clinton","TN",4833,21580,0.223957367933272,"Donald Trump"
"5744","48409","Hillary Clinton","TX",7825,21513,0.363733556454237,"Donald Trump"
"5747","23015","Hillary Clinton","ME",10241,21432,0.477836879432624,"Hillary Clinton"
"5752","4007","Hillary Clinton","AZ",6746,21398,0.315263108701748,"Donald Trump"
"5756","37059","Hillary Clinton","NC",5228,21350,0.244871194379391,"Donald Trump"
"5759","31079","Hillary Clinton","NE",6142,21331,0.287937743190661,"Donald Trump"
"5763","27007","Hillary Clinton","MN",8688,21316,0.40758115969225,"Donald Trump"
"5772","39107","Hillary Clinton","OH",3335,21315,0.156462585034014,"Donald Trump"
"5777","20169","Hillary Clinton","KS",6084,21206,0.286899933980949,"Donald Trump"
"5781","42099","Hillary Clinton","PA",4630,21153,0.218881482532029,"Donald Trump"
"5785","50025","Hillary Clinton","VT",14340,21151,0.677982128504562,"Hillary Clinton"
"5792","55093","Hillary Clinton","WI",8380,21089,0.397363554459671,"Donald Trump"
"5799","29101","Hillary Clinton","MO",5924,21087,0.280931379522929,"Donald Trump"
"5804","8085","Hillary Clinton","CO",5438,21070,0.258092074038918,"Donald Trump"
"5826","53007","Hillary Clinton","WA",8402,21038,0.399372563931933,"Donald Trump"
"5833","39091","Hillary Clinton","OH",4537,21007,0.215975627171895,"Donald Trump"
"5838","12063","Hillary Clinton","FL",6383,20997,0.303995808925085,"Donald Trump"
"5844","47019","Hillary Clinton","TN",3453,20993,0.164483399228314,"Donald Trump"
"5850","35031","Hillary Clinton","NM",13162,20959,0.627987976525598,"Hillary Clinton"
"5859","27059","Hillary Clinton","MN",5656,20875,0.270946107784431,"Donald Trump"
"5867","6025","Hillary Clinton","CA",14331,20858,0.687074503787516,"Hillary Clinton"
"5873","55085","Hillary Clinton","WI",8103,20837,0.388875557901809,"Donald Trump"
"5880","1071","Hillary Clinton","AL",3663,20785,0.176232860235747,"Donald Trump"
"5884","21179","Hillary Clinton","KY",6434,20772,0.309743886000385,"Donald Trump"
"5889","22095","Hillary Clinton","LA",12658,20740,0.610318225650916,"Hillary Clinton"
"5903","47073","Hillary Clinton","TN",3502,20694,0.169227795496279,"Donald Trump"
"5910","39051","Hillary Clinton","OH",5981,20693,0.289034939351472,"Donald Trump"
"5915","37061","Hillary Clinton","NC",8196,20601,0.397844764817242,"Donald Trump"
"5918","47063","Hillary Clinton","TN",4075,20579,0.198017396374945,"Donald Trump"
