fips,county,candidate,votes
53047,Okanogan,Virgil Goode / James N. Clymer,86
53047,Okanogan,Jill Stein / Cheri Honkala,142
53047,Okanogan,Peta Lindsay / Yari Osorio,10
53047,Okanogan,James Harris / Alyson Kennedy,8
53047,Okanogan,Ross C. (Rocky) Anderson / Luis J. Rodriguez,34
53049,Pacific,Barack Obama / Joe Biden,5711
53049,Pacific,Mitt Romney / Paul Ryan,4499
53049,Pacific,Gary Johnson / James P. Gray,152
53049,Pacific,Virgil Goode / James N. Clymer,49
53049,Pacific,Jill Stein / Cheri Honkala,70
53049,Pacific,Peta Lindsay / Yari Osorio,6
53049,Pacific,James Harris / Alyson Kennedy,11
53049,Pacific,Ross C. (Rocky) Anderson / Luis J. Rodriguez,26
53051,Pend Oreille,Barack Obama / Joe Biden,2508
53051,Pend Oreille,Mitt Romney / Paul Ryan,3952
53051,Pend Oreille,Gary Johnson / James P. Gray,103
53051,Pend Oreille,Virgil Goode / James N. Clymer,40
53051,Pend Oreille,Jill Stein / Cheri Honkala,42
53051,Pend Oreille,Peta Lindsay / Yari Osorio,4
53051,Pend Oreille,James Harris / Alyson Kennedy,5
53051,Pend Oreille,Ross C. (Rocky) Anderson / Luis J. Rodriguez,14
53053,Pierce,Barack Obama / Joe Biden,186430
53053,Pierce,Mitt Romney / Paul Ryan,148467
53053,Pierce,Gary Johnson / James P. Gray,4584
53053,Pierce,Virgil Goode / James N. Clymer,1010
53053,Pierce,Jill Stein / Cheri Honkala,1777
53053,Pierce,Peta Lindsay / Yari Osorio,135
53053,Pierce,James Harris / Alyson Kennedy,113
53053,Pierce,Ross C. (Rocky) Anderson / Luis J. Rodriguez,394
53055,San Juan,Barack Obama / Joe Biden,7125
53055,San Juan,Mitt Romney / Paul Ryan,3111
53055,San Juan,Gary Johnson / James P. Gray,140
53055,San Juan,Virgil Goode / James N. Clymer,8
53055,San Juan,Jill Stein / Cheri Honkala,175
53055,San Juan,Peta Lindsay / Yari Osorio,7
53055,San Juan,James Harris / Alyson Kennedy,2
53055,San Juan,Ross C. (Rocky) Anderson / Luis J. Rodriguez,26
53057,Skagit,Barack Obama / Joe Biden,28688
53057,Skagit,Mitt Romney / Paul Ryan,25071
53057,Skagit,Gary Johnson / James P. Gray,785
53057,Skagit,Virgil Goode / James N. Clymer,165
53057,Skagit,Jill Stein / Cheri Honkala,431
53057,Skagit,Peta Lindsay / Yari Osorio,21
53057,Skagit,James Harris / Alyson Kennedy,16
53057,Skagit,Ross C. (Rocky) Anderson / Luis J. Rodriguez,92
53059,Skamania,Barack Obama / Joe Biden,2628
53059,Skamania,Mitt Romney / Paul Ryan,2687
53059,Skamania,Gary Johnson / James P. Gray,84
53059,Skamania,Virgil Goode / James N. Clymer,13
53059,Skamania,Jill Stein / Cheri Honkala,40
53059,Skamania,Peta Lindsay / Yari Osorio,4
53059,Skamania,James Harris / Alyson Kennedy,1
53059,Skamania,Ross C. (Rocky) Anderson / Luis J. Rodriguez,9
53061,Snohomish,Barack Obama / Joe Biden,188516
53061,Snohomish,Mitt Romney / Paul Ryan,133016
53061,Snohomish,Gary Johnson / James P. Gray,4788
53061,Snohomish,Virgil Goode / James N. Clymer,1002
53061,Snohomish,Jill Stein / Cheri Honkala,1753
53061,Snohomish,Peta Lindsay / Yari Osorio,129
53061,Snohomish,James Harris / Alyson Kennedy,123
53061,Snohomish,Ross C. (Rocky) Anderson / Luis J. Rodriguez,490
53063,Spokane,Barack Obama / Joe Biden,102295
53063,Spokane,Mitt Romney / Paul Ryan,115285
53063,Spokane,Gary Johnson / James P. Gray,3257
53063,Spokane,Virgil Goode / James N. Clymer,1086
53063,Spokane,Jill Stein / Cheri Honkala,1361
53063,Spokane,Peta Lindsay / Yari Osorio,118
53063,Spokane,James Harris / Alyson Kennedy,84
53063,Spokane,Ross C. (Rocky) Anderson / Luis J. Rodriguez,344
53065,Stevens,Barack Obama / Joe Biden,7762
53065,Stevens,Mitt Romney / Paul Ryan,13691
53065,Stevens,Gary Johnson / James P. Gray,329
53065,Stevens,Virgil Goode / James N. Clymer,194
53065,Stevens,Jill Stein / Cheri Honkala,130
53065,Stevens,Peta Lindsay / Yari Osorio,11
53065,Stevens,James Harris / Alyson Kennedy,13
53065,Stevens,Ross C. (Rocky) Anderson / Luis J. Rodriguez,31
53067,Thurston,Barack Obama / Joe Biden,74037
53067,Thurston,Mitt Romney / Paul Ryan,49287
53067,Thurston,Gary Johnson / James P. Gray,1737
53067,Thurston,Virgil Goode / James N. Clymer,304
53067,Thurston,Jill Stein / Cheri Honkala,1333
53067,Thurston,Peta Lindsay / Yari Osorio,59
53067,Thurston,James Harris / Alyson Kennedy,44
53067,Thurston,Ross C. (Rocky) Anderson / Luis J. Rodriguez,262
53069,Wahkiakum,Barack Obama / Joe Biden,1094
53069,Wahkiakum,Mitt Romney / Paul Ryan,1119
53069,Wahkiakum,Gary Johnson / James P. Gray,34
53069,Wahkiakum,Virgil Goode / James N. Clymer,11
53069,Wahkiakum,Jill Stein / Cheri Honkala,23
53069,Wahkiakum,Peta Lindsay / Yari Osorio,1
53069,Wahkiakum,James Harris / Alyson Kennedy,2
53069,Wahkiakum,Ross C. (Rocky) Anderson / Luis J. Rodriguez,10
53071,Walla Walla,Barack Obama / Joe Biden,9768
53071,Walla Walla,Mitt Romney / Paul Ryan,14648
53071,Walla Walla,Gary Johnson / James P. Gray,398
53071,Walla Walla,Virgil Goode / James N. Clymer,71
53071,Walla Walla,Jill Stein / Cheri Honkala,154
53071,Walla Walla,Peta Lindsay / Yari Osorio,12
53071,Walla Walla,James Harris / Alyson Kennedy,12
53071,Walla Walla,Ross C. (Rocky) Anderson / Luis J. Rodriguez,45
53073,Whatcom,Barack Obama / Joe Biden,57089
53073,Whatcom,Mitt Romney / Paul Ryan,42703
53073,Whatcom,Gary Johnson / James P. Gray,1383
53073,Whatcom,Virgil Goode / James N. Clymer,287
53073,Whatcom,Jill Stein / Cheri Honkala,1248
53073,Whatcom,Peta Lindsay / Yari Osorio,57
53073,Whatcom,James Harris / Alyson Kennedy,43
53073,Whatcom,Ross C. (Rocky) Anderson / Luis J. Rodriguez,219
53075,Whitman,Barack Obama / Joe Biden,8037
53075,Whitman,Mitt Romney / Paul Ryan,8507
53075,Whitman,Gary Johnson / James P. Gray,334
53075,Whitman,Virgil Goode / James N. Clymer,64
53075,Whitman,Jill Stein / Cheri Honkala,118
53075,Whitman,Peta Lindsay / Yari Osorio,9
53075,Whitman,James Harris / Alyson Kennedy,15
53075,Whitman,Ross C. (Rocky) Anderson / Luis J. Rodriguez,37
53077,Yakima,Barack Obama / Joe Biden,33217
53077,Yakima,Mitt Romney / Paul Ryan,42239
53077,Yakima,Gary Johnson / James P. Gray,749
53077,Yakima,Virgil Goode / James N. Clymer,285
53077,Yakima,Jill Stein / Cheri Honkala,330
53077,Yakima,Peta Lindsay / Yari Osorio,28
53077,Yakima,James Harris / Alyson Kennedy,30
53077,Yakima,Ross C. (Rocky) Anderson / Luis J. Rodriguez,95
